XY
	CURVE (1mkcl-5mmolar18btmapaq-nitrogen-rde-1200mvpers-50mvpers.DTA)
-3.298e-001	-1.955e-006
-3.299e-001	-2.014e-006
-3.300e-001	-2.045e-006
-3.301e-001	-2.077e-006
-3.303e-001	-2.194e-006
-3.304e-001	-2.119e-006
-3.304e-001	-2.110e-006
-3.305e-001	-2.067e-006
-3.306e-001	-2.017e-006
-3.307e-001	-2.220e-006
-3.309e-001	-2.191e-006
-3.309e-001	-2.060e-006
-3.311e-001	-2.154e-006
-3.312e-001	-2.072e-006
-3.312e-001	-2.181e-006
-3.314e-001	-2.157e-006
-3.315e-001	-2.156e-006
-3.315e-001	-2.184e-006
-3.316e-001	-2.070e-006
-3.318e-001	-2.055e-006
-3.319e-001	-2.000e-006
-3.320e-001	-2.205e-006
-3.321e-001	-2.248e-006
-3.321e-001	-2.220e-006
-3.322e-001	-2.158e-006
-3.323e-001	-2.177e-006
-3.325e-001	-2.284e-006
-3.326e-001	-2.068e-006
-3.327e-001	-2.202e-006
-3.328e-001	-2.095e-006
-3.329e-001	-2.112e-006
-3.329e-001	-2.192e-006
-3.330e-001	-2.241e-006
-3.331e-001	-2.280e-006
-3.332e-001	-2.174e-006
-3.333e-001	-2.317e-006
-3.335e-001	-2.112e-006
-3.336e-001	-2.053e-006
-3.336e-001	-2.070e-006
-3.337e-001	-2.209e-006
-3.338e-001	-2.242e-006
-3.339e-001	-2.172e-006
-3.340e-001	-2.185e-006
-3.341e-001	-2.305e-006
-3.343e-001	-2.082e-006
-3.344e-001	-2.198e-006
-3.344e-001	-2.193e-006
-3.345e-001	-2.267e-006
-3.346e-001	-2.273e-006
-3.347e-001	-2.188e-006
-3.349e-001	-2.354e-006
-3.349e-001	-2.166e-006
-3.351e-001	-2.153e-006
-3.352e-001	-2.265e-006
-3.352e-001	-2.308e-006
-3.353e-001	-2.168e-006
-3.354e-001	-2.182e-006
-3.355e-001	-2.357e-006
-3.356e-001	-2.454e-006
-3.358e-001	-2.133e-006
-3.359e-001	-2.119e-006
-3.360e-001	-2.175e-006
-3.360e-001	-2.164e-006
-3.361e-001	-2.227e-006
-3.363e-001	-2.401e-006
-3.363e-001	-2.230e-006
-3.364e-001	-2.354e-006
-3.365e-001	-2.213e-006
-3.367e-001	-2.266e-006
-3.368e-001	-2.342e-006
-3.368e-001	-2.309e-006
-3.369e-001	-2.365e-006
-3.370e-001	-2.232e-006
-3.371e-001	-2.313e-006
-3.372e-001	-2.287e-006
-3.374e-001	-2.335e-006
-3.375e-001	-2.270e-006
-3.376e-001	-2.348e-006
-3.376e-001	-2.161e-006
-3.377e-001	-2.208e-006
-3.378e-001	-2.250e-006
-3.379e-001	-2.224e-006
-3.380e-001	-2.169e-006
-3.381e-001	-2.434e-006
-3.383e-001	-2.358e-006
-3.384e-001	-2.282e-006
-3.384e-001	-2.322e-006
-3.385e-001	-2.292e-006
-3.386e-001	-2.286e-006
-3.387e-001	-2.294e-006
-3.389e-001	-2.352e-006
-3.390e-001	-2.283e-006
-3.392e-001	-2.242e-006
-3.392e-001	-2.370e-006
-3.392e-001	-2.291e-006
-3.393e-001	-2.152e-006
-3.394e-001	-2.263e-006
-3.395e-001	-2.397e-006
-3.397e-001	-2.488e-006
-3.398e-001	-2.220e-006
-3.398e-001	-2.220e-006
-3.400e-001	-2.445e-006
-3.400e-001	-2.455e-006
-3.402e-001	-2.270e-006
-3.402e-001	-2.452e-006
-3.403e-001	-2.483e-006
-3.404e-001	-2.491e-006
-3.406e-001	-2.400e-006
-3.408e-001	-2.290e-006
-3.408e-001	-2.423e-006
-3.409e-001	-2.490e-006
-3.409e-001	-2.595e-006
-3.410e-001	-2.422e-006
-3.411e-001	-2.422e-006
-3.413e-001	-2.272e-006
-3.413e-001	-2.403e-006
-3.414e-001	-2.233e-006
-3.416e-001	-2.305e-006
-3.417e-001	-2.509e-006
-3.416e-001	-2.530e-006
-3.418e-001	-2.411e-006
-3.419e-001	-2.501e-006
-3.420e-001	-2.412e-006
-3.422e-001	-2.310e-006
-3.424e-001	-2.315e-006
-3.424e-001	-2.330e-006
-3.424e-001	-2.524e-006
-3.425e-001	-2.336e-006
-3.426e-001	-2.471e-006
-3.426e-001	-2.310e-006
-3.429e-001	-2.403e-006
-3.429e-001	-2.406e-006
-3.430e-001	-2.592e-006
-3.432e-001	-2.387e-006
-3.432e-001	-2.455e-006
-3.433e-001	-2.600e-006
-3.434e-001	-2.463e-006
-3.435e-001	-2.561e-006
-3.436e-001	-2.536e-006
-3.438e-001	-2.541e-006
-3.439e-001	-2.473e-006
-3.440e-001	-2.441e-006
-3.440e-001	-2.531e-006
-3.441e-001	-2.534e-006
-3.442e-001	-2.467e-006
-3.442e-001	-2.487e-006
-3.444e-001	-2.596e-006
-3.445e-001	-2.505e-006
-3.446e-001	-2.708e-006
-3.447e-001	-2.567e-006
-3.448e-001	-2.614e-006
-3.449e-001	-2.530e-006
-3.450e-001	-2.523e-006
-3.450e-001	-2.471e-006
-3.451e-001	-2.531e-006
-3.453e-001	-2.716e-006
-3.455e-001	-2.573e-006
-3.456e-001	-2.497e-006
-3.457e-001	-2.687e-006
-3.458e-001	-2.541e-006
-3.459e-001	-2.547e-006
-3.460e-001	-2.456e-006
-3.461e-001	-2.572e-006
-3.462e-001	-2.561e-006
-3.463e-001	-2.604e-006
-3.464e-001	-2.573e-006
-3.465e-001	-2.741e-006
-3.466e-001	-2.447e-006
-3.467e-001	-2.758e-006
-3.468e-001	-2.555e-006
-3.469e-001	-2.583e-006
-3.470e-001	-2.602e-006
-3.471e-001	-2.585e-006
-3.472e-001	-2.609e-006
-3.473e-001	-2.625e-006
-3.475e-001	-2.658e-006
-3.475e-001	-2.646e-006
-3.476e-001	-2.551e-006
-3.477e-001	-2.492e-006
-3.478e-001	-2.513e-006
-3.479e-001	-2.577e-006
-3.480e-001	-2.686e-006
-3.481e-001	-2.489e-006
-3.482e-001	-2.609e-006
-3.483e-001	-2.695e-006
-3.484e-001	-2.645e-006
-3.485e-001	-2.634e-006
-3.486e-001	-2.650e-006
-3.487e-001	-2.520e-006
-3.488e-001	-2.798e-006
-3.489e-001	-2.627e-006
-3.490e-001	-2.787e-006
-3.491e-001	-2.575e-006
-3.492e-001	-2.737e-006
-3.492e-001	-2.659e-006
-3.494e-001	-2.645e-006
-3.495e-001	-2.674e-006
-3.496e-001	-2.669e-006
-3.497e-001	-2.722e-006
-3.498e-001	-2.806e-006
-3.499e-001	-2.733e-006
-3.500e-001	-2.778e-006
-3.501e-001	-2.670e-006
-3.502e-001	-2.700e-006
-3.503e-001	-2.711e-006
-3.504e-001	-2.754e-006
-3.505e-001	-2.708e-006
-3.506e-001	-2.583e-006
-3.507e-001	-2.709e-006
-3.508e-001	-2.797e-006
-3.509e-001	-2.691e-006
-3.510e-001	-2.787e-006
-3.511e-001	-2.620e-006
-3.512e-001	-2.886e-006
-3.513e-001	-2.835e-006
-3.514e-001	-2.764e-006
-3.515e-001	-2.842e-006
-3.516e-001	-2.584e-006
-3.517e-001	-2.745e-006
-3.518e-001	-2.747e-006
-3.519e-001	-2.727e-006
-3.520e-001	-2.707e-006
-3.521e-001	-2.783e-006
-3.522e-001	-2.702e-006
-3.523e-001	-2.835e-006
-3.524e-001	-2.770e-006
-3.525e-001	-2.720e-006
-3.526e-001	-2.733e-006
-3.527e-001	-2.796e-006
-3.528e-001	-2.627e-006
-3.529e-001	-2.762e-006
-3.530e-001	-2.762e-006
-3.531e-001	-2.809e-006
-3.532e-001	-2.930e-006
-3.533e-001	-2.763e-006
-3.534e-001	-2.768e-006
-3.535e-001	-2.752e-006
-3.536e-001	-2.796e-006
-3.537e-001	-2.814e-006
-3.538e-001	-2.915e-006
-3.539e-001	-2.916e-006
-3.540e-001	-2.959e-006
-3.541e-001	-2.692e-006
-3.542e-001	-2.794e-006
-3.543e-001	-2.895e-006
-3.544e-001	-2.884e-006
-3.545e-001	-2.937e-006
-3.546e-001	-2.815e-006
-3.546e-001	-2.793e-006
-3.547e-001	-2.900e-006
-3.549e-001	-2.892e-006
-3.550e-001	-3.007e-006
-3.551e-001	-2.931e-006
-3.552e-001	-2.826e-006
-3.553e-001	-2.937e-006
-3.553e-001	-2.814e-006
-3.555e-001	-2.863e-006
-3.556e-001	-2.928e-006
-3.557e-001	-2.876e-006
-3.558e-001	-2.844e-006
-3.559e-001	-2.850e-006
-3.560e-001	-2.721e-006
-3.560e-001	-2.928e-006
-3.562e-001	-2.887e-006
-3.562e-001	-2.917e-006
-3.563e-001	-2.840e-006
-3.565e-001	-2.815e-006
-3.566e-001	-2.979e-006
-3.567e-001	-2.915e-006
-3.568e-001	-3.049e-006
-3.569e-001	-2.942e-006
-3.569e-001	-2.799e-006
-3.570e-001	-2.887e-006
-3.571e-001	-2.997e-006
-3.573e-001	-2.934e-006
-3.574e-001	-2.906e-006
-3.575e-001	-3.006e-006
-3.576e-001	-3.109e-006
-3.577e-001	-3.001e-006
-3.577e-001	-2.959e-006
-3.578e-001	-3.049e-006
-3.579e-001	-2.932e-006
-3.580e-001	-2.931e-006
-3.582e-001	-2.989e-006
-3.583e-001	-2.987e-006
-3.584e-001	-2.981e-006
-3.584e-001	-3.006e-006
-3.585e-001	-3.219e-006
-3.586e-001	-2.893e-006
-3.587e-001	-3.133e-006
-3.588e-001	-3.157e-006
-3.589e-001	-3.234e-006
-3.591e-001	-3.128e-006
-3.592e-001	-3.087e-006
-3.592e-001	-3.153e-006
-3.593e-001	-3.048e-006
-3.594e-001	-3.055e-006
-3.595e-001	-3.123e-006
-3.596e-001	-3.121e-006
-3.597e-001	-3.086e-006
-3.599e-001	-3.094e-006
-3.599e-001	-3.033e-006
-3.601e-001	-2.883e-006
-3.601e-001	-3.040e-006
-3.602e-001	-3.092e-006
-3.603e-001	-3.119e-006
-3.604e-001	-3.133e-006
-3.605e-001	-3.133e-006
-3.606e-001	-3.274e-006
-3.608e-001	-3.119e-006
-3.608e-001	-3.066e-006
-3.609e-001	-3.049e-006
-3.610e-001	-3.086e-006
-3.611e-001	-2.920e-006
-3.612e-001	-3.347e-006
-3.613e-001	-3.149e-006
-3.615e-001	-3.177e-006
-3.616e-001	-3.250e-006
-3.616e-001	-3.307e-006
-3.617e-001	-3.390e-006
-3.618e-001	-3.174e-006
-3.619e-001	-3.102e-006
-3.620e-001	-3.186e-006
-3.621e-001	-3.136e-006
-3.622e-001	-3.088e-006
-3.623e-001	-3.082e-006
-3.624e-001	-3.172e-006
-3.625e-001	-3.450e-006
-3.626e-001	-3.287e-006
-3.626e-001	-3.160e-006
-3.627e-001	-3.190e-006
-3.630e-001	-3.200e-006
-3.631e-001	-3.222e-006
-3.632e-001	-3.171e-006
-3.632e-001	-3.262e-006
-3.633e-001	-3.167e-006
-3.634e-001	-3.284e-006
-3.635e-001	-3.077e-006
-3.636e-001	-3.117e-006
-3.637e-001	-3.281e-006
-3.639e-001	-3.308e-006
-3.640e-001	-3.354e-006
-3.641e-001	-3.324e-006
-3.641e-001	-3.252e-006
-3.642e-001	-3.314e-006
-3.643e-001	-3.267e-006
-3.644e-001	-3.440e-006
-3.646e-001	-3.323e-006
-3.647e-001	-3.287e-006
-3.648e-001	-3.299e-006
-3.649e-001	-3.281e-006
-3.649e-001	-3.397e-006
-3.650e-001	-3.366e-006
-3.651e-001	-3.391e-006
-3.653e-001	-3.377e-006
-3.654e-001	-3.366e-006
-3.654e-001	-3.400e-006
-3.656e-001	-3.302e-006
-3.657e-001	-3.413e-006
-3.657e-001	-3.325e-006
-3.658e-001	-3.339e-006
-3.659e-001	-3.392e-006
-3.660e-001	-3.395e-006
-3.662e-001	-3.460e-006
-3.663e-001	-3.326e-006
-3.664e-001	-3.437e-006
-3.665e-001	-3.378e-006
-3.666e-001	-3.328e-006
-3.667e-001	-3.463e-006
-3.668e-001	-3.523e-006
-3.669e-001	-3.511e-006
-3.670e-001	-3.274e-006
-3.671e-001	-3.337e-006
-3.672e-001	-3.282e-006
-3.673e-001	-3.418e-006
-3.673e-001	-3.364e-006
-3.674e-001	-3.517e-006
-3.675e-001	-3.414e-006
-3.676e-001	-3.482e-006
-3.679e-001	-3.470e-006
-3.680e-001	-3.374e-006
-3.680e-001	-3.406e-006
-3.680e-001	-3.544e-006
-3.681e-001	-3.601e-006
-3.681e-001	-3.517e-006
-3.683e-001	-3.584e-006
-3.684e-001	-3.589e-006
-3.685e-001	-3.697e-006
-3.687e-001	-3.479e-006
-3.687e-001	-3.437e-006
-3.688e-001	-3.408e-006
-3.689e-001	-3.559e-006
-3.690e-001	-3.522e-006
-3.690e-001	-3.581e-006
-3.692e-001	-3.601e-006
-3.694e-001	-3.507e-006
-3.695e-001	-3.510e-006
-3.696e-001	-3.402e-006
-3.696e-001	-3.691e-006
-3.697e-001	-3.448e-006
-3.698e-001	-3.669e-006
-3.699e-001	-3.710e-006
-3.700e-001	-3.506e-006
-3.701e-001	-3.554e-006
-3.703e-001	-3.595e-006
-3.703e-001	-3.681e-006
-3.704e-001	-3.532e-006
-3.705e-001	-3.639e-006
-3.706e-001	-3.629e-006
-3.706e-001	-3.611e-006
-3.707e-001	-3.678e-006
-3.709e-001	-3.575e-006
-3.711e-001	-3.739e-006
-3.712e-001	-3.789e-006
-3.713e-001	-3.661e-006
-3.714e-001	-3.751e-006
-3.715e-001	-3.581e-006
-3.716e-001	-3.821e-006
-3.717e-001	-3.713e-006
-3.718e-001	-3.542e-006
-3.719e-001	-3.781e-006
-3.720e-001	-3.724e-006
-3.721e-001	-3.681e-006
-3.722e-001	-3.796e-006
-3.723e-001	-3.788e-006
-3.724e-001	-3.649e-006
-3.725e-001	-3.694e-006
-3.726e-001	-3.845e-006
-3.727e-001	-3.678e-006
-3.728e-001	-3.631e-006
-3.729e-001	-3.906e-006
-3.730e-001	-3.772e-006
-3.731e-001	-3.907e-006
-3.732e-001	-3.794e-006
-3.733e-001	-3.595e-006
-3.734e-001	-3.640e-006
-3.735e-001	-4.001e-006
-3.735e-001	-3.821e-006
-3.737e-001	-3.911e-006
-3.738e-001	-3.814e-006
-3.739e-001	-3.973e-006
-3.740e-001	-3.914e-006
-3.741e-001	-3.815e-006
-3.742e-001	-4.060e-006
-3.743e-001	-3.845e-006
-3.744e-001	-3.895e-006
-3.745e-001	-4.027e-006
-3.746e-001	-3.927e-006
-3.747e-001	-3.946e-006
-3.748e-001	-3.934e-006
-3.749e-001	-3.881e-006
-3.750e-001	-3.889e-006
-3.751e-001	-3.828e-006
-3.752e-001	-4.017e-006
-3.753e-001	-3.981e-006
-3.754e-001	-3.894e-006
-3.754e-001	-4.026e-006
-3.756e-001	-3.985e-006
-3.757e-001	-4.018e-006
-3.758e-001	-4.053e-006
-3.759e-001	-4.024e-006
-3.760e-001	-3.919e-006
-3.761e-001	-4.090e-006
-3.762e-001	-4.020e-006
-3.763e-001	-4.009e-006
-3.764e-001	-4.238e-006
-3.765e-001	-4.030e-006
-3.765e-001	-4.159e-006
-3.767e-001	-3.964e-006
-3.768e-001	-4.239e-006
-3.768e-001	-4.037e-006
-3.770e-001	-3.978e-006
-3.770e-001	-3.959e-006
-3.772e-001	-4.168e-006
-3.772e-001	-4.100e-006
-3.774e-001	-4.137e-006
-3.775e-001	-4.086e-006
-3.776e-001	-4.244e-006
-3.777e-001	-4.133e-006
-3.778e-001	-4.296e-006
-3.779e-001	-4.049e-006
-3.780e-001	-4.230e-006
-3.781e-001	-4.331e-006
-3.782e-001	-4.146e-006
-3.783e-001	-4.211e-006
-3.784e-001	-4.184e-006
-3.785e-001	-4.203e-006
-3.786e-001	-4.289e-006
-3.786e-001	-4.261e-006
-3.787e-001	-4.270e-006
-3.788e-001	-4.135e-006
-3.790e-001	-4.091e-006
-3.791e-001	-4.324e-006
-3.792e-001	-4.320e-006
-3.793e-001	-4.369e-006
-3.794e-001	-4.325e-006
-3.794e-001	-4.321e-006
-3.795e-001	-4.215e-006
-3.797e-001	-4.197e-006
-3.798e-001	-4.144e-006
-3.799e-001	-4.283e-006
-3.800e-001	-4.381e-006
-3.801e-001	-4.442e-006
-3.802e-001	-4.422e-006
-3.802e-001	-4.306e-006
-3.803e-001	-4.291e-006
-3.805e-001	-4.349e-006
-3.806e-001	-4.250e-006
-3.807e-001	-4.439e-006
-3.808e-001	-4.284e-006
-3.809e-001	-4.341e-006
-3.810e-001	-4.457e-006
-3.810e-001	-4.481e-006
-3.811e-001	-4.354e-006
-3.812e-001	-4.298e-006
-3.814e-001	-4.485e-006
-3.814e-001	-4.603e-006
-3.816e-001	-4.417e-006
-3.817e-001	-4.735e-006
-3.818e-001	-4.441e-006
-3.818e-001	-4.546e-006
-3.818e-001	-4.475e-006
-3.819e-001	-4.522e-006
-3.822e-001	-4.607e-006
-3.823e-001	-4.440e-006
-3.824e-001	-4.558e-006
-3.825e-001	-4.621e-006
-3.825e-001	-4.549e-006
-3.826e-001	-4.466e-006
-3.827e-001	-4.476e-006
-3.828e-001	-4.539e-006
-3.830e-001	-4.534e-006
-3.831e-001	-4.711e-006
-3.832e-001	-4.507e-006
-3.833e-001	-4.656e-006
-3.834e-001	-4.708e-006
-3.834e-001	-4.561e-006
-3.835e-001	-4.607e-006
-3.836e-001	-4.730e-006
-3.838e-001	-4.663e-006
-3.839e-001	-4.680e-006
-3.840e-001	-4.709e-006
-3.841e-001	-4.724e-006
-3.841e-001	-4.652e-006
-3.842e-001	-4.821e-006
-3.843e-001	-4.710e-006
-3.844e-001	-4.793e-006
-3.845e-001	-4.612e-006
-3.847e-001	-4.673e-006
-3.847e-001	-4.790e-006
-3.848e-001	-4.771e-006
-3.849e-001	-4.847e-006
-3.850e-001	-4.736e-006
-3.850e-001	-4.735e-006
-3.851e-001	-4.828e-006
-3.854e-001	-4.830e-006
-3.856e-001	-4.853e-006
-3.856e-001	-4.974e-006
-3.856e-001	-4.733e-006
-3.857e-001	-5.041e-006
-3.858e-001	-4.858e-006
-3.859e-001	-4.944e-006
-3.860e-001	-4.777e-006
-3.861e-001	-4.865e-006
-3.862e-001	-4.791e-006
-3.863e-001	-4.769e-006
-3.864e-001	-4.850e-006
-3.865e-001	-5.003e-006
-3.866e-001	-4.883e-006
-3.867e-001	-4.906e-006
-3.868e-001	-4.988e-006
-3.869e-001	-4.837e-006
-3.872e-001	-4.825e-006
-3.872e-001	-5.051e-006
-3.872e-001	-4.955e-006
-3.873e-001	-4.878e-006
-3.874e-001	-5.022e-006
-3.875e-001	-4.889e-006
-3.876e-001	-5.072e-006
-3.877e-001	-5.059e-006
-3.879e-001	-4.983e-006
-3.880e-001	-5.077e-006
-3.880e-001	-5.050e-006
-3.881e-001	-5.217e-006
-3.882e-001	-5.091e-006
-3.882e-001	-5.037e-006
-3.883e-001	-4.987e-006
-3.885e-001	-5.024e-006
-3.887e-001	-5.020e-006
-3.888e-001	-4.969e-006
-3.888e-001	-5.174e-006
-3.889e-001	-5.125e-006
-3.889e-001	-5.168e-006
-3.891e-001	-5.057e-006
-3.892e-001	-5.205e-006
-3.893e-001	-5.097e-006
-3.894e-001	-5.159e-006
-3.896e-001	-5.166e-006
-3.896e-001	-5.285e-006
-3.897e-001	-5.200e-006
-3.898e-001	-5.129e-006
-3.899e-001	-5.301e-006
-3.900e-001	-5.420e-006
-3.903e-001	-5.166e-006
-3.903e-001	-5.187e-006
-3.904e-001	-5.289e-006
-3.904e-001	-5.487e-006
-3.905e-001	-5.337e-006
-3.906e-001	-5.253e-006
-3.908e-001	-5.329e-006
-3.909e-001	-5.283e-006
-3.910e-001	-5.366e-006
-3.911e-001	-5.400e-006
-3.912e-001	-5.552e-006
-3.913e-001	-5.533e-006
-3.913e-001	-5.351e-006
-3.914e-001	-5.500e-006
-3.915e-001	-5.518e-006
-3.916e-001	-5.393e-006
-3.918e-001	-5.433e-006
-3.919e-001	-5.518e-006
-3.920e-001	-5.428e-006
-3.920e-001	-5.406e-006
-3.921e-001	-5.533e-006
-3.922e-001	-5.526e-006
-3.923e-001	-5.642e-006
-3.924e-001	-5.548e-006
-3.925e-001	-5.662e-006
-3.926e-001	-5.551e-006
-3.927e-001	-5.486e-006
-3.928e-001	-5.663e-006
-3.929e-001	-5.442e-006
-3.930e-001	-5.760e-006
-3.930e-001	-5.566e-006
-3.931e-001	-5.686e-006
-3.934e-001	-5.654e-006
-3.935e-001	-5.684e-006
-3.936e-001	-5.688e-006
-3.936e-001	-5.667e-006
-3.937e-001	-5.754e-006
-3.938e-001	-5.663e-006
-3.938e-001	-5.759e-006
-3.940e-001	-5.584e-006
-3.941e-001	-5.736e-006
-3.942e-001	-5.718e-006
-3.943e-001	-5.773e-006
-3.944e-001	-5.726e-006
-3.945e-001	-5.503e-006
-3.946e-001	-5.714e-006
-3.946e-001	-5.815e-006
-3.947e-001	-5.905e-006
-3.950e-001	-5.629e-006
-3.951e-001	-5.827e-006
-3.952e-001	-5.718e-006
-3.952e-001	-5.866e-006
-3.953e-001	-5.890e-006
-3.953e-001	-5.866e-006
-3.954e-001	-5.867e-006
-3.955e-001	-5.910e-006
-3.956e-001	-5.950e-006
-3.958e-001	-5.903e-006
-3.959e-001	-5.953e-006
-3.960e-001	-6.064e-006
-3.961e-001	-5.985e-006
-3.962e-001	-6.071e-006
-3.962e-001	-5.947e-006
-3.962e-001	-6.112e-006
-3.964e-001	-6.092e-006
-3.966e-001	-5.950e-006
-3.968e-001	-6.040e-006
-3.969e-001	-6.055e-006
-3.970e-001	-6.116e-006
-3.971e-001	-5.925e-006
-3.972e-001	-6.067e-006
-3.973e-001	-6.049e-006
-3.974e-001	-6.245e-006
-3.975e-001	-6.159e-006
-3.976e-001	-6.145e-006
-3.977e-001	-6.293e-006
-3.978e-001	-6.231e-006
-3.979e-001	-6.328e-006
-3.980e-001	-6.422e-006
-3.981e-001	-6.220e-006
-3.982e-001	-6.247e-006
-3.983e-001	-6.338e-006
-3.984e-001	-6.277e-006
-3.985e-001	-6.250e-006
-3.986e-001	-6.367e-006
-3.987e-001	-6.330e-006
-3.988e-001	-6.206e-006
-3.989e-001	-6.488e-006
-3.990e-001	-6.270e-006
-3.991e-001	-6.541e-006
-3.992e-001	-6.404e-006
-3.993e-001	-6.562e-006
-3.994e-001	-6.547e-006
-3.995e-001	-6.504e-006
-3.996e-001	-6.346e-006
-3.997e-001	-6.472e-006
-3.998e-001	-6.399e-006
-3.999e-001	-6.553e-006
-4.000e-001	-6.635e-006
-4.001e-001	-6.575e-006
-4.002e-001	-6.466e-006
-4.003e-001	-6.531e-006
-4.004e-001	-6.623e-006
-4.005e-001	-6.701e-006
-4.005e-001	-6.657e-006
-4.007e-001	-6.749e-006
-4.007e-001	-6.729e-006
-4.009e-001	-6.752e-006
-4.010e-001	-6.678e-006
-4.011e-001	-6.824e-006
-4.012e-001	-6.706e-006
-4.013e-001	-6.604e-006
-4.014e-001	-7.012e-006
-4.015e-001	-6.753e-006
-4.016e-001	-6.837e-006
-4.017e-001	-6.718e-006
-4.018e-001	-6.635e-006
-4.019e-001	-6.949e-006
-4.020e-001	-6.811e-006
-4.021e-001	-6.743e-006
-4.022e-001	-7.066e-006
-4.023e-001	-6.934e-006
-4.024e-001	-6.857e-006
-4.025e-001	-6.902e-006
-4.026e-001	-6.985e-006
-4.026e-001	-6.897e-006
-4.028e-001	-7.031e-006
-4.028e-001	-7.018e-006
-4.030e-001	-7.047e-006
-4.031e-001	-7.130e-006
-4.032e-001	-7.104e-006
-4.033e-001	-7.080e-006
-4.034e-001	-7.104e-006
-4.035e-001	-7.292e-006
-4.035e-001	-7.127e-006
-4.037e-001	-7.313e-006
-4.038e-001	-7.181e-006
-4.039e-001	-7.230e-006
-4.040e-001	-7.247e-006
-4.041e-001	-7.276e-006
-4.042e-001	-7.218e-006
-4.043e-001	-7.214e-006
-4.044e-001	-7.352e-006
-4.045e-001	-7.435e-006
-4.046e-001	-7.270e-006
-4.047e-001	-7.341e-006
-4.048e-001	-7.337e-006
-4.049e-001	-7.294e-006
-4.049e-001	-7.481e-006
-4.050e-001	-7.577e-006
-4.051e-001	-7.430e-006
-4.053e-001	-7.382e-006
-4.053e-001	-7.479e-006
-4.055e-001	-7.393e-006
-4.056e-001	-7.565e-006
-4.056e-001	-7.422e-006
-4.057e-001	-7.478e-006
-4.058e-001	-7.585e-006
-4.059e-001	-7.499e-006
-4.060e-001	-7.665e-006
-4.062e-001	-7.580e-006
-4.063e-001	-7.718e-006
-4.064e-001	-7.752e-006
-4.064e-001	-7.712e-006
-4.065e-001	-7.661e-006
-4.066e-001	-7.833e-006
-4.067e-001	-7.719e-006
-4.068e-001	-7.807e-006
-4.070e-001	-7.802e-006
-4.071e-001	-7.784e-006
-4.072e-001	-7.921e-006
-4.073e-001	-7.786e-006
-4.074e-001	-7.938e-006
-4.074e-001	-7.991e-006
-4.075e-001	-7.909e-006
-4.076e-001	-7.988e-006
-4.077e-001	-7.797e-006
-4.079e-001	-7.979e-006
-4.080e-001	-7.889e-006
-4.080e-001	-7.825e-006
-4.081e-001	-8.078e-006
-4.082e-001	-7.995e-006
-4.083e-001	-7.982e-006
-4.084e-001	-8.105e-006
-4.086e-001	-8.201e-006
-4.087e-001	-8.332e-006
-4.088e-001	-8.347e-006
-4.089e-001	-8.147e-006
-4.090e-001	-8.202e-006
-4.090e-001	-8.147e-006
-4.091e-001	-8.121e-006
-4.092e-001	-8.293e-006
-4.094e-001	-8.445e-006
-4.095e-001	-8.384e-006
-4.096e-001	-8.336e-006
-4.096e-001	-8.509e-006
-4.097e-001	-8.468e-006
-4.098e-001	-8.356e-006
-4.099e-001	-8.379e-006
-4.100e-001	-8.249e-006
-4.101e-001	-8.477e-006
-4.102e-001	-8.477e-006
-4.104e-001	-8.468e-006
-4.104e-001	-8.374e-006
-4.105e-001	-8.475e-006
-4.106e-001	-8.476e-006
-4.107e-001	-8.747e-006
-4.107e-001	-8.541e-006
-4.109e-001	-8.494e-006
-4.111e-001	-8.582e-006
-4.111e-001	-8.621e-006
-4.112e-001	-8.651e-006
-4.113e-001	-8.784e-006
-4.114e-001	-8.620e-006
-4.115e-001	-8.894e-006
-4.116e-001	-8.851e-006
-4.117e-001	-8.741e-006
-4.118e-001	-8.906e-006
-4.120e-001	-8.793e-006
-4.120e-001	-8.734e-006
-4.121e-001	-9.047e-006
-4.122e-001	-8.885e-006
-4.122e-001	-8.921e-006
-4.124e-001	-9.031e-006
-4.125e-001	-9.169e-006
-4.127e-001	-9.021e-006
-4.128e-001	-9.211e-006
-4.128e-001	-8.939e-006
-4.129e-001	-8.976e-006
-4.130e-001	-9.152e-006
-4.131e-001	-9.084e-006
-4.132e-001	-9.160e-006
-4.133e-001	-9.102e-006
-4.135e-001	-9.332e-006
-4.135e-001	-9.234e-006
-4.136e-001	-9.158e-006
-4.137e-001	-9.270e-006
-4.138e-001	-9.327e-006
-4.139e-001	-9.366e-006
-4.140e-001	-9.268e-006
-4.142e-001	-9.313e-006
-4.143e-001	-9.527e-006
-4.144e-001	-9.407e-006
-4.144e-001	-9.417e-006
-4.146e-001	-9.339e-006
-4.146e-001	-9.455e-006
-4.147e-001	-9.526e-006
-4.148e-001	-9.567e-006
-4.149e-001	-9.474e-006
-4.151e-001	-9.603e-006
-4.152e-001	-9.570e-006
-4.152e-001	-9.703e-006
-4.153e-001	-9.789e-006
-4.154e-001	-9.726e-006
-4.155e-001	-9.785e-006
-4.156e-001	-9.656e-006
-4.158e-001	-9.651e-006
-4.159e-001	-9.696e-006
-4.160e-001	-9.745e-006
-4.160e-001	-9.816e-006
-4.161e-001	-9.768e-006
-4.162e-001	-9.954e-006
-4.163e-001	-9.928e-006
-4.164e-001	-9.917e-006
-4.165e-001	-1.001e-005
-4.166e-001	-9.971e-006
-4.168e-001	-9.992e-006
-4.169e-001	-9.986e-006
