XY
	CURVE (1mkcl-5mmolar18btmapaq-nitrogen-rde-1200mvpers-50mvpers.DTA)
2.587e-001	4.696e-008
2.586e-001	1.821e-008
2.585e-001	1.136e-007
2.583e-001	-2.845e-008
2.583e-001	1.586e-007
2.582e-001	5.362e-008
2.582e-001	-8.553e-008
2.581e-001	-6.373e-009
2.579e-001	-1.346e-008
2.577e-001	2.862e-008
2.576e-001	9.445e-008
2.576e-001	1.332e-007
2.575e-001	1.303e-007
2.574e-001	9.029e-008
2.573e-001	2.332e-007
2.572e-001	1.278e-007
2.571e-001	1.057e-007
2.570e-001	6.070e-008
2.568e-001	2.321e-008
2.567e-001	9.695e-008
2.567e-001	5.321e-008
2.566e-001	5.279e-008
2.566e-001	1.190e-007
2.565e-001	2.103e-007
2.563e-001	3.904e-008
2.562e-001	3.279e-008
2.561e-001	7.612e-008
2.560e-001	7.862e-008
2.559e-001	2.446e-008
2.559e-001	1.478e-007
2.558e-001	5.654e-008
2.556e-001	-3.762e-008
2.556e-001	9.987e-008
2.555e-001	1.619e-007
2.553e-001	8.695e-008
2.552e-001	2.053e-007
2.551e-001	1.779e-008
2.550e-001	4.737e-008
2.550e-001	-1.262e-008
2.549e-001	-2.030e-007
2.547e-001	1.378e-007
2.546e-001	1.419e-007
2.545e-001	3.279e-008
2.544e-001	2.199e-007
2.543e-001	2.069e-007
2.543e-001	8.904e-008
2.542e-001	3.807e-007
2.540e-001	1.374e-007
2.540e-001	1.503e-007
2.539e-001	1.582e-007
2.537e-001	1.315e-007
2.536e-001	1.694e-007
2.535e-001	1.696e-008
2.534e-001	1.569e-007
2.534e-001	3.862e-008
2.533e-001	8.279e-008
2.531e-001	1.711e-007
2.529e-001	8.945e-008
2.528e-001	1.553e-007
2.528e-001	1.404e-008
2.527e-001	1.613e-008
2.527e-001	1.769e-007
2.526e-001	1.761e-007
2.525e-001	-3.595e-008
2.524e-001	1.453e-007
2.523e-001	6.279e-008
2.521e-001	1.057e-007
2.520e-001	1.603e-007
2.519e-001	5.737e-008
2.518e-001	3.029e-008
2.518e-001	5.571e-008
2.517e-001	1.519e-007
2.516e-001	1.532e-007
2.514e-001	1.999e-007
2.513e-001	4.362e-008
2.512e-001	1.211e-007
2.511e-001	-1.721e-008
2.511e-001	1.157e-007
2.510e-001	1.404e-008
2.508e-001	6.029e-008
2.508e-001	4.779e-008
2.506e-001	1.915e-007
2.505e-001	1.432e-007
2.504e-001	1.821e-008
2.503e-001	7.862e-008
2.503e-001	-6.790e-009
2.502e-001	1.457e-007
2.501e-001	4.279e-008
2.499e-001	1.153e-007
2.497e-001	3.487e-008
2.497e-001	9.404e-008
2.496e-001	8.029e-008
2.495e-001	1.936e-007
2.495e-001	1.120e-007
2.493e-001	-2.218e-007
2.492e-001	2.571e-008
2.492e-001	2.987e-008
2.491e-001	-4.970e-008
2.489e-001	1.987e-008
2.488e-001	-1.096e-008
2.487e-001	5.154e-008
2.486e-001	6.612e-008
2.486e-001	1.011e-007
2.485e-001	6.959e-009
2.483e-001	1.987e-008
2.481e-001	3.321e-008
2.480e-001	-4.290e-009
2.480e-001	-2.096e-008
2.478e-001	1.407e-007
2.478e-001	-2.637e-008
2.477e-001	7.779e-008
2.476e-001	1.782e-007
2.475e-001	8.654e-008
2.474e-001	5.071e-008
2.473e-001	-3.262e-008
2.472e-001	1.071e-008
2.471e-001	1.028e-007
2.471e-001	6.362e-008
2.470e-001	8.626e-009
2.469e-001	8.445e-008
2.467e-001	3.696e-008
2.465e-001	-3.387e-008
2.465e-001	5.029e-008
2.464e-001	1.036e-007
2.463e-001	2.946e-008
2.462e-001	6.445e-008
2.462e-001	1.711e-007
2.461e-001	-3.054e-008
2.460e-001	1.340e-007
2.458e-001	2.446e-008
2.457e-001	-4.387e-008
2.456e-001	1.736e-007
2.456e-001	1.654e-008
2.455e-001	5.321e-008
2.454e-001	8.570e-008
2.453e-001	1.478e-007
2.451e-001	1.369e-007
2.449e-001	-5.123e-009
2.449e-001	8.737e-008
2.448e-001	4.487e-008
2.447e-001	-9.387e-008
2.446e-001	7.612e-008
2.446e-001	1.690e-007
2.446e-001	8.112e-008
2.444e-001	-1.554e-008
2.443e-001	4.154e-008
2.441e-001	-3.804e-008
2.440e-001	1.978e-007
2.439e-001	6.112e-008
2.439e-001	-1.346e-008
2.438e-001	-1.189e-007
2.438e-001	1.124e-007
2.437e-001	2.696e-008
2.435e-001	-6.095e-008
2.432e-001	3.654e-008
2.431e-001	-5.554e-008
2.430e-001	2.040e-007
2.429e-001	1.053e-007
2.428e-001	9.029e-008
2.427e-001	6.820e-008
2.426e-001	-2.720e-008
2.424e-001	1.404e-008
2.424e-001	8.112e-008
2.423e-001	-5.929e-008
2.422e-001	1.128e-007
2.421e-001	3.362e-008
2.420e-001	1.332e-007
2.419e-001	1.321e-008
2.417e-001	4.946e-008
2.416e-001	6.945e-008
2.416e-001	-2.096e-008
2.414e-001	1.115e-007
2.413e-001	-2.554e-008
2.413e-001	1.415e-007
2.412e-001	4.987e-008
2.411e-001	-1.971e-008
2.410e-001	1.832e-007
2.409e-001	1.944e-007
2.407e-001	2.344e-007
2.407e-001	6.779e-008
2.406e-001	-8.039e-009
2.405e-001	1.665e-007
2.404e-001	5.029e-008
2.403e-001	-3.054e-008
2.402e-001	5.946e-008
2.401e-001	-1.512e-008
2.400e-001	8.862e-008
2.399e-001	6.570e-008
2.398e-001	2.612e-008
2.397e-001	1.253e-007
2.396e-001	5.112e-008
2.395e-001	9.279e-008
2.393e-001	9.612e-008
2.393e-001	1.332e-007
2.392e-001	1.107e-007
2.391e-001	1.057e-007
2.390e-001	4.279e-008
2.389e-001	1.528e-007
2.388e-001	6.112e-008
2.387e-001	1.815e-007
2.386e-001	2.529e-008
2.385e-001	2.696e-008
2.384e-001	1.446e-008
2.383e-001	-6.095e-008
2.382e-001	1.419e-007
2.381e-001	6.529e-008
2.380e-001	1.278e-007
2.379e-001	9.820e-008
2.378e-001	-2.262e-008
2.377e-001	1.432e-007
2.376e-001	3.654e-008
2.375e-001	-1.289e-007
2.374e-001	8.612e-008
2.372e-001	-4.554e-008
2.372e-001	9.695e-008
2.371e-001	8.570e-008
2.370e-001	1.724e-007
2.369e-001	4.071e-008
2.367e-001	-5.595e-008
2.367e-001	-4.012e-008
2.366e-001	8.237e-008
2.365e-001	2.399e-007
2.363e-001	1.090e-007
2.363e-001	1.582e-007
2.362e-001	7.612e-008
2.360e-001	-1.205e-007
2.360e-001	3.154e-008
2.359e-001	-6.970e-008
2.358e-001	-1.679e-008
2.357e-001	2.349e-007
2.356e-001	1.419e-007
2.355e-001	1.374e-007
2.354e-001	-1.230e-007
2.353e-001	6.362e-008
2.352e-001	3.904e-008
2.351e-001	1.194e-007
2.350e-001	1.432e-007
2.349e-001	7.376e-009
2.348e-001	-8.220e-008
2.347e-001	-1.264e-007
2.346e-001	1.295e-007
2.345e-001	4.529e-008
2.344e-001	5.821e-008
2.343e-001	1.024e-007
2.342e-001	2.249e-007
2.340e-001	1.165e-007
2.340e-001	-5.956e-009
2.339e-001	1.344e-007
2.338e-001	2.053e-007
2.337e-001	6.529e-008
2.336e-001	4.696e-008
2.335e-001	7.820e-008
2.334e-001	4.196e-008
2.333e-001	-3.456e-009
2.332e-001	5.154e-008
2.331e-001	-4.512e-008
2.330e-001	1.178e-007
2.329e-001	8.737e-008
2.328e-001	-1.304e-008
2.327e-001	1.049e-007
2.326e-001	-1.043e-007
2.325e-001	2.654e-008
2.324e-001	9.459e-009
2.323e-001	1.363e-008
2.322e-001	9.876e-009
2.321e-001	1.613e-008
2.320e-001	-6.095e-008
2.319e-001	8.654e-008
2.318e-001	1.444e-007
2.317e-001	1.987e-008
2.316e-001	2.654e-008
2.315e-001	3.654e-008
2.314e-001	-4.512e-008
2.313e-001	1.228e-007
2.312e-001	7.362e-008
2.311e-001	4.460e-009
2.310e-001	1.571e-008
2.309e-001	-3.220e-008
2.308e-001	-3.470e-008
2.307e-001	4.237e-008
2.306e-001	-5.179e-008
2.305e-001	9.459e-009
2.304e-001	1.824e-007
2.303e-001	1.987e-008
2.302e-001	1.269e-007
2.301e-001	-8.387e-008
2.300e-001	1.390e-007
2.299e-001	1.182e-007
2.298e-001	2.286e-007
2.297e-001	1.543e-009
2.296e-001	-8.887e-008
2.295e-001	-3.456e-009
2.294e-001	1.311e-007
2.293e-001	6.779e-008
2.292e-001	1.238e-008
2.291e-001	-7.803e-008
2.290e-001	-2.720e-008
2.289e-001	-9.512e-008
2.288e-001	-6.304e-008
2.287e-001	9.904e-008
2.286e-001	-1.018e-007
2.285e-001	6.362e-008
2.284e-001	-6.762e-008
2.283e-001	5.404e-008
2.282e-001	-5.387e-008
2.281e-001	6.445e-008
2.280e-001	3.071e-008
2.279e-001	-7.470e-008
2.278e-001	-5.679e-008
2.277e-001	3.571e-008
2.276e-001	2.461e-007
2.275e-001	8.487e-008
2.274e-001	5.154e-008
2.273e-001	1.328e-007
2.272e-001	7.529e-008
2.271e-001	-5.929e-008
2.270e-001	6.445e-008
2.269e-001	1.232e-007
2.268e-001	-8.456e-009
2.267e-001	1.071e-008
2.266e-001	1.011e-007
2.265e-001	5.696e-008
2.264e-001	5.709e-009
2.263e-001	9.195e-008
2.262e-001	-6.512e-008
2.261e-001	-1.434e-007
2.260e-001	4.571e-008
2.259e-001	-4.887e-008
2.258e-001	4.862e-008
2.257e-001	2.904e-008
2.256e-001	-3.095e-008
2.255e-001	-7.303e-008
2.254e-001	2.612e-008
2.253e-001	1.536e-007
2.252e-001	-2.512e-008
2.251e-001	4.029e-008
2.250e-001	1.065e-007
2.249e-001	4.154e-008
2.248e-001	1.549e-007
2.247e-001	-3.345e-008
2.246e-001	1.488e-008
2.245e-001	6.070e-008
2.244e-001	5.196e-008
2.243e-001	-8.595e-008
2.242e-001	-1.322e-007
2.241e-001	1.154e-008
2.240e-001	5.904e-008
2.239e-001	-1.373e-009
2.238e-001	-7.470e-008
2.237e-001	-2.054e-008
2.236e-001	5.237e-008
2.235e-001	3.612e-008
2.234e-001	-9.970e-008
2.233e-001	-6.803e-008
2.232e-001	1.029e-008
2.231e-001	4.029e-008
2.230e-001	-9.567e-010
2.229e-001	5.112e-008
2.228e-001	9.654e-008
2.227e-001	7.279e-008
2.226e-001	-7.345e-008
2.225e-001	-1.373e-009
2.224e-001	-7.428e-008
2.223e-001	-6.304e-008
2.222e-001	-3.554e-008
2.221e-001	1.357e-007
2.220e-001	3.404e-008
2.219e-001	1.228e-007
2.218e-001	1.015e-007
2.217e-001	7.793e-009
2.216e-001	3.279e-008
2.215e-001	-1.054e-008
2.214e-001	2.112e-008
2.213e-001	3.612e-008
2.212e-001	-1.197e-007
2.211e-001	-4.554e-008
2.210e-001	-1.304e-008
2.209e-001	8.404e-008
2.208e-001	1.236e-007
2.207e-001	-4.429e-008
2.206e-001	1.904e-008
2.205e-001	9.820e-008
2.204e-001	-4.179e-008
2.203e-001	6.529e-008
2.202e-001	1.149e-007
2.201e-001	-1.096e-008
2.200e-001	4.737e-008
2.199e-001	6.195e-008
2.198e-001	2.028e-007
2.197e-001	4.043e-009
2.196e-001	3.612e-008
2.195e-001	8.626e-009
2.194e-001	2.103e-007
2.193e-001	5.446e-008
2.192e-001	3.987e-008
2.191e-001	-1.014e-007
2.190e-001	1.821e-008
2.189e-001	-3.554e-008
2.188e-001	2.793e-009
2.187e-001	3.946e-008
2.186e-001	-9.178e-008
2.185e-001	8.654e-008
2.184e-001	-2.804e-008
2.183e-001	1.529e-008
2.182e-001	1.403e-007
2.181e-001	4.571e-008
2.180e-001	-7.428e-008
2.179e-001	-2.137e-008
2.178e-001	1.390e-007
2.177e-001	2.196e-008
2.176e-001	-5.012e-008
2.175e-001	1.863e-008
2.174e-001	1.738e-008
2.173e-001	1.863e-008
2.172e-001	5.821e-008
2.171e-001	1.488e-008
2.170e-001	4.904e-008
2.169e-001	-3.873e-009
2.168e-001	3.154e-008
2.167e-001	-3.762e-008
2.166e-001	1.821e-008
2.165e-001	7.904e-008
2.164e-001	1.899e-007
2.163e-001	2.696e-008
2.162e-001	-4.290e-009
2.161e-001	-3.970e-008
2.160e-001	-1.797e-007
2.159e-001	5.237e-008
2.158e-001	4.737e-008
2.157e-001	1.203e-007
2.156e-001	3.362e-008
2.155e-001	-7.053e-008
2.154e-001	-1.304e-008
2.153e-001	5.446e-008
2.152e-001	4.654e-008
2.151e-001	6.154e-008
2.150e-001	-9.706e-009
2.149e-001	-2.345e-008
2.148e-001	6.612e-008
2.147e-001	1.488e-008
2.146e-001	3.196e-008
2.145e-001	1.974e-007
2.144e-001	-3.929e-008
2.143e-001	-8.456e-009
2.142e-001	8.737e-008
2.141e-001	5.487e-008
2.140e-001	6.529e-008
2.139e-001	-7.928e-008
2.138e-001	-5.179e-008
2.137e-001	-5.012e-008
2.136e-001	-4.429e-008
2.135e-001	-8.053e-008
2.134e-001	7.862e-008
2.133e-001	4.946e-008
2.132e-001	-1.387e-008
2.131e-001	-4.179e-008
2.130e-001	2.446e-008
2.129e-001	5.279e-008
2.128e-001	-1.846e-008
2.127e-001	3.626e-009
2.126e-001	-1.012e-008
2.125e-001	-8.428e-008
2.124e-001	1.136e-007
2.123e-001	5.737e-008
2.122e-001	-2.845e-008
2.121e-001	2.071e-008
2.120e-001	7.099e-010
2.119e-001	3.779e-008
2.118e-001	-5.429e-008
2.117e-001	9.459e-009
2.116e-001	7.070e-008
2.115e-001	-5.554e-008
2.114e-001	1.219e-007
2.113e-001	5.709e-009
2.112e-001	8.209e-009
2.111e-001	2.154e-008
2.110e-001	8.404e-008
2.109e-001	3.654e-008
2.108e-001	2.612e-008
2.107e-001	-9.928e-008
2.106e-001	7.445e-008
2.105e-001	-4.290e-009
2.104e-001	-1.762e-008
2.103e-001	-4.290e-009
2.102e-001	1.519e-007
2.101e-001	8.612e-008
2.100e-001	4.404e-008
2.099e-001	1.265e-007
2.098e-001	2.862e-008
2.097e-001	6.029e-008
2.096e-001	4.043e-009
2.095e-001	1.279e-008
2.094e-001	3.779e-008
2.093e-001	1.049e-007
2.092e-001	-5.400e-010
2.091e-001	6.904e-008
2.090e-001	-3.137e-008
2.089e-001	7.099e-010
2.088e-001	1.186e-007
2.087e-001	7.793e-009
2.086e-001	4.987e-008
2.085e-001	9.404e-008
2.084e-001	1.215e-007
2.083e-001	-9.289e-009
2.082e-001	-1.018e-007
2.081e-001	1.821e-008
2.080e-001	-1.514e-007
2.079e-001	-9.678e-008
2.078e-001	3.946e-008
2.077e-001	-7.970e-008
2.076e-001	-3.804e-008
2.075e-001	5.862e-008
2.074e-001	-2.012e-008
2.073e-001	-5.554e-008
2.072e-001	2.376e-009
2.071e-001	1.190e-007
2.070e-001	-7.623e-009
2.069e-001	-9.595e-008
2.068e-001	-1.214e-007
2.067e-001	-4.429e-008
2.066e-001	-7.262e-008
2.065e-001	-3.762e-008
2.064e-001	-2.512e-008
2.063e-001	8.445e-008
2.062e-001	5.446e-008
2.061e-001	-4.679e-008
2.060e-001	6.070e-008
2.059e-001	-5.762e-008
2.058e-001	1.253e-007
2.057e-001	2.446e-008
2.056e-001	-1.376e-007
2.055e-001	1.196e-008
2.054e-001	-5.304e-008
2.053e-001	-5.304e-008
2.052e-001	-3.262e-008
2.051e-001	-1.359e-007
2.050e-001	-1.330e-007
2.049e-001	9.112e-008
2.048e-001	-1.064e-007
2.047e-001	7.862e-008
2.046e-001	-8.095e-008
2.045e-001	-2.720e-008
2.044e-001	8.320e-008
2.043e-001	7.987e-008
2.042e-001	1.253e-007
2.041e-001	1.440e-007
2.040e-001	6.543e-009
2.039e-001	-5.679e-008
2.038e-001	-8.456e-009
2.037e-001	5.654e-008
2.036e-001	-1.304e-008
2.035e-001	-8.873e-009
2.034e-001	-2.845e-008
2.033e-001	-8.720e-008
2.032e-001	1.111e-007
2.031e-001	-8.456e-009
2.030e-001	-1.887e-008
2.029e-001	-8.387e-008
2.028e-001	-1.114e-007
2.027e-001	-5.595e-008
2.026e-001	1.904e-008
2.025e-001	3.210e-009
2.024e-001	2.932e-010
2.023e-001	6.070e-008
2.022e-001	1.279e-008
2.021e-001	-5.804e-008
2.020e-001	-6.845e-008
2.019e-001	-1.512e-008
2.018e-001	2.365e-007
2.017e-001	-1.239e-007
2.016e-001	-1.293e-007
2.015e-001	-3.040e-009
2.014e-001	-6.970e-008
2.013e-001	3.487e-008
2.012e-001	-1.846e-008
2.011e-001	-3.720e-008
2.010e-001	3.210e-009
2.009e-001	-5.429e-008
2.008e-001	9.237e-008
2.007e-001	7.654e-008
2.006e-001	-7.470e-008
2.005e-001	5.154e-008
2.004e-001	-1.701e-007
2.003e-001	2.132e-007
2.002e-001	-1.512e-008
2.001e-001	8.445e-008
2.000e-001	-3.179e-008
1.999e-001	3.210e-009
1.998e-001	7.404e-008
1.997e-001	-4.887e-008
1.996e-001	-9.387e-008
1.995e-001	-1.373e-009
1.994e-001	4.279e-008
1.993e-001	9.904e-008
1.992e-001	7.279e-008
1.991e-001	-4.137e-008
1.990e-001	4.612e-008
1.989e-001	7.404e-008
1.988e-001	-2.429e-008
1.987e-001	4.071e-008
1.986e-001	-9.637e-008
1.985e-001	1.178e-007
1.984e-001	-8.053e-008
1.983e-001	-1.022e-007
1.982e-001	7.737e-008
1.981e-001	-5.304e-008
1.980e-001	1.074e-007
1.979e-001	4.612e-008
1.978e-001	-1.179e-008
1.977e-001	-7.053e-008
1.976e-001	-5.304e-008
1.975e-001	-5.887e-008
1.974e-001	7.529e-008
1.973e-001	5.362e-008
1.972e-001	5.071e-008
1.971e-001	-6.845e-008
1.970e-001	7.987e-008
1.969e-001	3.071e-008
1.968e-001	6.987e-008
1.967e-001	3.571e-008
1.966e-001	1.274e-007
1.965e-001	-4.429e-008
1.964e-001	-1.472e-007
1.963e-001	1.863e-008
1.962e-001	1.363e-008
1.961e-001	-8.428e-008
1.960e-001	2.362e-008
1.959e-001	6.695e-008
1.958e-001	-6.790e-009
1.957e-001	3.210e-009
1.956e-001	-5.956e-009
1.955e-001	1.529e-008
1.954e-001	-5.429e-008
1.953e-001	-2.429e-008
1.952e-001	-3.804e-008
1.951e-001	-5.179e-008
1.950e-001	8.529e-008
1.949e-001	-6.762e-008
1.948e-001	-1.034e-007
1.947e-001	1.613e-008
1.946e-001	8.070e-008
1.945e-001	-8.303e-008
1.944e-001	-7.053e-008
1.943e-001	-4.137e-008
1.942e-001	-5.400e-010
1.941e-001	2.932e-010
1.940e-001	4.876e-009
1.939e-001	6.543e-009
1.938e-001	-3.345e-008
1.937e-001	-2.512e-008
1.936e-001	-9.803e-008
1.935e-001	1.157e-007
1.934e-001	6.279e-008
1.933e-001	7.987e-008
1.932e-001	-9.289e-009
1.931e-001	-1.305e-007
1.930e-001	-1.134e-007
1.929e-001	-9.137e-008
1.928e-001	-8.220e-008
1.927e-001	-1.609e-007
1.926e-001	9.237e-008
1.925e-001	-5.887e-008
1.924e-001	-6.054e-008
1.923e-001	-6.345e-008
1.922e-001	-9.387e-008
1.921e-001	1.404e-008
1.920e-001	-1.012e-008
1.919e-001	6.904e-008
1.918e-001	-3.762e-008
1.917e-001	-4.679e-008
1.916e-001	1.529e-008
1.915e-001	2.071e-008
1.914e-001	9.445e-008
1.913e-001	3.112e-008
1.912e-001	-5.512e-008
1.911e-001	-2.384e-007
1.910e-001	2.112e-008
1.909e-001	-8.012e-008
1.908e-001	-5.637e-008
1.907e-001	9.820e-008
1.906e-001	4.529e-008
1.905e-001	1.071e-008
1.904e-001	-2.429e-008
1.903e-001	9.876e-009
1.902e-001	-5.387e-008
1.901e-001	1.469e-007
1.900e-001	-1.596e-008
1.899e-001	-3.470e-008
1.898e-001	-1.304e-008
1.897e-001	8.404e-008
1.896e-001	-1.151e-007
1.895e-001	-9.553e-008
1.894e-001	1.529e-008
1.893e-001	-4.304e-008
1.892e-001	-5.054e-008
1.891e-001	-8.512e-008
1.890e-001	6.070e-008
1.889e-001	-3.720e-008
1.888e-001	1.987e-008
1.887e-001	-3.387e-008
1.886e-001	-5.220e-008
1.885e-001	-1.814e-007
1.884e-001	6.862e-008
1.883e-001	3.821e-008
1.882e-001	3.612e-008
1.881e-001	-4.220e-008
1.880e-001	-5.554e-008
1.879e-001	6.487e-008
1.878e-001	-8.553e-008
1.877e-001	6.112e-008
1.876e-001	-7.720e-008
1.875e-001	-2.804e-008
1.874e-001	3.821e-008
1.873e-001	-4.637e-008
1.872e-001	-6.845e-008
1.871e-001	6.029e-008
1.870e-001	-8.762e-008
1.869e-001	-1.118e-007
1.868e-001	9.779e-008
1.867e-001	1.071e-008
1.866e-001	3.112e-008
1.865e-001	2.029e-008
1.864e-001	-8.678e-008
1.863e-001	-5.512e-008
1.862e-001	-4.762e-008
1.861e-001	8.626e-009
1.860e-001	8.209e-009
1.859e-001	2.487e-008
1.858e-001	1.153e-007
1.857e-001	-4.054e-008
1.856e-001	-9.595e-008
1.855e-001	-5.679e-008
1.854e-001	-7.262e-008
1.853e-001	-8.387e-008
1.852e-001	7.820e-008
1.851e-001	9.876e-009
1.850e-001	-7.762e-008
1.849e-001	8.320e-008
1.848e-001	1.529e-008
1.847e-001	-5.804e-008
1.846e-001	1.446e-008
1.845e-001	-6.179e-008
1.844e-001	7.099e-010
1.843e-001	5.279e-008
1.842e-001	-1.179e-008
1.841e-001	-1.054e-008
1.840e-001	-1.143e-007
1.839e-001	-2.887e-008
1.838e-001	2.071e-008
1.837e-001	3.571e-008
1.836e-001	-2.554e-008
1.835e-001	-3.220e-008
1.834e-001	5.321e-008
1.833e-001	-8.345e-008
1.832e-001	1.332e-007
1.831e-001	2.987e-008
1.830e-001	4.696e-008
1.829e-001	-1.118e-007
1.828e-001	-6.304e-008
1.827e-001	-6.220e-008
1.826e-001	-1.672e-007
1.825e-001	-9.387e-008
1.824e-001	7.154e-008
1.823e-001	-9.289e-009
1.822e-001	-2.762e-008
1.821e-001	8.112e-008
1.820e-001	-1.721e-008
1.819e-001	8.404e-008
1.818e-001	-2.720e-008
1.817e-001	6.737e-008
1.816e-001	6.945e-008
1.815e-001	-9.053e-008
1.814e-001	-4.929e-008
1.813e-001	6.737e-008
1.812e-001	-2.762e-008
1.811e-001	-4.637e-008
1.810e-001	-9.706e-009
1.809e-001	1.571e-008
1.808e-001	-7.387e-008
1.807e-001	1.211e-007
1.806e-001	-1.351e-007
1.805e-001	2.237e-008
1.804e-001	3.279e-008
1.803e-001	-8.039e-009
1.802e-001	-6.387e-008
1.801e-001	3.529e-008
1.800e-001	-7.303e-008
1.799e-001	9.779e-008
1.798e-001	-1.887e-008
1.797e-001	3.904e-008
1.796e-001	-6.720e-008
1.795e-001	-1.471e-008
1.794e-001	1.126e-009
1.793e-001	-1.793e-007
1.792e-001	3.237e-008
1.791e-001	-7.803e-008
1.790e-001	6.959e-009
1.789e-001	2.196e-008
1.788e-001	-9.706e-009
1.787e-001	-1.226e-007
1.786e-001	-5.887e-008
1.785e-001	2.779e-008
1.784e-001	-3.512e-008
1.783e-001	-1.355e-007
1.782e-001	-5.123e-009
1.781e-001	1.779e-008
1.780e-001	9.487e-008
1.779e-001	3.779e-008
1.778e-001	-1.001e-007
1.777e-001	-6.637e-008
1.776e-001	-8.220e-008
1.775e-001	-1.971e-008
1.774e-001	-9.012e-008
1.773e-001	-6.095e-008
1.772e-001	-1.009e-007
1.771e-001	3.446e-008
1.770e-001	-4.554e-008
1.769e-001	-7.178e-008
1.768e-001	1.582e-007
1.767e-001	2.987e-008
1.766e-001	-9.345e-008
1.765e-001	-1.843e-007
1.764e-001	3.779e-008
1.763e-001	-2.804e-008
1.762e-001	1.049e-007
1.761e-001	3.487e-008
1.760e-001	-1.401e-007
1.759e-001	1.696e-008
1.758e-001	-1.429e-008
1.757e-001	-2.929e-008
1.756e-001	-2.193e-007
1.755e-001	2.446e-008
1.754e-001	-9.262e-008
1.753e-001	-1.580e-007
1.752e-001	-1.739e-007
1.751e-001	1.363e-008
1.750e-001	-9.345e-008
1.749e-001	-6.373e-009
1.748e-001	3.626e-009
1.747e-001	1.382e-007
1.746e-001	-7.012e-008
1.745e-001	-1.790e-009
1.744e-001	7.237e-008
1.743e-001	-1.476e-007
1.742e-001	4.321e-008
1.741e-001	1.238e-008
1.740e-001	-4.304e-008
1.739e-001	6.320e-008
1.738e-001	-1.304e-008
1.737e-001	-6.345e-008
1.736e-001	-5.540e-009
1.735e-001	1.674e-007
1.734e-001	-3.387e-008
1.733e-001	1.321e-008
1.732e-001	5.737e-008
1.731e-001	9.070e-008
1.730e-001	3.696e-008
1.729e-001	4.321e-008
1.728e-001	-5.137e-008
1.727e-001	-3.012e-008
1.726e-001	-4.470e-008
1.725e-001	-5.054e-008
1.724e-001	-8.470e-008
1.723e-001	-3.456e-009
1.722e-001	-1.846e-008
1.721e-001	-1.143e-007
1.720e-001	7.793e-009
1.719e-001	-2.184e-007
1.718e-001	-7.345e-008
1.717e-001	-3.929e-008
1.716e-001	-1.489e-007
1.715e-001	5.362e-008
1.714e-001	4.904e-008
1.713e-001	1.779e-008
1.712e-001	1.960e-009
1.711e-001	-3.054e-008
1.710e-001	-1.334e-007
1.709e-001	-5.595e-008
1.708e-001	-7.178e-008
1.707e-001	9.445e-008
1.706e-001	1.340e-007
1.705e-001	5.321e-008
1.704e-001	-1.139e-007
1.703e-001	-3.012e-008
1.702e-001	1.132e-007
1.701e-001	2.362e-008
1.700e-001	-5.887e-008
1.699e-001	4.362e-008
1.698e-001	-2.109e-007
1.697e-001	-6.512e-008
1.696e-001	-1.512e-008
1.695e-001	-6.553e-008
1.694e-001	3.279e-008
1.693e-001	-1.076e-007
1.692e-001	-1.626e-007
1.691e-001	-1.089e-007
1.690e-001	6.112e-008
1.689e-001	7.695e-008
1.688e-001	-2.345e-008
1.687e-001	-1.373e-009
1.686e-001	-2.259e-007
1.685e-001	-2.970e-008
1.684e-001	-1.609e-007
1.683e-001	-2.345e-008
1.682e-001	1.074e-007
1.681e-001	2.571e-008
1.680e-001	1.140e-007
1.679e-001	-8.720e-008
1.678e-001	-3.845e-008
1.677e-001	5.029e-008
1.676e-001	-6.845e-008
1.675e-001	-5.887e-008
1.674e-001	-5.970e-008
1.673e-001	-3.554e-008
1.672e-001	-4.706e-009
1.671e-001	9.362e-008
1.670e-001	-6.887e-008
1.669e-001	-5.220e-008
1.668e-001	-1.097e-007
1.667e-001	-6.179e-008
1.666e-001	-9.137e-008
1.665e-001	-5.123e-009
1.664e-001	1.543e-009
1.663e-001	-2.054e-008
1.662e-001	-1.430e-007
1.661e-001	1.113e-008
1.660e-001	-1.218e-007
1.659e-001	1.126e-009
1.658e-001	-1.634e-007
1.657e-001	2.196e-008
1.656e-001	-6.553e-008
1.655e-001	6.570e-008
1.654e-001	2.071e-008
1.653e-001	-8.262e-008
1.652e-001	4.654e-008
1.651e-001	-8.220e-008
1.650e-001	-1.589e-007
1.649e-001	-6.387e-008
1.648e-001	-1.872e-007
1.647e-001	-5.887e-008
1.646e-001	-1.005e-007
1.645e-001	1.190e-007
1.644e-001	-1.355e-007
1.643e-001	3.571e-008
1.642e-001	-9.595e-008
1.641e-001	6.404e-008
1.640e-001	-6.220e-008
1.639e-001	-1.193e-007
1.638e-001	-3.804e-008
1.637e-001	-1.221e-008
1.636e-001	-3.040e-009
1.635e-001	-6.012e-008
1.634e-001	-1.139e-007
1.633e-001	-1.568e-007
1.632e-001	6.126e-009
1.631e-001	4.821e-008
1.630e-001	-1.059e-007
1.629e-001	-1.289e-007
1.628e-001	-1.226e-007
1.627e-001	4.946e-008
1.626e-001	-1.846e-008
1.625e-001	-6.762e-008
1.624e-001	-2.207e-009
1.623e-001	-1.005e-007
1.622e-001	-7.553e-008
1.621e-001	-1.429e-008
