XY
	CURVE (1mkcl-5mmolar15btmapaq-nitrogen-rde1200mvpers-50mvpers.DTA)
1.135e-001	-1.051e-007
1.134e-001	-1.968e-007
1.133e-001	-2.264e-007
1.132e-001	-2.493e-007
1.131e-001	-2.680e-007
1.130e-001	-1.943e-007
1.130e-001	-1.705e-007
1.128e-001	-2.118e-007
1.128e-001	-7.553e-008
1.127e-001	-1.839e-007
1.125e-001	-2.189e-007
1.125e-001	-2.034e-007
1.123e-001	-2.330e-007
1.123e-001	-2.301e-007
1.121e-001	-2.247e-007
1.121e-001	-2.214e-007
1.119e-001	-1.351e-007
1.119e-001	-1.659e-007
1.117e-001	-2.155e-007
1.117e-001	-1.580e-007
1.116e-001	-2.159e-007
1.115e-001	-3.063e-007
1.114e-001	-1.118e-007
1.112e-001	-1.493e-007
1.111e-001	-2.084e-007
1.110e-001	-2.297e-007
1.109e-001	-1.539e-007
1.109e-001	-1.459e-007
1.107e-001	-1.851e-007
1.106e-001	-1.772e-007
1.105e-001	-1.997e-007
1.104e-001	-1.293e-007
1.104e-001	-7.053e-008
1.102e-001	-2.864e-007
1.101e-001	-1.955e-007
1.101e-001	-1.839e-007
1.099e-001	-1.764e-007
1.099e-001	-2.576e-007
1.098e-001	-2.443e-007
1.097e-001	-1.818e-007
1.095e-001	-2.643e-007
1.094e-001	-1.643e-007
1.094e-001	-2.126e-007
1.093e-001	-1.180e-007
1.092e-001	-9.720e-008
1.091e-001	-1.501e-007
1.090e-001	-1.134e-007
1.089e-001	-1.743e-007
1.087e-001	-1.680e-007
1.086e-001	-2.355e-007
1.085e-001	-2.784e-007
1.085e-001	-2.409e-007
1.083e-001	-1.722e-007
1.082e-001	-1.276e-007
1.081e-001	-2.926e-007
1.080e-001	-3.301e-007
1.080e-001	-1.864e-007
1.078e-001	-1.455e-007
1.077e-001	-1.759e-007
1.076e-001	-2.305e-007
1.076e-001	-1.989e-007
1.075e-001	-2.472e-007
1.074e-001	-1.534e-007
1.073e-001	-1.926e-007
1.071e-001	-1.976e-007
1.071e-001	-1.247e-007
1.070e-001	-2.468e-007
1.069e-001	-1.289e-007
1.067e-001	-2.693e-007
1.067e-001	-1.709e-007
1.066e-001	-2.709e-007
1.065e-001	-1.643e-007
1.064e-001	-2.472e-007
1.063e-001	-1.893e-007
1.062e-001	-2.905e-007
1.061e-001	-1.334e-007
1.059e-001	-2.401e-007
1.059e-001	-1.489e-007
1.058e-001	-1.080e-007
1.056e-001	-2.397e-007
1.055e-001	-1.668e-007
1.054e-001	-2.843e-007
1.054e-001	-1.980e-007
1.053e-001	-1.622e-007
1.052e-001	-1.622e-007
1.050e-001	-1.889e-007
1.050e-001	-2.055e-007
1.049e-001	-1.076e-007
1.048e-001	-2.618e-007
1.047e-001	-1.184e-007
1.046e-001	-1.830e-007
1.045e-001	-2.193e-007
1.044e-001	-1.476e-007
1.043e-001	-1.334e-007
1.042e-001	-1.634e-007
1.040e-001	-2.464e-007
1.040e-001	-1.968e-007
1.039e-001	-1.947e-007
1.038e-001	-1.747e-007
1.037e-001	-1.626e-007
1.036e-001	-2.193e-007
1.035e-001	-2.439e-007
1.034e-001	-1.868e-007
1.033e-001	-1.230e-007
1.032e-001	-1.955e-007
1.030e-001	-2.497e-007
1.030e-001	-1.893e-007
1.029e-001	-1.843e-007
1.028e-001	-2.372e-007
1.027e-001	-1.518e-007
1.026e-001	-1.939e-007
1.024e-001	-2.109e-007
1.024e-001	-2.764e-007
1.023e-001	-1.934e-007
1.022e-001	-2.455e-007
1.021e-001	-1.718e-007
1.020e-001	-1.543e-007
1.019e-001	-9.553e-008
1.018e-001	-1.793e-007
1.017e-001	-1.189e-007
1.016e-001	-2.526e-007
1.015e-001	-1.505e-007
1.014e-001	-1.843e-007
1.013e-001	-2.109e-007
1.011e-001	-2.776e-007
1.011e-001	-5.679e-008
1.010e-001	-2.039e-007
1.009e-001	-1.918e-007
1.008e-001	-1.655e-007
1.007e-001	-1.230e-007
1.006e-001	-2.480e-007
1.005e-001	-1.526e-007
1.004e-001	-2.797e-007
1.003e-001	-2.001e-007
1.002e-001	-1.430e-007
1.001e-001	-1.801e-007
9.997e-002	-1.489e-007
9.987e-002	-2.514e-007
9.978e-002	-2.422e-007
9.967e-002	-1.893e-007
9.956e-002	-1.389e-007
9.945e-002	-1.264e-007
9.936e-002	-1.101e-007
9.926e-002	-9.887e-008
9.915e-002	-1.997e-007
9.906e-002	-1.480e-007
9.896e-002	-2.514e-007
9.886e-002	-1.501e-007
9.876e-002	-2.259e-007
9.868e-002	-1.851e-007
9.855e-002	-2.201e-007
9.845e-002	-2.305e-007
9.835e-002	-2.426e-007
9.826e-002	-1.651e-007
9.815e-002	-2.914e-007
9.805e-002	-1.951e-007
9.795e-002	-1.634e-007
9.786e-002	-2.255e-007
9.777e-002	-1.314e-007
9.765e-002	-1.934e-007
9.756e-002	-2.639e-007
9.746e-002	-2.168e-007
9.736e-002	-2.201e-007
9.726e-002	-1.689e-007
9.715e-002	-2.168e-007
9.708e-002	-1.164e-007
9.696e-002	-2.543e-007
9.688e-002	-1.055e-007
9.679e-002	-1.776e-007
9.666e-002	-1.880e-007
9.656e-002	-2.776e-007
9.646e-002	-1.189e-007
9.636e-002	-2.051e-007
9.626e-002	-2.543e-007
9.617e-002	-3.113e-007
9.607e-002	-2.222e-007
9.596e-002	-2.059e-007
9.585e-002	-1.464e-007
9.577e-002	-1.697e-007
9.566e-002	-1.393e-007
9.556e-002	-1.347e-007
9.545e-002	-2.951e-007
9.535e-002	-2.639e-007
9.526e-002	-1.464e-007
9.515e-002	-1.889e-007
9.505e-002	-2.072e-007
9.497e-002	-2.689e-007
9.486e-002	-2.347e-007
9.475e-002	-2.593e-007
9.467e-002	-3.305e-007
9.457e-002	-2.968e-007
9.445e-002	-1.922e-007
9.436e-002	-2.380e-007
9.426e-002	-2.530e-007
9.417e-002	-2.539e-007
9.406e-002	-1.801e-007
9.394e-002	-7.762e-008
9.387e-002	-1.876e-007
9.377e-002	-2.664e-007
9.367e-002	-3.347e-007
9.357e-002	-1.414e-007
9.346e-002	-1.743e-007
9.338e-002	-1.351e-007
9.325e-002	-1.789e-007
9.315e-002	-2.284e-007
9.305e-002	-1.997e-007
9.296e-002	-1.651e-007
9.286e-002	-2.559e-007
9.276e-002	-2.205e-007
9.265e-002	-3.168e-007
9.256e-002	-1.701e-007
9.246e-002	-1.772e-007
9.236e-002	-1.634e-007
9.226e-002	-2.009e-007
9.216e-002	-2.622e-007
9.207e-002	-1.668e-007
9.196e-002	-2.559e-007
9.185e-002	-2.464e-007
9.176e-002	-2.001e-007
9.168e-002	-2.480e-007
9.155e-002	-2.572e-007
9.146e-002	-1.564e-007
9.137e-002	-1.393e-007
9.128e-002	-2.293e-007
9.118e-002	-2.393e-007
9.107e-002	-1.630e-007
9.097e-002	-2.689e-007
9.085e-002	-1.984e-007
9.077e-002	-1.401e-007
9.066e-002	-1.630e-007
9.056e-002	-2.476e-007
9.047e-002	-2.368e-007
9.036e-002	-2.189e-007
9.026e-002	-1.772e-007
9.016e-002	-1.939e-007
9.008e-002	-1.755e-007
8.997e-002	-1.601e-007
8.986e-002	-2.051e-007
8.977e-002	-2.026e-007
8.967e-002	-1.601e-007
8.957e-002	-2.805e-007
8.947e-002	-2.589e-007
8.937e-002	-2.384e-007
8.927e-002	-1.409e-007
8.917e-002	-1.476e-007
8.907e-002	-3.672e-007
8.897e-002	-2.418e-007
8.887e-002	-2.339e-007
8.877e-002	-2.797e-007
8.867e-002	-2.468e-007
8.857e-002	-1.693e-007
8.847e-002	-2.747e-007
8.836e-002	-2.597e-007
8.825e-002	-1.568e-007
8.815e-002	-3.376e-007
8.806e-002	-2.409e-007
8.797e-002	-1.889e-007
8.788e-002	-2.401e-007
8.777e-002	-1.226e-007
8.767e-002	-1.789e-007
8.757e-002	-2.051e-007
8.747e-002	-1.797e-007
8.737e-002	-1.793e-007
8.728e-002	-1.534e-007
8.715e-002	-2.389e-007
8.706e-002	-2.101e-007
8.697e-002	-2.014e-007
8.686e-002	-1.255e-007
8.677e-002	-2.184e-007
8.667e-002	-2.080e-007
8.658e-002	-2.884e-007
8.647e-002	-2.480e-007
8.637e-002	-2.276e-007
8.626e-002	-1.759e-007
8.615e-002	-1.943e-007
8.606e-002	-9.345e-008
8.597e-002	-2.305e-007
8.588e-002	-1.901e-007
8.576e-002	-2.309e-007
8.566e-002	-1.705e-007
8.557e-002	-1.818e-007
8.546e-002	-2.214e-007
8.537e-002	-1.251e-007
8.525e-002	-1.414e-007
8.517e-002	-2.326e-007
8.506e-002	-2.555e-007
8.496e-002	-1.968e-007
8.487e-002	-2.122e-007
8.477e-002	-2.301e-007
8.466e-002	-2.584e-007
8.456e-002	-2.618e-007
8.448e-002	-1.855e-007
8.436e-002	-2.251e-007
8.426e-002	-2.318e-007
8.417e-002	-2.009e-007
8.406e-002	-2.247e-007
8.398e-002	-2.130e-007
8.388e-002	-2.226e-007
8.379e-002	-2.059e-007
8.367e-002	-2.059e-007
8.356e-002	-3.422e-007
8.348e-002	-2.293e-007
8.337e-002	-2.455e-007
8.328e-002	-1.784e-007
8.315e-002	-1.614e-007
8.305e-002	-1.847e-007
8.296e-002	-2.564e-007
8.286e-002	-2.130e-007
8.276e-002	-1.343e-007
8.266e-002	-2.272e-007
8.256e-002	-1.480e-007
8.248e-002	-1.947e-007
8.238e-002	-1.214e-007
8.225e-002	-2.643e-007
8.217e-002	-1.780e-007
8.208e-002	-2.755e-007
8.197e-002	-1.984e-007
8.188e-002	-2.368e-007
8.178e-002	-2.409e-007
8.168e-002	-2.368e-007
8.159e-002	-2.551e-007
8.149e-002	-1.876e-007
8.138e-002	-2.439e-007
8.128e-002	-1.784e-007
8.119e-002	-2.601e-007
8.107e-002	-1.764e-007
8.098e-002	-2.084e-007
8.088e-002	-2.593e-007
8.077e-002	-2.276e-007
8.067e-002	-2.397e-007
8.057e-002	-2.243e-007
8.046e-002	-2.343e-007
8.036e-002	-1.876e-007
8.027e-002	-3.063e-007
8.016e-002	-2.818e-007
8.008e-002	-2.297e-007
7.998e-002	-2.205e-007
7.988e-002	-2.564e-007
7.978e-002	-2.305e-007
7.967e-002	-1.368e-007
7.957e-002	-1.876e-007
7.949e-002	-2.030e-007
7.937e-002	-1.851e-007
7.928e-002	-1.780e-007
7.918e-002	-1.959e-007
7.908e-002	-2.597e-007
7.899e-002	-1.768e-007
7.888e-002	-2.172e-007
7.877e-002	-1.626e-007
7.868e-002	-2.618e-007
7.856e-002	-2.930e-007
7.848e-002	-2.093e-007
7.837e-002	-1.476e-007
7.828e-002	-9.512e-008
7.818e-002	-2.705e-007
7.807e-002	-2.130e-007
7.796e-002	-2.522e-007
7.786e-002	-2.797e-007
7.776e-002	-1.709e-007
7.766e-002	-1.330e-007
7.758e-002	-1.918e-007
7.746e-002	-2.289e-007
7.736e-002	-2.318e-007
7.728e-002	-2.051e-007
7.717e-002	-1.722e-007
7.707e-002	-2.514e-007
7.698e-002	-3.422e-007
7.687e-002	-1.951e-007
7.678e-002	-1.647e-007
7.668e-002	-1.897e-007
7.658e-002	-1.655e-007
7.647e-002	-1.901e-007
7.637e-002	-1.943e-007
7.628e-002	-2.368e-007
7.616e-002	-3.018e-007
7.606e-002	-1.739e-007
7.596e-002	-2.280e-007
7.587e-002	-1.830e-007
7.577e-002	-1.976e-007
7.567e-002	-2.230e-007
7.559e-002	-2.297e-007
7.547e-002	-2.264e-007
7.537e-002	-1.980e-007
7.527e-002	-1.564e-007
7.517e-002	-2.205e-007
7.506e-002	-2.572e-007
7.497e-002	-2.501e-007
7.487e-002	-2.134e-007
7.477e-002	-2.405e-007
7.468e-002	-2.576e-007
7.457e-002	-2.884e-007
7.449e-002	-2.676e-007
7.439e-002	-1.059e-007
7.427e-002	-1.701e-007
7.417e-002	-2.030e-007
7.408e-002	-3.159e-007
7.398e-002	-1.714e-007
7.388e-002	-2.305e-007
7.377e-002	-2.109e-007
7.368e-002	-2.464e-007
7.358e-002	-2.080e-007
7.348e-002	-2.601e-007
7.338e-002	-2.209e-007
7.328e-002	-1.501e-007
7.318e-002	-2.689e-007
7.309e-002	-3.072e-007
7.298e-002	-2.018e-007
7.286e-002	-2.205e-007
7.277e-002	-2.234e-007
7.267e-002	-1.893e-007
7.257e-002	-2.001e-007
7.247e-002	-1.889e-007
7.238e-002	-1.459e-007
7.228e-002	-2.409e-007
7.218e-002	-2.180e-007
7.207e-002	-2.847e-007
7.197e-002	-1.472e-007
7.188e-002	-1.709e-007
7.177e-002	-1.272e-007
7.169e-002	-1.659e-007
7.158e-002	-1.514e-007
7.148e-002	-3.438e-007
7.138e-002	-2.426e-007
7.128e-002	-2.272e-007
7.118e-002	-2.855e-007
7.107e-002	-2.705e-007
7.097e-002	-2.176e-007
7.087e-002	-2.297e-007
7.077e-002	-1.972e-007
7.068e-002	-3.297e-007
7.058e-002	-2.255e-007
7.048e-002	-2.159e-007
7.037e-002	-1.914e-007
7.028e-002	-3.043e-007
7.018e-002	-2.226e-007
7.007e-002	-2.505e-007
6.997e-002	-2.309e-007
6.987e-002	-1.780e-007
6.977e-002	-2.522e-007
6.967e-002	-2.014e-007
6.958e-002	-2.518e-007
6.946e-002	-2.893e-007
6.938e-002	-1.326e-007
6.928e-002	-1.509e-007
6.920e-002	-2.018e-007
6.907e-002	-1.889e-007
6.898e-002	-1.251e-007
6.888e-002	-2.472e-007
6.878e-002	-1.676e-007
6.868e-002	-2.768e-007
6.858e-002	-2.014e-007
6.847e-002	-1.297e-007
6.837e-002	-2.247e-007
6.828e-002	-2.139e-007
6.818e-002	-2.009e-007
6.807e-002	-2.509e-007
6.799e-002	-1.876e-007
6.789e-002	-2.547e-007
6.777e-002	-1.584e-007
6.768e-002	-2.539e-007
6.757e-002	-1.901e-007
6.749e-002	-2.122e-007
6.737e-002	-2.572e-007
6.728e-002	-2.397e-007
6.718e-002	-2.276e-007
6.707e-002	-2.422e-007
6.698e-002	-2.101e-007
6.688e-002	-1.664e-007
6.677e-002	-2.089e-007
6.668e-002	-1.684e-007
6.658e-002	-2.068e-007
6.648e-002	-1.243e-007
6.638e-002	-2.247e-007
6.627e-002	-2.193e-007
6.618e-002	-2.830e-007
6.608e-002	-2.809e-007
6.598e-002	-2.318e-007
6.587e-002	-3.226e-007
6.577e-002	-2.084e-007
6.567e-002	-3.113e-007
6.559e-002	-1.830e-007
6.548e-002	-1.564e-007
6.538e-002	-2.051e-007
6.527e-002	-1.009e-007
6.518e-002	-1.759e-007
6.508e-002	-2.476e-007
6.497e-002	-2.955e-007
6.487e-002	-2.772e-007
6.478e-002	-2.793e-007
6.467e-002	-2.526e-007
6.458e-002	-2.155e-007
6.447e-002	-2.622e-007
6.438e-002	-1.443e-007
6.429e-002	-1.851e-007
6.418e-002	-2.047e-007
6.408e-002	-1.289e-007
6.398e-002	-2.793e-007
6.387e-002	-2.680e-007
6.378e-002	-1.997e-007
6.369e-002	-2.193e-007
6.358e-002	-1.859e-007
6.349e-002	-2.480e-007
6.337e-002	-1.909e-007
6.328e-002	-1.476e-007
6.318e-002	-2.230e-007
6.307e-002	-2.414e-007
6.298e-002	-2.289e-007
6.288e-002	-2.364e-007
6.280e-002	-3.597e-007
6.268e-002	-3.251e-007
6.258e-002	-2.609e-007
6.248e-002	-3.047e-007
6.237e-002	-2.609e-007
6.228e-002	-1.764e-007
6.217e-002	-2.193e-007
6.207e-002	-2.701e-007
6.197e-002	-1.439e-007
6.187e-002	-2.905e-007
6.177e-002	-1.951e-007
6.166e-002	-2.351e-007
6.157e-002	-3.101e-007
6.147e-002	-2.234e-007
6.139e-002	-1.955e-007
6.129e-002	-2.026e-007
6.118e-002	-1.672e-007
6.110e-002	-1.234e-007
6.098e-002	-1.509e-007
6.090e-002	-2.397e-007
6.079e-002	-1.951e-007
6.068e-002	-3.163e-007
6.058e-002	-2.305e-007
6.049e-002	-2.205e-007
6.038e-002	-2.384e-007
6.029e-002	-1.139e-007
6.020e-002	-3.009e-007
6.007e-002	-2.380e-007
5.998e-002	-2.230e-007
5.987e-002	-2.955e-007
5.978e-002	-3.980e-007
5.968e-002	-1.918e-007
5.957e-002	-2.676e-007
5.946e-002	-2.247e-007
5.938e-002	-1.264e-007
5.928e-002	-2.772e-007
5.917e-002	-2.214e-007
5.908e-002	-2.364e-007
5.898e-002	-1.797e-007
5.889e-002	-2.151e-007
5.878e-002	-2.330e-007
5.868e-002	-2.372e-007
5.858e-002	-2.409e-007
5.850e-002	-1.043e-007
5.839e-002	-3.022e-007
5.828e-002	-1.339e-007
5.818e-002	-1.630e-007
5.807e-002	-2.826e-007
5.799e-002	-2.551e-007
5.790e-002	-2.168e-007
5.778e-002	-2.289e-007
5.769e-002	-2.630e-007
5.758e-002	-1.939e-007
5.747e-002	-2.780e-007
5.739e-002	-1.643e-007
5.728e-002	-2.268e-007
5.719e-002	-2.001e-007
5.707e-002	-3.288e-007
5.699e-002	-3.084e-007
5.688e-002	-2.805e-007
5.678e-002	-2.151e-007
5.669e-002	-2.472e-007
5.658e-002	-3.088e-007
5.648e-002	-2.718e-007
5.637e-002	-2.959e-007
5.629e-002	-1.609e-007
5.618e-002	-2.401e-007
5.609e-002	-2.334e-007
5.599e-002	-2.097e-007
5.589e-002	-1.951e-007
5.579e-002	-1.393e-007
5.569e-002	-1.801e-007
5.561e-002	-2.251e-007
5.549e-002	-2.005e-007
5.538e-002	-2.643e-007
5.529e-002	-1.555e-007
5.519e-002	-1.914e-007
5.508e-002	-1.468e-007
5.497e-002	-3.013e-007
5.488e-002	-1.684e-007
5.477e-002	-1.918e-007
5.467e-002	-3.205e-007
5.458e-002	-2.101e-007
5.448e-002	-1.659e-007
5.438e-002	-2.376e-007
5.429e-002	-2.414e-007
5.418e-002	-1.818e-007
5.408e-002	-1.618e-007
5.397e-002	-1.872e-007
5.389e-002	-2.322e-007
5.378e-002	-2.701e-007
5.369e-002	-2.076e-007
5.359e-002	-2.443e-007
5.349e-002	-1.943e-007
5.339e-002	-2.397e-007
5.329e-002	-1.505e-007
5.319e-002	-2.359e-007
5.310e-002	-1.514e-007
5.298e-002	-2.355e-007
5.288e-002	-2.501e-007
5.279e-002	-3.859e-007
5.266e-002	-2.972e-007
5.258e-002	-1.951e-007
5.248e-002	-1.926e-007
5.236e-002	-3.609e-007
5.229e-002	-2.543e-007
5.218e-002	-2.272e-007
5.207e-002	-2.393e-007
5.197e-002	-1.776e-007
5.189e-002	-2.134e-007
5.179e-002	-1.880e-007
5.169e-002	-2.039e-007
5.158e-002	-4.138e-007
5.148e-002	-2.601e-007
5.138e-002	-3.026e-007
5.129e-002	-2.909e-007
5.117e-002	-2.289e-007
5.108e-002	-2.330e-007
5.098e-002	-2.630e-007
5.089e-002	-2.259e-007
5.078e-002	-2.234e-007
5.069e-002	-2.551e-007
5.057e-002	-2.339e-007
5.047e-002	-1.976e-007
5.038e-002	-1.705e-007
5.028e-002	-2.551e-007
5.019e-002	-2.001e-007
5.009e-002	-2.626e-007
5.000e-002	-2.101e-007
4.988e-002	-3.555e-007
4.977e-002	-2.622e-007
4.968e-002	-2.659e-007
4.959e-002	-2.151e-007
4.947e-002	-3.330e-007
4.939e-002	-2.255e-007
4.928e-002	-1.734e-007
4.918e-002	-2.147e-007
4.908e-002	-3.218e-007
4.898e-002	-1.889e-007
4.888e-002	-2.834e-007
4.879e-002	-2.059e-007
4.868e-002	-1.230e-007
4.859e-002	-1.305e-007
4.849e-002	-2.559e-007
4.838e-002	-2.497e-007
4.827e-002	-2.280e-007
4.818e-002	-2.789e-007
4.809e-002	-2.380e-007
4.799e-002	-2.243e-007
4.787e-002	-2.168e-007
4.779e-002	-2.355e-007
4.769e-002	-2.443e-007
4.759e-002	-2.168e-007
4.749e-002	-2.601e-007
4.739e-002	-2.084e-007
4.728e-002	-2.643e-007
4.718e-002	-2.143e-007
4.707e-002	-2.668e-007
4.698e-002	-1.889e-007
4.687e-002	-3.293e-007
4.678e-002	-1.414e-007
4.668e-002	-1.747e-007
4.657e-002	-1.968e-007
4.649e-002	-2.734e-007
4.640e-002	-2.247e-007
4.629e-002	-2.359e-007
4.618e-002	-1.776e-007
4.609e-002	-3.159e-007
4.598e-002	-2.484e-007
4.587e-002	-3.063e-007
4.579e-002	-1.734e-007
4.569e-002	-3.268e-007
4.559e-002	-2.243e-007
4.548e-002	-2.714e-007
4.538e-002	-2.026e-007
4.529e-002	-1.964e-007
4.520e-002	-2.039e-007
4.510e-002	-2.539e-007
4.500e-002	-1.972e-007
4.489e-002	-3.026e-007
4.479e-002	-2.926e-007
4.469e-002	-2.614e-007
4.459e-002	-2.314e-007
4.449e-002	-2.134e-007
4.438e-002	-3.218e-007
4.428e-002	-2.418e-007
4.418e-002	-2.584e-007
4.409e-002	-2.784e-007
4.399e-002	-2.684e-007
4.388e-002	-2.439e-007
4.378e-002	-2.455e-007
4.368e-002	-2.039e-007
4.358e-002	-2.314e-007
4.348e-002	-2.914e-007
4.339e-002	-2.464e-007
4.329e-002	-2.351e-007
4.318e-002	-1.634e-007
4.308e-002	-2.293e-007
4.298e-002	-2.605e-007
4.288e-002	-3.222e-007
4.279e-002	-2.272e-007
4.267e-002	-2.543e-007
4.259e-002	-2.014e-007
4.248e-002	-2.301e-007
4.239e-002	-2.218e-007
4.228e-002	-2.489e-007
4.218e-002	-2.618e-007
4.209e-002	-2.484e-007
4.198e-002	-2.189e-007
4.188e-002	-1.380e-007
4.177e-002	-2.393e-007
4.169e-002	-2.380e-007
4.158e-002	-2.522e-007
4.149e-002	-2.539e-007
4.138e-002	-3.168e-007
4.129e-002	-2.493e-007
4.118e-002	-2.576e-007
4.108e-002	-1.647e-007
4.098e-002	-3.268e-007
4.090e-002	-2.389e-007
4.078e-002	-2.230e-007
4.068e-002	-3.343e-007
4.059e-002	-2.218e-007
4.049e-002	-2.259e-007
4.040e-002	-2.639e-007
4.028e-002	-1.309e-007
4.019e-002	-2.439e-007
4.008e-002	-2.093e-007
3.998e-002	-2.259e-007
3.988e-002	-2.547e-007
3.981e-002	-1.547e-007
3.968e-002	-2.014e-007
3.957e-002	-2.493e-007
3.948e-002	-2.751e-007
3.937e-002	-3.747e-007
3.928e-002	-2.243e-007
3.919e-002	-2.872e-007
3.908e-002	-2.305e-007
3.897e-002	-2.605e-007
3.888e-002	-3.059e-007
3.878e-002	-2.109e-007
3.869e-002	-1.726e-007
3.858e-002	-2.459e-007
3.849e-002	-2.426e-007
3.840e-002	-2.439e-007
3.827e-002	-1.889e-007
3.819e-002	-2.905e-007
3.809e-002	-2.659e-007
3.798e-002	-2.322e-007
3.788e-002	-2.389e-007
3.778e-002	-3.713e-007
3.769e-002	-2.630e-007
3.760e-002	-2.305e-007
3.749e-002	-1.605e-007
3.739e-002	-2.622e-007
3.730e-002	-1.897e-007
3.719e-002	-2.668e-007
3.708e-002	-2.718e-007
3.699e-002	-2.301e-007
3.688e-002	-1.434e-007
3.679e-002	-1.955e-007
3.668e-002	-3.018e-007
3.659e-002	-1.822e-007
3.648e-002	-3.334e-007
3.639e-002	-2.780e-007
3.629e-002	-2.530e-007
3.618e-002	-2.605e-007
3.608e-002	-3.413e-007
3.598e-002	-2.547e-007
3.589e-002	-2.280e-007
3.579e-002	-2.051e-007
3.569e-002	-2.289e-007
3.559e-002	-1.964e-007
3.549e-002	-2.343e-007
3.539e-002	-2.734e-007
3.529e-002	-2.197e-007
3.519e-002	-3.926e-007
3.509e-002	-2.218e-007
3.499e-002	-2.459e-007
3.489e-002	-2.405e-007
3.478e-002	-2.864e-007
3.470e-002	-2.468e-007
3.458e-002	-2.955e-007
3.448e-002	-2.551e-007
3.438e-002	-2.743e-007
3.429e-002	-3.005e-007
3.419e-002	-2.784e-007
3.409e-002	-2.789e-007
3.398e-002	-2.309e-007
3.388e-002	-2.489e-007
3.378e-002	-2.609e-007
3.368e-002	-2.484e-007
3.360e-002	-2.189e-007
3.349e-002	-2.364e-007
3.338e-002	-2.476e-007
3.329e-002	-1.943e-007
3.319e-002	-2.455e-007
3.310e-002	-2.618e-007
3.298e-002	-2.701e-007
3.290e-002	-2.789e-007
3.280e-002	-2.455e-007
3.269e-002	-2.197e-007
3.259e-002	-2.293e-007
3.249e-002	-2.851e-007
3.238e-002	-2.555e-007
3.230e-002	-2.584e-007
3.219e-002	-2.393e-007
3.210e-002	-2.772e-007
3.198e-002	-2.451e-007
3.187e-002	-3.138e-007
3.177e-002	-2.239e-007
3.168e-002	-2.764e-007
3.157e-002	-3.188e-007
3.148e-002	-4.351e-007
3.138e-002	-2.339e-007
3.130e-002	-2.076e-007
3.119e-002	-2.693e-007
3.108e-002	-2.497e-007
3.099e-002	-3.009e-007
3.088e-002	-2.139e-007
3.079e-002	-1.668e-007
3.069e-002	-2.239e-007
3.058e-002	-2.447e-007
3.048e-002	-2.684e-007
3.040e-002	-2.505e-007
3.029e-002	-3.580e-007
3.019e-002	-1.918e-007
3.010e-002	-3.255e-007
3.000e-002	-2.609e-007
2.989e-002	-1.797e-007
2.978e-002	-2.868e-007
2.970e-002	-2.305e-007
2.961e-002	-2.468e-007
2.950e-002	-2.743e-007
2.939e-002	-2.518e-007
2.928e-002	-2.409e-007
2.919e-002	-2.280e-007
2.907e-002	-1.830e-007
2.898e-002	-2.180e-007
2.888e-002	-3.518e-007
2.879e-002	-3.251e-007
2.870e-002	-2.226e-007
2.859e-002	-2.484e-007
2.849e-002	-1.926e-007
2.838e-002	-2.430e-007
2.830e-002	-2.159e-007
2.818e-002	-2.630e-007
2.810e-002	-2.514e-007
2.800e-002	-2.080e-007
2.789e-002	-2.355e-007
2.780e-002	-3.209e-007
2.770e-002	-2.893e-007
2.759e-002	-2.547e-007
2.749e-002	-2.301e-007
2.740e-002	-2.176e-007
2.730e-002	-2.651e-007
2.720e-002	-1.959e-007
2.710e-002	-2.134e-007
2.700e-002	-2.368e-007
2.688e-002	-2.655e-007
2.678e-002	-2.451e-007
2.668e-002	-1.872e-007
2.660e-002	-1.997e-007
2.648e-002	-2.676e-007
2.639e-002	-2.609e-007
2.629e-002	-2.718e-007
2.619e-002	-2.334e-007
2.610e-002	-2.589e-007
2.599e-002	-3.030e-007
2.589e-002	-2.276e-007
2.579e-002	-2.051e-007
2.569e-002	-2.464e-007
2.560e-002	-2.439e-007
2.549e-002	-3.038e-007
2.540e-002	-3.234e-007
2.529e-002	-3.413e-007
2.520e-002	-3.255e-007
2.510e-002	-2.797e-007
2.499e-002	-2.784e-007
2.492e-002	-1.814e-007
2.478e-002	-2.343e-007
2.471e-002	-2.505e-007
2.459e-002	-3.213e-007
2.449e-002	-2.859e-007
2.440e-002	-2.289e-007
2.429e-002	-2.089e-007
2.416e-002	-2.239e-007
2.407e-002	-2.643e-007
2.396e-002	-2.926e-007
2.387e-002	-2.055e-007
2.377e-002	-2.472e-007
2.366e-002	-2.597e-007
2.358e-002	-1.997e-007
2.347e-002	-2.418e-007
2.338e-002	-1.989e-007
2.327e-002	-2.351e-007
2.316e-002	-3.255e-007
2.308e-002	-1.789e-007
2.298e-002	-2.297e-007
2.288e-002	-2.801e-007
2.277e-002	-2.101e-007
2.268e-002	-2.939e-007
2.258e-002	-2.239e-007
2.248e-002	-3.343e-007
2.238e-002	-2.264e-007
2.227e-002	-3.068e-007
2.218e-002	-2.914e-007
2.207e-002	-2.705e-007
2.197e-002	-3.309e-007
2.189e-002	-2.264e-007
2.176e-002	-2.972e-007
2.169e-002	-2.655e-007
2.158e-002	-1.747e-007
2.147e-002	-3.134e-007
2.137e-002	-3.613e-007
2.128e-002	-2.355e-007
2.117e-002	-3.534e-007
2.108e-002	-3.305e-007
2.097e-002	-2.168e-007
2.087e-002	-1.872e-007
2.078e-002	-2.243e-007
