XY
	CURVE (1mkcl-5mmolar15btmapaq-nitrogen-rde1200mvpers-50mvpers.DTA)
-3.173e-001	-2.135e-005
-3.174e-001	-2.134e-005
-3.175e-001	-2.123e-005
-3.176e-001	-2.143e-005
-3.176e-001	-2.129e-005
-3.177e-001	-2.141e-005
-3.178e-001	-2.144e-005
-3.179e-001	-2.137e-005
-3.181e-001	-2.151e-005
-3.184e-001	-2.152e-005
-3.184e-001	-2.151e-005
-3.184e-001	-2.151e-005
-3.184e-001	-2.156e-005
-3.185e-001	-2.157e-005
-3.186e-001	-2.146e-005
-3.187e-001	-2.153e-005
-3.189e-001	-2.149e-005
-3.190e-001	-2.155e-005
-3.191e-001	-2.155e-005
-3.192e-001	-2.152e-005
-3.192e-001	-2.166e-005
-3.193e-001	-2.158e-005
-3.194e-001	-2.165e-005
-3.194e-001	-2.165e-005
-3.196e-001	-2.164e-005
-3.198e-001	-2.174e-005
-3.200e-001	-2.166e-005
-3.201e-001	-2.169e-005
-3.202e-001	-2.182e-005
-3.203e-001	-2.176e-005
-3.204e-001	-2.177e-005
-3.205e-001	-2.167e-005
-3.206e-001	-2.171e-005
-3.207e-001	-2.173e-005
-3.207e-001	-2.170e-005
-3.209e-001	-2.183e-005
-3.210e-001	-2.179e-005
-3.211e-001	-2.175e-005
-3.212e-001	-2.189e-005
-3.212e-001	-2.188e-005
-3.214e-001	-2.192e-005
-3.215e-001	-2.177e-005
-3.216e-001	-2.190e-005
-3.216e-001	-2.185e-005
-3.218e-001	-2.207e-005
-3.219e-001	-2.196e-005
-3.220e-001	-2.182e-005
-3.221e-001	-2.199e-005
-3.222e-001	-2.201e-005
-3.223e-001	-2.197e-005
-3.224e-001	-2.207e-005
-3.225e-001	-2.202e-005
-3.226e-001	-2.195e-005
-3.227e-001	-2.207e-005
-3.228e-001	-2.211e-005
-3.229e-001	-2.206e-005
-3.230e-001	-2.219e-005
-3.231e-001	-2.210e-005
-3.232e-001	-2.212e-005
-3.233e-001	-2.215e-005
-3.234e-001	-2.218e-005
-3.234e-001	-2.214e-005
-3.236e-001	-2.216e-005
-3.237e-001	-2.218e-005
-3.238e-001	-2.221e-005
-3.239e-001	-2.216e-005
-3.240e-001	-2.230e-005
-3.240e-001	-2.225e-005
-3.241e-001	-2.222e-005
-3.242e-001	-2.228e-005
-3.244e-001	-2.233e-005
-3.245e-001	-2.238e-005
-3.246e-001	-2.229e-005
-3.247e-001	-2.225e-005
-3.248e-001	-2.232e-005
-3.249e-001	-2.237e-005
-3.249e-001	-2.232e-005
-3.251e-001	-2.241e-005
-3.252e-001	-2.244e-005
-3.253e-001	-2.245e-005
-3.253e-001	-2.241e-005
-3.255e-001	-2.241e-005
-3.256e-001	-2.234e-005
-3.257e-001	-2.256e-005
-3.257e-001	-2.252e-005
-3.258e-001	-2.236e-005
-3.259e-001	-2.244e-005
-3.260e-001	-2.253e-005
-3.262e-001	-2.257e-005
-3.263e-001	-2.264e-005
-3.264e-001	-2.260e-005
-3.264e-001	-2.254e-005
-3.265e-001	-2.262e-005
-3.267e-001	-2.253e-005
-3.267e-001	-2.265e-005
-3.268e-001	-2.259e-005
-3.269e-001	-2.256e-005
-3.271e-001	-2.265e-005
-3.272e-001	-2.270e-005
-3.272e-001	-2.272e-005
-3.273e-001	-2.264e-005
-3.274e-001	-2.277e-005
-3.275e-001	-2.276e-005
-3.276e-001	-2.287e-005
-3.277e-001	-2.268e-005
-3.279e-001	-2.282e-005
-3.280e-001	-2.282e-005
-3.280e-001	-2.270e-005
-3.281e-001	-2.287e-005
-3.282e-001	-2.286e-005
-3.283e-001	-2.284e-005
-3.284e-001	-2.283e-005
-3.285e-001	-2.273e-005
-3.286e-001	-2.279e-005
-3.288e-001	-2.291e-005
-3.288e-001	-2.289e-005
-3.289e-001	-2.292e-005
-3.290e-001	-2.293e-005
-3.291e-001	-2.298e-005
-3.292e-001	-2.294e-005
-3.294e-001	-2.303e-005
-3.295e-001	-2.295e-005
-3.296e-001	-2.296e-005
-3.296e-001	-2.298e-005
-3.297e-001	-2.297e-005
-3.298e-001	-2.302e-005
-3.299e-001	-2.307e-005
-3.300e-001	-2.308e-005
-3.301e-001	-2.310e-005
-3.302e-001	-2.309e-005
-3.304e-001	-2.309e-005
-3.304e-001	-2.315e-005
-3.305e-001	-2.302e-005
-3.306e-001	-2.317e-005
-3.306e-001	-2.314e-005
-3.307e-001	-2.316e-005
-3.309e-001	-2.322e-005
-3.311e-001	-2.328e-005
-3.312e-001	-2.317e-005
-3.312e-001	-2.317e-005
-3.313e-001	-2.326e-005
-3.314e-001	-2.324e-005
-3.315e-001	-2.326e-005
-3.316e-001	-2.336e-005
-3.317e-001	-2.328e-005
-3.319e-001	-2.333e-005
-3.320e-001	-2.344e-005
-3.320e-001	-2.331e-005
-3.321e-001	-2.340e-005
-3.322e-001	-2.349e-005
-3.322e-001	-2.332e-005
-3.324e-001	-2.338e-005
-3.326e-001	-2.336e-005
-3.327e-001	-2.347e-005
-3.328e-001	-2.346e-005
-3.328e-001	-2.343e-005
-3.328e-001	-2.345e-005
-3.329e-001	-2.331e-005
-3.331e-001	-2.352e-005
-3.331e-001	-2.343e-005
-3.333e-001	-2.356e-005
-3.335e-001	-2.351e-005
-3.336e-001	-2.351e-005
-3.336e-001	-2.365e-005
-3.337e-001	-2.363e-005
-3.338e-001	-2.356e-005
-3.338e-001	-2.356e-005
-3.339e-001	-2.368e-005
-3.340e-001	-2.355e-005
-3.343e-001	-2.362e-005
-3.344e-001	-2.371e-005
-3.344e-001	-2.355e-005
-3.345e-001	-2.359e-005
-3.346e-001	-2.361e-005
-3.346e-001	-2.361e-005
-3.347e-001	-2.364e-005
-3.348e-001	-2.377e-005
-3.350e-001	-2.367e-005
-3.351e-001	-2.380e-005
-3.352e-001	-2.377e-005
-3.353e-001	-2.371e-005
-3.353e-001	-2.381e-005
-3.354e-001	-2.371e-005
-3.355e-001	-2.379e-005
-3.357e-001	-2.378e-005
-3.359e-001	-2.378e-005
-3.360e-001	-2.383e-005
-3.360e-001	-2.397e-005
-3.361e-001	-2.382e-005
-3.362e-001	-2.384e-005
-3.363e-001	-2.382e-005
-3.364e-001	-2.387e-005
-3.365e-001	-2.395e-005
-3.366e-001	-2.389e-005
-3.368e-001	-2.399e-005
-3.368e-001	-2.407e-005
-3.369e-001	-2.386e-005
-3.369e-001	-2.397e-005
-3.371e-001	-2.401e-005
-3.372e-001	-2.409e-005
-3.373e-001	-2.390e-005
-3.375e-001	-2.397e-005
-3.376e-001	-2.398e-005
-3.376e-001	-2.410e-005
-3.376e-001	-2.401e-005
-3.377e-001	-2.409e-005
-3.379e-001	-2.406e-005
-3.379e-001	-2.406e-005
-3.381e-001	-2.412e-005
-3.383e-001	-2.419e-005
-3.383e-001	-2.409e-005
-3.384e-001	-2.421e-005
-3.385e-001	-2.419e-005
-3.385e-001	-2.414e-005
-3.386e-001	-2.425e-005
-3.387e-001	-2.428e-005
-3.389e-001	-2.416e-005
-3.391e-001	-2.417e-005
-3.392e-001	-2.425e-005
-3.392e-001	-2.428e-005
-3.393e-001	-2.418e-005
-3.393e-001	-2.436e-005
-3.395e-001	-2.432e-005
-3.395e-001	-2.435e-005
-3.397e-001	-2.438e-005
-3.398e-001	-2.424e-005
-3.399e-001	-2.438e-005
-3.400e-001	-2.431e-005
-3.401e-001	-2.447e-005
-3.401e-001	-2.446e-005
-3.402e-001	-2.442e-005
-3.403e-001	-2.436e-005
-3.405e-001	-2.437e-005
-3.407e-001	-2.451e-005
-3.408e-001	-2.449e-005
-3.408e-001	-2.456e-005
-3.409e-001	-2.452e-005
-3.410e-001	-2.457e-005
-3.411e-001	-2.452e-005
-3.412e-001	-2.451e-005
-3.413e-001	-2.454e-005
-3.413e-001	-2.452e-005
-3.415e-001	-2.464e-005
-3.416e-001	-2.470e-005
-3.417e-001	-2.462e-005
-3.418e-001	-2.463e-005
-3.418e-001	-2.460e-005
-3.419e-001	-2.465e-005
-3.422e-001	-2.470e-005
-3.423e-001	-2.463e-005
-3.424e-001	-2.479e-005
-3.424e-001	-2.471e-005
-3.424e-001	-2.478e-005
-3.425e-001	-2.477e-005
-3.427e-001	-2.472e-005
-3.427e-001	-2.472e-005
-3.427e-001	-2.478e-005
-3.428e-001	-2.474e-005
-3.431e-001	-2.493e-005
-3.432e-001	-2.472e-005
-3.433e-001	-2.479e-005
-3.434e-001	-2.489e-005
-3.434e-001	-2.486e-005
-3.434e-001	-2.486e-005
-3.436e-001	-2.476e-005
-3.439e-001	-2.487e-005
-3.440e-001	-2.491e-005
-3.440e-001	-2.487e-005
-3.441e-001	-2.485e-005
-3.441e-001	-2.507e-005
-3.442e-001	-2.501e-005
-3.442e-001	-2.499e-005
-3.444e-001	-2.502e-005
-3.445e-001	-2.502e-005
-3.447e-001	-2.505e-005
-3.448e-001	-2.506e-005
-3.449e-001	-2.500e-005
-3.449e-001	-2.505e-005
-3.450e-001	-2.507e-005
-3.450e-001	-2.513e-005
-3.452e-001	-2.513e-005
-3.455e-001	-2.514e-005
-3.456e-001	-2.507e-005
-3.456e-001	-2.525e-005
-3.458e-001	-2.513e-005
-3.458e-001	-2.529e-005
-3.460e-001	-2.523e-005
-3.461e-001	-2.527e-005
-3.462e-001	-2.524e-005
-3.463e-001	-2.523e-005
-3.464e-001	-2.530e-005
-3.464e-001	-2.530e-005
-3.465e-001	-2.525e-005
-3.467e-001	-2.537e-005
-3.468e-001	-2.537e-005
-3.469e-001	-2.524e-005
-3.469e-001	-2.529e-005
-3.471e-001	-2.529e-005
-3.472e-001	-2.532e-005
-3.472e-001	-2.544e-005
-3.473e-001	-2.536e-005
-3.475e-001	-2.532e-005
-3.476e-001	-2.542e-005
-3.476e-001	-2.536e-005
-3.477e-001	-2.540e-005
-3.478e-001	-2.536e-005
-3.480e-001	-2.534e-005
-3.481e-001	-2.536e-005
-3.481e-001	-2.543e-005
-3.483e-001	-2.542e-005
-3.483e-001	-2.544e-005
-3.484e-001	-2.555e-005
-3.485e-001	-2.550e-005
-3.487e-001	-2.544e-005
-3.488e-001	-2.555e-005
-3.489e-001	-2.562e-005
-3.489e-001	-2.559e-005
-3.490e-001	-2.555e-005
-3.492e-001	-2.568e-005
-3.493e-001	-2.554e-005
-3.494e-001	-2.565e-005
-3.494e-001	-2.557e-005
-3.496e-001	-2.563e-005
-3.497e-001	-2.554e-005
-3.497e-001	-2.564e-005
-3.498e-001	-2.567e-005
-3.499e-001	-2.568e-005
-3.501e-001	-2.575e-005
-3.501e-001	-2.578e-005
-3.503e-001	-2.581e-005
-3.504e-001	-2.577e-005
-3.504e-001	-2.570e-005
-3.506e-001	-2.567e-005
-3.506e-001	-2.565e-005
-3.508e-001	-2.576e-005
-3.509e-001	-2.570e-005
-3.509e-001	-2.575e-005
-3.511e-001	-2.577e-005
-3.512e-001	-2.584e-005
-3.512e-001	-2.579e-005
-3.514e-001	-2.590e-005
-3.514e-001	-2.587e-005
-3.515e-001	-2.591e-005
-3.516e-001	-2.592e-005
-3.518e-001	-2.587e-005
-3.519e-001	-2.592e-005
-3.520e-001	-2.591e-005
-3.521e-001	-2.593e-005
-3.521e-001	-2.585e-005
-3.522e-001	-2.609e-005
-3.523e-001	-2.586e-005
-3.525e-001	-2.602e-005
-3.525e-001	-2.595e-005
-3.526e-001	-2.607e-005
-3.527e-001	-2.595e-005
-3.528e-001	-2.606e-005
-3.529e-001	-2.608e-005
-3.530e-001	-2.605e-005
-3.531e-001	-2.599e-005
-3.532e-001	-2.605e-005
-3.534e-001	-2.613e-005
-3.535e-001	-2.622e-005
-3.536e-001	-2.601e-005
-3.536e-001	-2.626e-005
-3.537e-001	-2.617e-005
-3.538e-001	-2.618e-005
-3.539e-001	-2.625e-005
-3.540e-001	-2.612e-005
-3.541e-001	-2.621e-005
-3.542e-001	-2.621e-005
-3.543e-001	-2.633e-005
-3.544e-001	-2.624e-005
-3.545e-001	-2.626e-005
-3.546e-001	-2.632e-005
-3.547e-001	-2.637e-005
-3.548e-001	-2.631e-005
-3.549e-001	-2.643e-005
-3.551e-001	-2.634e-005
-3.552e-001	-2.640e-005
-3.552e-001	-2.654e-005
-3.554e-001	-2.648e-005
-3.554e-001	-2.635e-005
-3.555e-001	-2.636e-005
-3.556e-001	-2.635e-005
-3.557e-001	-2.647e-005
-3.558e-001	-2.648e-005
-3.560e-001	-2.648e-005
-3.561e-001	-2.656e-005
-3.561e-001	-2.660e-005
-3.562e-001	-2.660e-005
-3.562e-001	-2.642e-005
-3.564e-001	-2.641e-005
-3.565e-001	-2.656e-005
-3.567e-001	-2.666e-005
-3.568e-001	-2.659e-005
-3.569e-001	-2.658e-005
-3.569e-001	-2.646e-005
-3.570e-001	-2.651e-005
-3.571e-001	-2.670e-005
-3.572e-001	-2.654e-005
-3.573e-001	-2.666e-005
-3.574e-001	-2.670e-005
-3.576e-001	-2.674e-005
-3.576e-001	-2.680e-005
-3.577e-001	-2.666e-005
-3.578e-001	-2.683e-005
-3.578e-001	-2.664e-005
-3.579e-001	-2.675e-005
-3.582e-001	-2.672e-005
-3.583e-001	-2.684e-005
-3.584e-001	-2.682e-005
-3.584e-001	-2.679e-005
-3.584e-001	-2.667e-005
-3.585e-001	-2.681e-005
-3.587e-001	-2.694e-005
-3.588e-001	-2.688e-005
-3.589e-001	-2.697e-005
-3.590e-001	-2.687e-005
-3.591e-001	-2.696e-005
-3.592e-001	-2.702e-005
-3.592e-001	-2.702e-005
-3.593e-001	-2.705e-005
-3.594e-001	-2.703e-005
-3.595e-001	-2.696e-005
-3.596e-001	-2.700e-005
-3.598e-001	-2.699e-005
-3.600e-001	-2.694e-005
-3.600e-001	-2.702e-005
-3.600e-001	-2.706e-005
-3.601e-001	-2.699e-005
-3.602e-001	-2.710e-005
-3.603e-001	-2.697e-005
-3.604e-001	-2.704e-005
-3.606e-001	-2.697e-005
-3.607e-001	-2.728e-005
-3.608e-001	-2.711e-005
-3.609e-001	-2.712e-005
-3.610e-001	-2.704e-005
-3.610e-001	-2.718e-005
-3.610e-001	-2.715e-005
-3.612e-001	-2.719e-005
-3.615e-001	-2.730e-005
-3.616e-001	-2.722e-005
-3.616e-001	-2.720e-005
-3.617e-001	-2.724e-005
-3.617e-001	-2.719e-005
-3.618e-001	-2.711e-005
-3.619e-001	-2.716e-005
-3.621e-001	-2.718e-005
-3.621e-001	-2.728e-005
-3.623e-001	-2.730e-005
-3.624e-001	-2.726e-005
-3.625e-001	-2.732e-005
-3.625e-001	-2.730e-005
-3.626e-001	-2.738e-005
-3.627e-001	-2.733e-005
-3.629e-001	-2.727e-005
-3.630e-001	-2.725e-005
-3.632e-001	-2.746e-005
-3.632e-001	-2.741e-005
-3.633e-001	-2.753e-005
-3.634e-001	-2.743e-005
-3.634e-001	-2.745e-005
-3.636e-001	-2.743e-005
-3.636e-001	-2.751e-005
-3.638e-001	-2.763e-005
-3.639e-001	-2.757e-005
-3.640e-001	-2.748e-005
-3.641e-001	-2.759e-005
-3.642e-001	-2.757e-005
-3.642e-001	-2.766e-005
-3.643e-001	-2.771e-005
-3.644e-001	-2.756e-005
-3.647e-001	-2.779e-005
-3.648e-001	-2.768e-005
-3.648e-001	-2.779e-005
-3.648e-001	-2.783e-005
-3.649e-001	-2.779e-005
-3.650e-001	-2.780e-005
-3.651e-001	-2.787e-005
-3.652e-001	-2.777e-005
-3.654e-001	-2.772e-005
-3.655e-001	-2.768e-005
-3.656e-001	-2.791e-005
-3.657e-001	-2.782e-005
-3.657e-001	-2.785e-005
-3.658e-001	-2.786e-005
-3.659e-001	-2.794e-005
-3.661e-001	-2.792e-005
-3.663e-001	-2.796e-005
-3.664e-001	-2.795e-005
-3.664e-001	-2.796e-005
-3.665e-001	-2.790e-005
-3.666e-001	-2.798e-005
-3.667e-001	-2.800e-005
-3.668e-001	-2.804e-005
-3.669e-001	-2.792e-005
-3.670e-001	-2.804e-005
-3.671e-001	-2.817e-005
-3.672e-001	-2.818e-005
-3.672e-001	-2.816e-005
-3.673e-001	-2.820e-005
-3.674e-001	-2.811e-005
-3.675e-001	-2.813e-005
-3.677e-001	-2.812e-005
-3.680e-001	-2.820e-005
-3.680e-001	-2.827e-005
-3.680e-001	-2.814e-005
-3.681e-001	-2.825e-005
-3.681e-001	-2.821e-005
-3.682e-001	-2.832e-005
-3.684e-001	-2.829e-005
-3.684e-001	-2.838e-005
-3.685e-001	-2.847e-005
-3.688e-001	-2.846e-005
-3.688e-001	-2.843e-005
-3.688e-001	-2.831e-005
-3.689e-001	-2.851e-005
-3.690e-001	-2.843e-005
-3.691e-001	-2.844e-005
-3.694e-001	-2.844e-005
-3.695e-001	-2.839e-005
-3.696e-001	-2.849e-005
-3.696e-001	-2.855e-005
-3.696e-001	-2.845e-005
-3.697e-001	-2.857e-005
-3.697e-001	-2.853e-005
-3.698e-001	-2.854e-005
-3.701e-001	-2.870e-005
-3.701e-001	-2.867e-005
-3.703e-001	-2.850e-005
-3.704e-001	-2.860e-005
-3.704e-001	-2.850e-005
-3.705e-001	-2.860e-005
-3.706e-001	-2.867e-005
-3.706e-001	-2.875e-005
-3.708e-001	-2.870e-005
-3.710e-001	-2.879e-005
-3.711e-001	-2.871e-005
-3.712e-001	-2.872e-005
-3.714e-001	-2.880e-005
-3.715e-001	-2.877e-005
-3.716e-001	-2.895e-005
-3.716e-001	-2.879e-005
-3.717e-001	-2.888e-005
-3.718e-001	-2.881e-005
-3.720e-001	-2.885e-005
-3.720e-001	-2.882e-005
-3.722e-001	-2.882e-005
-3.722e-001	-2.898e-005
-3.724e-001	-2.896e-005
-3.724e-001	-2.888e-005
-3.726e-001	-2.894e-005
-3.727e-001	-2.902e-005
-3.728e-001	-2.903e-005
-3.729e-001	-2.904e-005
-3.729e-001	-2.899e-005
-3.731e-001	-2.901e-005
-3.732e-001	-2.911e-005
-3.733e-001	-2.909e-005
-3.733e-001	-2.920e-005
-3.735e-001	-2.923e-005
-3.736e-001	-2.907e-005
-3.737e-001	-2.922e-005
-3.737e-001	-2.916e-005
-3.738e-001	-2.925e-005
-3.740e-001	-2.935e-005
-3.740e-001	-2.928e-005
-3.741e-001	-2.930e-005
-3.743e-001	-2.928e-005
-3.744e-001	-2.921e-005
-3.744e-001	-2.929e-005
-3.745e-001	-2.930e-005
-3.746e-001	-2.935e-005
-3.747e-001	-2.931e-005
-3.749e-001	-2.931e-005
-3.749e-001	-2.943e-005
-3.751e-001	-2.932e-005
-3.752e-001	-2.932e-005
-3.752e-001	-2.958e-005
-3.754e-001	-2.940e-005
-3.754e-001	-2.942e-005
-3.755e-001	-2.945e-005
-3.756e-001	-2.962e-005
-3.757e-001	-2.958e-005
-3.759e-001	-2.961e-005
-3.760e-001	-2.956e-005
-3.760e-001	-2.955e-005
-3.762e-001	-2.962e-005
-3.762e-001	-2.968e-005
-3.763e-001	-2.982e-005
-3.764e-001	-2.979e-005
-3.765e-001	-2.970e-005
-3.766e-001	-2.972e-005
-3.767e-001	-2.976e-005
-3.768e-001	-2.979e-005
-3.769e-001	-2.980e-005
-3.770e-001	-2.973e-005
-3.771e-001	-2.981e-005
-3.772e-001	-2.973e-005
-3.773e-001	-2.979e-005
-3.775e-001	-2.989e-005
-3.775e-001	-2.988e-005
-3.777e-001	-2.996e-005
-3.777e-001	-2.990e-005
-3.778e-001	-3.002e-005
-3.779e-001	-2.997e-005
-3.780e-001	-2.987e-005
-3.781e-001	-2.996e-005
-3.783e-001	-3.007e-005
-3.784e-001	-3.001e-005
-3.785e-001	-3.008e-005
-3.785e-001	-3.025e-005
-3.786e-001	-3.011e-005
-3.787e-001	-3.022e-005
-3.788e-001	-3.021e-005
-3.789e-001	-3.011e-005
-3.791e-001	-3.024e-005
-3.792e-001	-3.025e-005
-3.792e-001	-3.018e-005
-3.793e-001	-3.027e-005
-3.794e-001	-3.023e-005
-3.795e-001	-3.029e-005
-3.796e-001	-3.022e-005
-3.797e-001	-3.038e-005
-3.798e-001	-3.033e-005
-3.799e-001	-3.034e-005
-3.800e-001	-3.030e-005
-3.801e-001	-3.042e-005
-3.802e-001	-3.024e-005
-3.802e-001	-3.038e-005
-3.804e-001	-3.039e-005
-3.805e-001	-3.043e-005
-3.807e-001	-3.051e-005
-3.808e-001	-3.045e-005
-3.808e-001	-3.052e-005
-3.809e-001	-3.051e-005
-3.810e-001	-3.055e-005
-3.811e-001	-3.064e-005
-3.812e-001	-3.061e-005
-3.812e-001	-3.057e-005
-3.814e-001	-3.070e-005
-3.815e-001	-3.067e-005
-3.816e-001	-3.071e-005
-3.817e-001	-3.069e-005
-3.818e-001	-3.070e-005
-3.818e-001	-3.071e-005
-3.819e-001	-3.072e-005
-3.821e-001	-3.081e-005
-3.823e-001	-3.077e-005
-3.824e-001	-3.078e-005
-3.824e-001	-3.087e-005
-3.825e-001	-3.091e-005
-3.826e-001	-3.084e-005
-3.826e-001	-3.085e-005
-3.827e-001	-3.092e-005
-3.828e-001	-3.094e-005
-3.830e-001	-3.088e-005
-3.831e-001	-3.107e-005
-3.832e-001	-3.111e-005
-3.833e-001	-3.109e-005
-3.834e-001	-3.102e-005
-3.834e-001	-3.098e-005
-3.835e-001	-3.101e-005
-3.836e-001	-3.109e-005
-3.839e-001	-3.112e-005
-3.840e-001	-3.125e-005
-3.840e-001	-3.116e-005
-3.841e-001	-3.129e-005
-3.842e-001	-3.113e-005
-3.842e-001	-3.125e-005
-3.843e-001	-3.124e-005
-3.844e-001	-3.132e-005
-3.846e-001	-3.138e-005
-3.847e-001	-3.125e-005
-3.848e-001	-3.130e-005
-3.849e-001	-3.143e-005
-3.850e-001	-3.135e-005
-3.850e-001	-3.138e-005
-3.851e-001	-3.159e-005
-3.852e-001	-3.153e-005
-3.854e-001	-3.144e-005
-3.856e-001	-3.146e-005
-3.856e-001	-3.150e-005
-3.857e-001	-3.160e-005
-3.857e-001	-3.172e-005
-3.858e-001	-3.172e-005
-3.859e-001	-3.172e-005
-3.860e-001	-3.171e-005
-3.861e-001	-3.174e-005
-3.863e-001	-3.168e-005
-3.864e-001	-3.176e-005
-3.865e-001	-3.178e-005
-3.866e-001	-3.187e-005
-3.866e-001	-3.174e-005
-3.867e-001	-3.184e-005
-3.868e-001	-3.183e-005
-3.870e-001	-3.186e-005
-3.871e-001	-3.190e-005
-3.872e-001	-3.197e-005
-3.873e-001	-3.195e-005
-3.873e-001	-3.202e-005
-3.874e-001	-3.209e-005
-3.875e-001	-3.209e-005
-3.876e-001	-3.199e-005
-3.878e-001	-3.208e-005
-3.879e-001	-3.215e-005
-3.880e-001	-3.215e-005
-3.881e-001	-3.209e-005
-3.881e-001	-3.209e-005
-3.882e-001	-3.219e-005
-3.882e-001	-3.226e-005
-3.884e-001	-3.215e-005
-3.887e-001	-3.230e-005
-3.888e-001	-3.236e-005
-3.888e-001	-3.231e-005
-3.888e-001	-3.246e-005
-3.889e-001	-3.238e-005
-3.890e-001	-3.248e-005
-3.891e-001	-3.264e-005
-3.892e-001	-3.245e-005
-3.894e-001	-3.258e-005
-3.895e-001	-3.258e-005
-3.896e-001	-3.266e-005
-3.896e-001	-3.264e-005
-3.897e-001	-3.264e-005
-3.898e-001	-3.261e-005
-3.899e-001	-3.267e-005
-3.902e-001	-3.273e-005
-3.903e-001	-3.278e-005
-3.903e-001	-3.270e-005
-3.904e-001	-3.279e-005
-3.904e-001	-3.288e-005
-3.905e-001	-3.296e-005
-3.907e-001	-3.289e-005
-3.908e-001	-3.282e-005
-3.909e-001	-3.287e-005
-3.910e-001	-3.299e-005
-3.912e-001	-3.310e-005
-3.912e-001	-3.304e-005
-3.913e-001	-3.308e-005
-3.913e-001	-3.316e-005
-3.914e-001	-3.313e-005
-3.916e-001	-3.322e-005
-3.917e-001	-3.323e-005
-3.919e-001	-3.310e-005
-3.920e-001	-3.323e-005
-3.920e-001	-3.331e-005
-3.921e-001	-3.329e-005
-3.922e-001	-3.336e-005
-3.922e-001	-3.338e-005
-3.923e-001	-3.344e-005
-3.924e-001	-3.346e-005
-3.925e-001	-3.356e-005
-3.927e-001	-3.358e-005
-3.928e-001	-3.347e-005
-3.929e-001	-3.359e-005
-3.929e-001	-3.354e-005
-3.930e-001	-3.357e-005
-3.931e-001	-3.354e-005
-3.932e-001	-3.358e-005
-3.934e-001	-3.359e-005
-3.936e-001	-3.377e-005
-3.936e-001	-3.369e-005
-3.936e-001	-3.374e-005
-3.937e-001	-3.384e-005
-3.938e-001	-3.379e-005
-3.939e-001	-3.376e-005
-3.939e-001	-3.385e-005
-3.941e-001	-3.382e-005
-3.942e-001	-3.398e-005
-3.944e-001	-3.389e-005
-3.945e-001	-3.391e-005
-3.945e-001	-3.394e-005
-3.946e-001	-3.402e-005
-3.946e-001	-3.406e-005
-3.949e-001	-3.402e-005
-3.952e-001	-3.406e-005
-3.952e-001	-3.416e-005
-3.952e-001	-3.422e-005
-3.953e-001	-3.422e-005
-3.953e-001	-3.420e-005
-3.954e-001	-3.432e-005
-3.954e-001	-3.437e-005
-3.955e-001	-3.435e-005
-3.956e-001	-3.439e-005
-3.959e-001	-3.438e-005
-3.959e-001	-3.449e-005
-3.960e-001	-3.447e-005
-3.961e-001	-3.448e-005
-3.962e-001	-3.449e-005
-3.962e-001	-3.458e-005
-3.963e-001	-3.472e-005
-3.965e-001	-3.471e-005
-3.968e-001	-3.463e-005
-3.968e-001	-3.456e-005
-3.970e-001	-3.483e-005
-3.970e-001	-3.470e-005
-3.971e-001	-3.478e-005
-3.972e-001	-3.482e-005
-3.973e-001	-3.488e-005
-3.975e-001	-3.488e-005
-3.975e-001	-3.493e-005
-3.976e-001	-3.491e-005
-3.977e-001	-3.493e-005
-3.978e-001	-3.502e-005
-3.979e-001	-3.503e-005
-3.980e-001	-3.501e-005
-3.981e-001	-3.522e-005
-3.982e-001	-3.516e-005
-3.984e-001	-3.525e-005
-3.984e-001	-3.530e-005
-3.985e-001	-3.516e-005
-3.987e-001	-3.539e-005
-3.988e-001	-3.538e-005
-3.988e-001	-3.541e-005
-3.989e-001	-3.542e-005
-3.990e-001	-3.553e-005
-3.991e-001	-3.551e-005
-3.992e-001	-3.571e-005
-3.993e-001	-3.551e-005
-3.994e-001	-3.568e-005
-3.996e-001	-3.573e-005
-3.996e-001	-3.570e-005
-3.997e-001	-3.565e-005
-3.999e-001	-3.576e-005
-4.000e-001	-3.584e-005
-4.000e-001	-3.585e-005
-4.001e-001	-3.604e-005
-4.002e-001	-3.593e-005
-4.003e-001	-3.604e-005
-4.004e-001	-3.591e-005
-4.005e-001	-3.597e-005
-4.006e-001	-3.615e-005
-4.007e-001	-3.614e-005
-4.008e-001	-3.611e-005
-4.009e-001	-3.613e-005
-4.010e-001	-3.625e-005
-4.011e-001	-3.622e-005
-4.012e-001	-3.632e-005
-4.014e-001	-3.639e-005
-4.015e-001	-3.641e-005
-4.015e-001	-3.644e-005
-4.016e-001	-3.656e-005
-4.017e-001	-3.647e-005
-4.018e-001	-3.658e-005
-4.019e-001	-3.660e-005
-4.020e-001	-3.657e-005
-4.021e-001	-3.668e-005
-4.022e-001	-3.659e-005
-4.023e-001	-3.678e-005
-4.024e-001	-3.675e-005
-4.025e-001	-3.682e-005
-4.026e-001	-3.681e-005
-4.027e-001	-3.691e-005
-4.028e-001	-3.693e-005
-4.029e-001	-3.691e-005
-4.031e-001	-3.693e-005
-4.032e-001	-3.708e-005
-4.032e-001	-3.701e-005
-4.033e-001	-3.716e-005
-4.034e-001	-3.712e-005
-4.035e-001	-3.729e-005
-4.036e-001	-3.726e-005
-4.037e-001	-3.732e-005
-4.038e-001	-3.737e-005
-4.039e-001	-3.755e-005
-4.040e-001	-3.735e-005
-4.041e-001	-3.741e-005
-4.042e-001	-3.754e-005
-4.043e-001	-3.756e-005
