XY
	CURVE (1mkcl-nitrogen-rde-400-50mvpers.DTA)
-7.895e-002	-6.549e-006
-7.906e-002	-7.135e-006
-7.915e-002	-6.852e-006
-7.926e-002	-6.604e-006
-7.936e-002	-6.105e-006
-7.946e-002	-6.548e-006
-7.955e-002	-6.545e-006
-7.965e-002	-6.466e-006
-7.975e-002	-6.243e-006
-7.984e-002	-6.498e-006
-7.995e-002	-6.703e-006
-8.005e-002	-6.428e-006
-8.015e-002	-6.624e-006
-8.025e-002	-6.611e-006
-8.035e-002	-6.794e-006
-8.046e-002	-6.720e-006
-8.056e-002	-6.268e-006
-8.066e-002	-6.479e-006
-8.076e-002	-7.011e-006
-8.084e-002	-6.303e-006
-8.095e-002	-6.592e-006
-8.105e-002	-6.645e-006
-8.115e-002	-6.458e-006
-8.126e-002	-6.598e-006
-8.136e-002	-6.835e-006
-8.145e-002	-6.572e-006
-8.156e-002	-6.977e-006
-8.166e-002	-6.323e-006
-8.177e-002	-6.666e-006
-8.186e-002	-6.684e-006
-8.195e-002	-6.841e-006
-8.205e-002	-6.432e-006
-8.216e-002	-6.522e-006
-8.225e-002	-6.705e-006
-8.235e-002	-6.556e-006
-8.244e-002	-6.585e-006
-8.254e-002	-6.159e-006
-8.264e-002	-6.640e-006
-8.274e-002	-6.343e-006
-8.285e-002	-6.647e-006
-8.294e-002	-6.438e-006
-8.304e-002	-6.344e-006
-8.314e-002	-6.819e-006
-8.325e-002	-6.466e-006
-8.334e-002	-6.353e-006
-8.344e-002	-6.477e-006
-8.354e-002	-6.833e-006
-8.364e-002	-6.168e-006
-8.375e-002	-6.940e-006
-8.384e-002	-6.746e-006
-8.394e-002	-6.333e-006
-8.403e-002	-6.658e-006
-8.416e-002	-7.012e-006
-8.425e-002	-6.336e-006
-8.435e-002	-7.145e-006
-8.445e-002	-6.389e-006
-8.455e-002	-6.532e-006
-8.464e-002	-6.749e-006
-8.476e-002	-6.747e-006
-8.484e-002	-6.461e-006
-8.495e-002	-6.793e-006
-8.504e-002	-6.220e-006
-8.514e-002	-6.505e-006
-8.525e-002	-7.051e-006
-8.534e-002	-6.451e-006
-8.544e-002	-6.708e-006
-8.555e-002	-6.848e-006
-8.566e-002	-6.363e-006
-8.575e-002	-6.757e-006
-8.585e-002	-6.247e-006
-8.594e-002	-6.105e-006
-8.606e-002	-6.623e-006
-8.615e-002	-6.776e-006
-8.625e-002	-6.340e-006
-8.635e-002	-6.657e-006
-8.644e-002	-6.277e-006
-8.655e-002	-6.246e-006
-8.666e-002	-6.470e-006
-8.675e-002	-6.960e-006
-8.684e-002	-6.411e-006
-8.694e-002	-6.634e-006
-8.705e-002	-6.865e-006
-8.714e-002	-6.476e-006
-8.725e-002	-6.991e-006
-8.734e-002	-6.909e-006
-8.744e-002	-6.759e-006
-8.755e-002	-6.937e-006
-8.764e-002	-6.568e-006
-8.774e-002	-6.951e-006
-8.785e-002	-6.758e-006
-8.796e-002	-7.089e-006
-8.805e-002	-6.648e-006
-8.814e-002	-7.084e-006
-8.825e-002	-7.124e-006
-8.835e-002	-6.670e-006
-8.846e-002	-6.395e-006
-8.853e-002	-6.778e-006
-8.864e-002	-6.832e-006
-8.874e-002	-6.379e-006
-8.885e-002	-6.679e-006
-8.894e-002	-6.440e-006
-8.905e-002	-6.842e-006
-8.914e-002	-6.702e-006
-8.925e-002	-6.996e-006
-8.935e-002	-6.754e-006
-8.944e-002	-6.593e-006
-8.954e-002	-6.615e-006
-8.964e-002	-6.340e-006
-8.975e-002	-6.720e-006
-8.984e-002	-6.521e-006
-8.994e-002	-6.110e-006
-9.005e-002	-6.377e-006
-9.016e-002	-6.752e-006
-9.024e-002	-6.233e-006
-9.035e-002	-6.440e-006
-9.045e-002	-6.453e-006
-9.056e-002	-6.600e-006
-9.065e-002	-6.258e-006
-9.074e-002	-6.862e-006
-9.086e-002	-6.701e-006
-9.095e-002	-6.617e-006
-9.104e-002	-6.700e-006
-9.115e-002	-6.692e-006
-9.125e-002	-6.501e-006
-9.135e-002	-6.209e-006
-9.145e-002	-7.170e-006
-9.155e-002	-6.747e-006
-9.165e-002	-7.001e-006
-9.176e-002	-6.792e-006
-9.186e-002	-6.786e-006
-9.194e-002	-6.810e-006
-9.204e-002	-6.733e-006
-9.216e-002	-6.492e-006
-9.225e-002	-6.501e-006
-9.235e-002	-6.711e-006
-9.244e-002	-6.672e-006
-9.254e-002	-6.773e-006
-9.264e-002	-6.485e-006
-9.276e-002	-6.453e-006
-9.285e-002	-6.681e-006
-9.293e-002	-6.573e-006
-9.305e-002	-6.565e-006
-9.315e-002	-6.836e-006
-9.325e-002	-6.678e-006
-9.336e-002	-6.896e-006
-9.344e-002	-6.884e-006
-9.353e-002	-6.407e-006
-9.363e-002	-6.602e-006
-9.374e-002	-6.505e-006
-9.384e-002	-7.089e-006
-9.396e-002	-6.600e-006
-9.405e-002	-6.807e-006
-9.414e-002	-6.428e-006
-9.425e-002	-6.787e-006
-9.436e-002	-6.715e-006
-9.445e-002	-6.872e-006
-9.455e-002	-6.774e-006
-9.465e-002	-7.325e-006
-9.474e-002	-6.805e-006
-9.485e-002	-6.522e-006
-9.494e-002	-6.581e-006
-9.503e-002	-6.280e-006
-9.513e-002	-6.856e-006
-9.524e-002	-6.705e-006
-9.534e-002	-6.949e-006
-9.544e-002	-6.369e-006
-9.554e-002	-6.410e-006
-9.563e-002	-6.389e-006
-9.574e-002	-6.534e-006
-9.584e-002	-6.250e-006
-9.593e-002	-6.659e-006
-9.604e-002	-6.300e-006
-9.614e-002	-6.548e-006
-9.624e-002	-7.122e-006
-9.633e-002	-6.761e-006
-9.644e-002	-6.430e-006
-9.654e-002	-6.373e-006
-9.665e-002	-6.791e-006
-9.675e-002	-6.886e-006
-9.684e-002	-6.316e-006
-9.695e-002	-7.061e-006
-9.704e-002	-6.862e-006
-9.714e-002	-6.867e-006
-9.724e-002	-6.692e-006
-9.733e-002	-6.616e-006
-9.744e-002	-6.540e-006
-9.754e-002	-6.894e-006
-9.764e-002	-6.832e-006
-9.775e-002	-6.754e-006
-9.785e-002	-7.068e-006
-9.794e-002	-7.229e-006
-9.805e-002	-6.949e-006
-9.815e-002	-6.679e-006
-9.825e-002	-6.593e-006
-9.835e-002	-6.830e-006
-9.844e-002	-6.395e-006
-9.854e-002	-6.923e-006
-9.865e-002	-6.667e-006
-9.873e-002	-6.378e-006
-9.886e-002	-6.341e-006
-9.894e-002	-6.830e-006
-9.904e-002	-6.736e-006
-9.914e-002	-6.080e-006
-9.925e-002	-6.927e-006
-9.934e-002	-6.667e-006
-9.943e-002	-6.375e-006
-9.954e-002	-6.537e-006
-9.966e-002	-7.061e-006
-9.974e-002	-6.283e-006
-9.984e-002	-6.678e-006
-9.995e-002	-6.924e-006
-1.000e-001	-6.677e-006
-1.001e-001	-7.081e-006
-1.002e-001	-7.158e-006
-1.003e-001	-6.814e-006
-1.004e-001	-6.935e-006
-1.006e-001	-7.141e-006
-1.006e-001	-6.917e-006
-1.007e-001	-6.514e-006
-1.008e-001	-6.551e-006
-1.009e-001	-6.973e-006
-1.010e-001	-6.751e-006
-1.011e-001	-6.767e-006
-1.012e-001	-6.733e-006
-1.013e-001	-6.590e-006
-1.014e-001	-6.654e-006
-1.015e-001	-6.814e-006
-1.016e-001	-7.088e-006
-1.017e-001	-6.806e-006
-1.018e-001	-6.673e-006
-1.019e-001	-6.921e-006
-1.020e-001	-6.582e-006
-1.021e-001	-6.865e-006
-1.022e-001	-6.518e-006
-1.023e-001	-6.324e-006
-1.024e-001	-7.005e-006
-1.025e-001	-6.562e-006
-1.026e-001	-6.821e-006
-1.027e-001	-6.823e-006
-1.028e-001	-6.549e-006
-1.029e-001	-6.950e-006
-1.030e-001	-6.795e-006
-1.031e-001	-6.616e-006
-1.032e-001	-6.774e-006
-1.033e-001	-6.775e-006
-1.034e-001	-6.661e-006
-1.035e-001	-6.536e-006
-1.036e-001	-6.949e-006
-1.037e-001	-6.708e-006
-1.038e-001	-6.702e-006
-1.039e-001	-6.654e-006
-1.040e-001	-6.936e-006
-1.041e-001	-6.709e-006
-1.042e-001	-6.500e-006
-1.043e-001	-6.623e-006
-1.044e-001	-6.535e-006
-1.045e-001	-6.777e-006
-1.046e-001	-6.799e-006
-1.047e-001	-6.496e-006
-1.048e-001	-6.893e-006
-1.049e-001	-6.850e-006
-1.050e-001	-7.001e-006
-1.051e-001	-6.764e-006
-1.052e-001	-6.691e-006
-1.053e-001	-6.708e-006
-1.054e-001	-6.921e-006
-1.055e-001	-6.678e-006
-1.056e-001	-6.939e-006
-1.057e-001	-7.121e-006
-1.058e-001	-6.845e-006
-1.059e-001	-6.513e-006
-1.060e-001	-7.072e-006
-1.061e-001	-6.800e-006
-1.062e-001	-6.728e-006
-1.063e-001	-6.985e-006
-1.064e-001	-6.822e-006
-1.065e-001	-6.587e-006
-1.066e-001	-6.728e-006
-1.067e-001	-6.911e-006
-1.068e-001	-6.985e-006
-1.069e-001	-6.479e-006
-1.070e-001	-6.309e-006
-1.071e-001	-6.834e-006
-1.072e-001	-6.726e-006
-1.073e-001	-6.619e-006
-1.074e-001	-7.024e-006
-1.075e-001	-6.925e-006
-1.076e-001	-6.924e-006
-1.077e-001	-6.966e-006
-1.078e-001	-7.060e-006
-1.079e-001	-6.984e-006
-1.080e-001	-6.915e-006
-1.081e-001	-6.573e-006
-1.082e-001	-7.109e-006
-1.083e-001	-6.580e-006
-1.084e-001	-6.776e-006
-1.085e-001	-7.007e-006
-1.086e-001	-6.704e-006
-1.087e-001	-6.785e-006
-1.088e-001	-6.657e-006
-1.089e-001	-6.464e-006
-1.090e-001	-6.737e-006
-1.091e-001	-6.948e-006
-1.092e-001	-6.872e-006
-1.093e-001	-6.972e-006
-1.094e-001	-6.434e-006
-1.095e-001	-6.966e-006
-1.096e-001	-6.682e-006
-1.098e-001	-6.906e-006
-1.098e-001	-6.861e-006
-1.099e-001	-6.485e-006
-1.100e-001	-6.810e-006
-1.101e-001	-6.565e-006
-1.102e-001	-6.796e-006
-1.103e-001	-6.747e-006
-1.104e-001	-6.834e-006
-1.105e-001	-6.988e-006
-1.106e-001	-6.639e-006
-1.107e-001	-6.853e-006
-1.108e-001	-6.994e-006
-1.109e-001	-6.833e-006
-1.110e-001	-6.794e-006
-1.111e-001	-7.136e-006
-1.112e-001	-7.092e-006
-1.114e-001	-6.983e-006
-1.114e-001	-6.855e-006
-1.115e-001	-6.892e-006
-1.116e-001	-6.633e-006
-1.117e-001	-6.807e-006
-1.118e-001	-6.700e-006
-1.119e-001	-6.758e-006
-1.120e-001	-6.339e-006
-1.121e-001	-6.503e-006
-1.122e-001	-6.515e-006
-1.123e-001	-6.845e-006
-1.124e-001	-6.270e-006
-1.125e-001	-6.630e-006
-1.126e-001	-7.021e-006
-1.127e-001	-6.731e-006
-1.128e-001	-6.562e-006
-1.129e-001	-6.581e-006
-1.130e-001	-6.900e-006
-1.131e-001	-6.668e-006
-1.132e-001	-6.812e-006
-1.133e-001	-7.162e-006
-1.134e-001	-6.715e-006
-1.135e-001	-6.944e-006
-1.136e-001	-6.153e-006
-1.137e-001	-6.604e-006
-1.138e-001	-6.800e-006
-1.139e-001	-6.877e-006
-1.140e-001	-6.588e-006
-1.141e-001	-6.947e-006
-1.142e-001	-6.541e-006
-1.143e-001	-6.543e-006
-1.145e-001	-7.011e-006
-1.145e-001	-7.245e-006
-1.146e-001	-6.697e-006
-1.147e-001	-6.691e-006
-1.148e-001	-6.631e-006
-1.149e-001	-6.853e-006
-1.150e-001	-6.770e-006
-1.151e-001	-6.790e-006
-1.152e-001	-7.045e-006
-1.153e-001	-6.785e-006
-1.154e-001	-6.724e-006
-1.155e-001	-7.260e-006
-1.156e-001	-7.013e-006
-1.157e-001	-6.712e-006
-1.158e-001	-6.789e-006
-1.159e-001	-7.015e-006
-1.160e-001	-6.662e-006
-1.161e-001	-6.587e-006
-1.162e-001	-6.701e-006
-1.163e-001	-6.525e-006
-1.164e-001	-6.624e-006
-1.165e-001	-6.627e-006
-1.166e-001	-6.807e-006
-1.167e-001	-6.675e-006
-1.168e-001	-7.012e-006
-1.169e-001	-6.947e-006
-1.170e-001	-6.950e-006
-1.171e-001	-7.165e-006
-1.172e-001	-7.031e-006
-1.173e-001	-7.109e-006
-1.174e-001	-6.843e-006
-1.175e-001	-6.783e-006
-1.176e-001	-6.834e-006
-1.177e-001	-6.934e-006
-1.178e-001	-6.917e-006
-1.179e-001	-6.879e-006
-1.180e-001	-7.418e-006
-1.181e-001	-6.965e-006
-1.182e-001	-6.562e-006
-1.183e-001	-6.864e-006
-1.184e-001	-6.409e-006
-1.185e-001	-6.422e-006
-1.186e-001	-6.872e-006
-1.187e-001	-6.780e-006
-1.189e-001	-6.735e-006
-1.189e-001	-7.147e-006
-1.190e-001	-6.808e-006
-1.191e-001	-6.798e-006
-1.192e-001	-6.802e-006
-1.193e-001	-6.840e-006
-1.194e-001	-6.924e-006
-1.195e-001	-6.861e-006
-1.196e-001	-7.172e-006
-1.197e-001	-7.112e-006
-1.198e-001	-6.950e-006
-1.199e-001	-6.854e-006
-1.200e-001	-6.802e-006
-1.201e-001	-7.087e-006
-1.202e-001	-6.972e-006
-1.203e-001	-6.999e-006
-1.204e-001	-6.898e-006
-1.205e-001	-7.467e-006
-1.206e-001	-7.061e-006
-1.207e-001	-6.888e-006
-1.208e-001	-6.693e-006
-1.209e-001	-6.828e-006
-1.210e-001	-6.889e-006
-1.211e-001	-6.863e-006
-1.212e-001	-6.819e-006
-1.213e-001	-6.940e-006
-1.214e-001	-6.642e-006
-1.215e-001	-6.928e-006
-1.216e-001	-6.939e-006
-1.217e-001	-7.065e-006
-1.218e-001	-7.166e-006
-1.219e-001	-6.915e-006
-1.220e-001	-6.886e-006
-1.221e-001	-6.792e-006
-1.222e-001	-6.566e-006
-1.223e-001	-6.786e-006
-1.224e-001	-6.597e-006
-1.225e-001	-6.449e-006
-1.226e-001	-6.930e-006
-1.227e-001	-6.526e-006
-1.228e-001	-6.753e-006
-1.229e-001	-6.925e-006
-1.230e-001	-6.847e-006
-1.231e-001	-7.064e-006
-1.232e-001	-7.116e-006
-1.233e-001	-7.241e-006
-1.234e-001	-7.289e-006
-1.235e-001	-6.879e-006
-1.236e-001	-6.610e-006
-1.237e-001	-6.873e-006
-1.238e-001	-7.201e-006
-1.239e-001	-7.000e-006
-1.240e-001	-6.673e-006
-1.241e-001	-6.689e-006
-1.242e-001	-7.098e-006
-1.243e-001	-6.799e-006
-1.244e-001	-6.783e-006
-1.245e-001	-7.587e-006
-1.246e-001	-6.775e-006
-1.247e-001	-6.785e-006
-1.248e-001	-7.043e-006
-1.249e-001	-7.051e-006
-1.250e-001	-7.002e-006
-1.251e-001	-6.969e-006
-1.252e-001	-6.771e-006
-1.253e-001	-6.785e-006
-1.254e-001	-6.835e-006
-1.255e-001	-6.888e-006
-1.256e-001	-6.732e-006
-1.257e-001	-6.867e-006
-1.258e-001	-6.863e-006
-1.259e-001	-7.197e-006
-1.260e-001	-6.611e-006
-1.261e-001	-7.107e-006
-1.262e-001	-6.940e-006
-1.263e-001	-6.503e-006
-1.264e-001	-6.998e-006
-1.265e-001	-7.237e-006
-1.266e-001	-6.947e-006
-1.267e-001	-6.676e-006
-1.268e-001	-7.059e-006
-1.269e-001	-6.549e-006
-1.270e-001	-7.332e-006
-1.271e-001	-6.910e-006
-1.272e-001	-7.000e-006
-1.273e-001	-7.029e-006
-1.274e-001	-6.909e-006
-1.275e-001	-6.923e-006
-1.276e-001	-7.272e-006
-1.277e-001	-6.925e-006
-1.278e-001	-7.004e-006
-1.279e-001	-6.950e-006
-1.280e-001	-7.045e-006
-1.281e-001	-7.015e-006
-1.282e-001	-6.847e-006
-1.283e-001	-6.822e-006
-1.284e-001	-7.016e-006
-1.285e-001	-6.658e-006
-1.286e-001	-6.520e-006
-1.287e-001	-6.897e-006
-1.288e-001	-7.196e-006
-1.289e-001	-6.844e-006
-1.290e-001	-6.897e-006
-1.291e-001	-6.704e-006
-1.292e-001	-6.622e-006
-1.293e-001	-6.875e-006
-1.294e-001	-6.920e-006
-1.295e-001	-7.067e-006
-1.296e-001	-6.778e-006
-1.297e-001	-7.031e-006
-1.298e-001	-7.088e-006
-1.299e-001	-6.982e-006
-1.300e-001	-7.072e-006
-1.301e-001	-7.295e-006
-1.302e-001	-7.060e-006
-1.303e-001	-6.775e-006
-1.304e-001	-7.006e-006
-1.305e-001	-7.050e-006
-1.306e-001	-6.904e-006
-1.307e-001	-7.288e-006
-1.308e-001	-7.047e-006
-1.309e-001	-7.002e-006
-1.310e-001	-7.068e-006
-1.311e-001	-6.929e-006
-1.312e-001	-7.202e-006
-1.313e-001	-6.547e-006
-1.314e-001	-7.448e-006
-1.315e-001	-6.423e-006
-1.316e-001	-7.402e-006
-1.317e-001	-7.055e-006
-1.318e-001	-7.348e-006
-1.319e-001	-7.342e-006
-1.320e-001	-6.689e-006
-1.321e-001	-6.965e-006
-1.322e-001	-6.836e-006
-1.323e-001	-7.069e-006
-1.324e-001	-6.895e-006
-1.325e-001	-7.098e-006
-1.326e-001	-7.132e-006
-1.327e-001	-7.425e-006
-1.328e-001	-7.096e-006
-1.329e-001	-6.968e-006
-1.330e-001	-6.771e-006
-1.331e-001	-7.151e-006
-1.332e-001	-6.788e-006
-1.333e-001	-7.053e-006
-1.334e-001	-7.332e-006
-1.335e-001	-7.012e-006
-1.336e-001	-6.883e-006
-1.337e-001	-6.827e-006
-1.338e-001	-7.059e-006
-1.339e-001	-7.394e-006
-1.340e-001	-7.052e-006
-1.341e-001	-7.097e-006
-1.342e-001	-7.028e-006
-1.343e-001	-6.995e-006
-1.344e-001	-6.660e-006
-1.345e-001	-6.761e-006
-1.346e-001	-7.153e-006
-1.347e-001	-6.824e-006
-1.348e-001	-6.796e-006
-1.349e-001	-6.881e-006
-1.350e-001	-6.906e-006
-1.351e-001	-7.324e-006
-1.352e-001	-7.199e-006
-1.353e-001	-7.028e-006
-1.354e-001	-7.174e-006
-1.355e-001	-6.983e-006
-1.356e-001	-7.167e-006
-1.357e-001	-7.266e-006
-1.358e-001	-7.204e-006
-1.359e-001	-7.132e-006
-1.360e-001	-7.140e-006
-1.361e-001	-6.922e-006
-1.362e-001	-7.108e-006
-1.363e-001	-6.867e-006
-1.364e-001	-7.114e-006
-1.365e-001	-7.230e-006
-1.366e-001	-6.973e-006
-1.367e-001	-7.309e-006
-1.368e-001	-7.346e-006
-1.369e-001	-6.918e-006
-1.370e-001	-6.909e-006
-1.371e-001	-7.220e-006
-1.372e-001	-7.065e-006
-1.373e-001	-6.697e-006
-1.374e-001	-6.705e-006
-1.375e-001	-6.990e-006
-1.376e-001	-7.015e-006
-1.377e-001	-7.173e-006
-1.378e-001	-7.150e-006
-1.379e-001	-6.996e-006
-1.380e-001	-7.095e-006
-1.381e-001	-6.900e-006
-1.382e-001	-6.900e-006
-1.383e-001	-7.121e-006
-1.384e-001	-7.197e-006
-1.385e-001	-7.400e-006
-1.386e-001	-6.912e-006
-1.387e-001	-6.805e-006
-1.388e-001	-6.964e-006
-1.389e-001	-6.705e-006
-1.390e-001	-7.356e-006
-1.391e-001	-7.107e-006
-1.392e-001	-7.160e-006
-1.393e-001	-7.014e-006
-1.394e-001	-7.251e-006
-1.395e-001	-6.724e-006
-1.396e-001	-7.393e-006
-1.397e-001	-6.900e-006
-1.398e-001	-7.303e-006
-1.399e-001	-7.367e-006
-1.400e-001	-7.138e-006
-1.401e-001	-7.210e-006
-1.402e-001	-7.127e-006
-1.403e-001	-6.865e-006
-1.404e-001	-6.733e-006
-1.405e-001	-7.142e-006
-1.406e-001	-6.948e-006
-1.407e-001	-6.927e-006
-1.408e-001	-6.715e-006
-1.409e-001	-6.944e-006
-1.410e-001	-7.371e-006
-1.411e-001	-7.020e-006
-1.412e-001	-6.915e-006
-1.413e-001	-7.003e-006
-1.414e-001	-6.890e-006
-1.415e-001	-7.430e-006
-1.416e-001	-7.312e-006
-1.417e-001	-7.302e-006
-1.418e-001	-7.394e-006
-1.419e-001	-7.361e-006
-1.420e-001	-7.027e-006
-1.421e-001	-7.160e-006
-1.422e-001	-7.151e-006
-1.423e-001	-7.090e-006
-1.424e-001	-7.243e-006
-1.425e-001	-7.372e-006
-1.426e-001	-7.291e-006
-1.427e-001	-7.673e-006
-1.428e-001	-7.284e-006
-1.429e-001	-7.192e-006
-1.430e-001	-7.077e-006
-1.431e-001	-6.954e-006
-1.432e-001	-6.887e-006
-1.433e-001	-7.052e-006
-1.434e-001	-7.187e-006
-1.435e-001	-6.911e-006
-1.436e-001	-7.295e-006
-1.437e-001	-7.243e-006
-1.438e-001	-6.835e-006
-1.439e-001	-7.271e-006
-1.440e-001	-7.030e-006
-1.441e-001	-6.908e-006
-1.442e-001	-7.225e-006
-1.443e-001	-7.307e-006
-1.444e-001	-7.125e-006
-1.445e-001	-6.861e-006
-1.446e-001	-7.265e-006
-1.447e-001	-7.268e-006
-1.448e-001	-7.100e-006
-1.449e-001	-7.172e-006
-1.450e-001	-7.214e-006
-1.451e-001	-6.918e-006
-1.452e-001	-7.500e-006
-1.453e-001	-6.916e-006
-1.454e-001	-6.877e-006
-1.455e-001	-7.529e-006
-1.456e-001	-7.053e-006
-1.457e-001	-6.960e-006
-1.458e-001	-6.867e-006
-1.459e-001	-7.229e-006
-1.460e-001	-7.035e-006
-1.461e-001	-7.406e-006
-1.462e-001	-6.938e-006
-1.463e-001	-7.170e-006
-1.464e-001	-6.802e-006
-1.465e-001	-7.089e-006
-1.466e-001	-6.575e-006
-1.467e-001	-7.107e-006
-1.468e-001	-7.112e-006
-1.469e-001	-7.106e-006
-1.470e-001	-6.712e-006
-1.471e-001	-7.076e-006
-1.472e-001	-7.000e-006
-1.473e-001	-7.045e-006
-1.474e-001	-6.985e-006
-1.475e-001	-7.027e-006
-1.476e-001	-7.550e-006
-1.477e-001	-7.310e-006
-1.478e-001	-7.402e-006
-1.479e-001	-7.676e-006
-1.480e-001	-7.374e-006
-1.481e-001	-7.363e-006
-1.482e-001	-7.503e-006
-1.483e-001	-7.600e-006
-1.484e-001	-7.334e-006
-1.485e-001	-7.356e-006
-1.486e-001	-6.849e-006
-1.487e-001	-7.442e-006
-1.488e-001	-7.125e-006
-1.489e-001	-7.289e-006
-1.490e-001	-7.450e-006
-1.491e-001	-7.403e-006
-1.492e-001	-7.386e-006
-1.493e-001	-7.355e-006
-1.494e-001	-7.552e-006
-1.495e-001	-7.337e-006
-1.496e-001	-6.756e-006
-1.497e-001	-7.207e-006
-1.498e-001	-7.472e-006
-1.499e-001	-7.372e-006
-1.500e-001	-6.975e-006
-1.501e-001	-7.228e-006
-1.502e-001	-7.117e-006
-1.503e-001	-7.186e-006
-1.504e-001	-7.721e-006
-1.505e-001	-7.003e-006
-1.506e-001	-7.366e-006
-1.507e-001	-7.148e-006
-1.508e-001	-7.086e-006
-1.509e-001	-7.311e-006
-1.510e-001	-6.878e-006
-1.511e-001	-6.974e-006
-1.512e-001	-7.147e-006
-1.513e-001	-7.226e-006
-1.514e-001	-6.926e-006
-1.515e-001	-6.953e-006
-1.516e-001	-7.287e-006
-1.517e-001	-7.318e-006
-1.518e-001	-7.197e-006
-1.519e-001	-7.244e-006
-1.520e-001	-6.889e-006
-1.521e-001	-7.337e-006
-1.522e-001	-7.251e-006
-1.523e-001	-7.356e-006
-1.524e-001	-7.063e-006
-1.525e-001	-7.005e-006
-1.526e-001	-7.235e-006
-1.527e-001	-7.344e-006
-1.528e-001	-7.447e-006
-1.529e-001	-7.237e-006
-1.530e-001	-6.999e-006
-1.531e-001	-7.109e-006
-1.532e-001	-6.981e-006
-1.533e-001	-7.285e-006
-1.534e-001	-7.480e-006
-1.535e-001	-7.141e-006
-1.536e-001	-7.229e-006
-1.537e-001	-7.199e-006
-1.538e-001	-6.986e-006
-1.539e-001	-7.119e-006
-1.540e-001	-7.312e-006
-1.541e-001	-7.672e-006
-1.542e-001	-7.262e-006
-1.543e-001	-7.710e-006
-1.544e-001	-7.273e-006
-1.545e-001	-7.217e-006
-1.546e-001	-7.171e-006
-1.547e-001	-7.444e-006
-1.548e-001	-7.117e-006
-1.549e-001	-6.862e-006
-1.550e-001	-7.128e-006
-1.551e-001	-6.775e-006
-1.552e-001	-7.030e-006
-1.553e-001	-7.446e-006
-1.554e-001	-7.456e-006
-1.555e-001	-7.197e-006
-1.556e-001	-7.255e-006
-1.557e-001	-7.211e-006
-1.558e-001	-7.263e-006
-1.559e-001	-7.582e-006
-1.560e-001	-7.274e-006
-1.561e-001	-7.525e-006
-1.562e-001	-7.591e-006
-1.563e-001	-7.081e-006
-1.564e-001	-7.264e-006
-1.565e-001	-6.897e-006
-1.566e-001	-7.428e-006
-1.567e-001	-7.700e-006
-1.568e-001	-7.270e-006
-1.569e-001	-7.389e-006
-1.570e-001	-7.204e-006
-1.571e-001	-7.657e-006
-1.572e-001	-6.773e-006
-1.573e-001	-7.216e-006
-1.574e-001	-7.465e-006
-1.575e-001	-6.777e-006
-1.576e-001	-6.780e-006
-1.577e-001	-7.359e-006
-1.578e-001	-7.055e-006
-1.579e-001	-6.997e-006
-1.580e-001	-7.010e-006
-1.581e-001	-6.865e-006
-1.582e-001	-7.065e-006
-1.583e-001	-7.602e-006
-1.584e-001	-7.376e-006
-1.585e-001	-7.371e-006
-1.586e-001	-7.766e-006
-1.587e-001	-7.099e-006
-1.588e-001	-7.365e-006
-1.589e-001	-6.928e-006
-1.590e-001	-7.527e-006
-1.591e-001	-7.175e-006
-1.592e-001	-7.416e-006
-1.593e-001	-7.426e-006
-1.594e-001	-7.139e-006
-1.595e-001	-7.440e-006
-1.596e-001	-7.507e-006
-1.597e-001	-6.909e-006
-1.598e-001	-7.307e-006
-1.599e-001	-7.774e-006
-1.600e-001	-7.167e-006
-1.601e-001	-7.278e-006
-1.602e-001	-7.576e-006
-1.603e-001	-6.897e-006
-1.604e-001	-7.022e-006
-1.605e-001	-6.658e-006
-1.606e-001	-7.542e-006
-1.607e-001	-7.540e-006
-1.608e-001	-7.235e-006
-1.609e-001	-7.088e-006
-1.610e-001	-7.147e-006
-1.611e-001	-7.310e-006
-1.612e-001	-7.363e-006
-1.613e-001	-7.343e-006
-1.614e-001	-7.102e-006
-1.615e-001	-7.265e-006
-1.616e-001	-7.216e-006
-1.617e-001	-7.403e-006
-1.618e-001	-7.288e-006
-1.619e-001	-7.489e-006
-1.620e-001	-7.295e-006
-1.621e-001	-7.517e-006
-1.622e-001	-7.136e-006
-1.623e-001	-7.590e-006
-1.624e-001	-7.367e-006
-1.625e-001	-7.457e-006
-1.626e-001	-6.852e-006
-1.627e-001	-7.524e-006
-1.628e-001	-7.222e-006
-1.629e-001	-7.407e-006
-1.630e-001	-7.215e-006
-1.631e-001	-7.350e-006
-1.632e-001	-7.264e-006
-1.633e-001	-7.188e-006
-1.634e-001	-7.487e-006
-1.635e-001	-7.106e-006
-1.636e-001	-6.967e-006
-1.637e-001	-7.273e-006
-1.638e-001	-7.291e-006
-1.639e-001	-7.074e-006
-1.640e-001	-7.283e-006
-1.641e-001	-7.729e-006
-1.642e-001	-7.303e-006
-1.643e-001	-7.606e-006
-1.644e-001	-7.432e-006
-1.645e-001	-7.341e-006
-1.646e-001	-7.330e-006
-1.647e-001	-7.790e-006
-1.648e-001	-7.767e-006
-1.649e-001	-7.729e-006
-1.650e-001	-7.260e-006
-1.651e-001	-7.457e-006
-1.652e-001	-7.510e-006
-1.653e-001	-7.447e-006
-1.654e-001	-7.591e-006
-1.655e-001	-7.465e-006
-1.656e-001	-7.066e-006
-1.657e-001	-7.206e-006
-1.658e-001	-7.117e-006
-1.659e-001	-6.732e-006
-1.660e-001	-7.301e-006
