XY
	CURVE (1mkcl-nitrogen-rde-400-50mvpers.DTA)
-3.134e-001	-7.826e-006
-3.135e-001	-7.962e-006
-3.136e-001	-7.972e-006
-3.137e-001	-8.061e-006
-3.138e-001	-8.637e-006
-3.139e-001	-7.777e-006
-3.140e-001	-7.827e-006
-3.141e-001	-7.765e-006
-3.141e-001	-8.139e-006
-3.143e-001	-7.507e-006
-3.144e-001	-8.167e-006
-3.145e-001	-7.954e-006
-3.146e-001	-8.343e-006
-3.147e-001	-7.855e-006
-3.148e-001	-8.174e-006
-3.149e-001	-7.895e-006
-3.150e-001	-8.018e-006
-3.151e-001	-7.790e-006
-3.152e-001	-7.821e-006
-3.153e-001	-7.799e-006
-3.154e-001	-8.238e-006
-3.155e-001	-7.863e-006
-3.156e-001	-7.885e-006
-3.156e-001	-7.670e-006
-3.157e-001	-7.931e-006
-3.159e-001	-8.001e-006
-3.159e-001	-8.194e-006
-3.161e-001	-8.046e-006
-3.162e-001	-7.919e-006
-3.163e-001	-7.871e-006
-3.164e-001	-8.044e-006
-3.165e-001	-8.197e-006
-3.166e-001	-7.912e-006
-3.167e-001	-7.934e-006
-3.168e-001	-8.045e-006
-3.169e-001	-7.835e-006
-3.170e-001	-7.334e-006
-3.171e-001	-7.984e-006
-3.172e-001	-7.879e-006
-3.173e-001	-7.797e-006
-3.174e-001	-8.192e-006
-3.175e-001	-8.221e-006
-3.176e-001	-7.717e-006
-3.177e-001	-8.139e-006
-3.178e-001	-7.631e-006
-3.179e-001	-7.777e-006
-3.179e-001	-8.260e-006
-3.181e-001	-7.803e-006
-3.182e-001	-7.935e-006
-3.183e-001	-8.174e-006
-3.184e-001	-8.095e-006
-3.185e-001	-8.113e-006
-3.186e-001	-8.019e-006
-3.187e-001	-7.935e-006
-3.188e-001	-8.285e-006
-3.189e-001	-7.809e-006
-3.189e-001	-7.889e-006
-3.191e-001	-8.008e-006
-3.192e-001	-8.260e-006
-3.193e-001	-8.132e-006
-3.194e-001	-8.293e-006
-3.195e-001	-8.213e-006
-3.196e-001	-7.973e-006
-3.197e-001	-8.286e-006
-3.197e-001	-7.852e-006
-3.198e-001	-7.918e-006
-3.200e-001	-7.878e-006
-3.201e-001	-8.247e-006
-3.202e-001	-7.903e-006
-3.203e-001	-8.056e-006
-3.204e-001	-8.060e-006
-3.205e-001	-8.116e-006
-3.206e-001	-7.902e-006
-3.207e-001	-7.965e-006
-3.208e-001	-7.801e-006
-3.208e-001	-8.299e-006
-3.210e-001	-7.947e-006
-3.211e-001	-8.044e-006
-3.212e-001	-8.166e-006
-3.213e-001	-7.729e-006
-3.214e-001	-8.024e-006
-3.215e-001	-8.167e-006
-3.216e-001	-8.000e-006
-3.217e-001	-8.188e-006
-3.218e-001	-8.163e-006
-3.219e-001	-8.206e-006
-3.220e-001	-8.195e-006
-3.221e-001	-7.975e-006
-3.222e-001	-7.880e-006
-3.223e-001	-8.088e-006
-3.224e-001	-7.719e-006
-3.225e-001	-7.891e-006
-3.225e-001	-7.792e-006
-3.227e-001	-7.788e-006
-3.228e-001	-8.048e-006
-3.229e-001	-7.886e-006
-3.230e-001	-7.577e-006
-3.231e-001	-7.776e-006
-3.232e-001	-7.865e-006
-3.233e-001	-7.360e-006
-3.234e-001	-7.834e-006
-3.235e-001	-7.796e-006
-3.236e-001	-7.926e-006
-3.237e-001	-8.049e-006
-3.238e-001	-7.989e-006
-3.239e-001	-7.927e-006
-3.240e-001	-7.747e-006
-3.240e-001	-7.946e-006
-3.242e-001	-8.055e-006
-3.243e-001	-8.575e-006
-3.244e-001	-8.284e-006
-3.245e-001	-8.108e-006
-3.246e-001	-7.725e-006
-3.247e-001	-7.812e-006
-3.248e-001	-7.784e-006
-3.249e-001	-7.883e-006
-3.250e-001	-7.775e-006
-3.251e-001	-8.082e-006
-3.252e-001	-7.862e-006
-3.252e-001	-7.887e-006
-3.254e-001	-7.768e-006
-3.254e-001	-7.575e-006
-3.256e-001	-7.866e-006
-3.257e-001	-7.737e-006
-3.258e-001	-7.729e-006
-3.259e-001	-8.157e-006
-3.260e-001	-7.966e-006
-3.261e-001	-7.781e-006
-3.262e-001	-7.958e-006
-3.263e-001	-8.061e-006
-3.264e-001	-7.951e-006
-3.264e-001	-7.662e-006
-3.266e-001	-8.047e-006
-3.267e-001	-8.140e-006
-3.268e-001	-8.203e-006
-3.268e-001	-8.267e-006
-3.270e-001	-7.912e-006
-3.271e-001	-7.783e-006
-3.272e-001	-8.652e-006
-3.273e-001	-7.579e-006
-3.274e-001	-8.427e-006
-3.275e-001	-7.868e-006
-3.276e-001	-7.927e-006
-3.277e-001	-7.889e-006
-3.277e-001	-7.692e-006
-3.279e-001	-8.297e-006
-3.280e-001	-7.851e-006
-3.281e-001	-8.040e-006
-3.282e-001	-7.941e-006
-3.283e-001	-7.527e-006
-3.284e-001	-7.616e-006
-3.285e-001	-7.523e-006
-3.286e-001	-8.246e-006
-3.286e-001	-8.329e-006
-3.288e-001	-7.682e-006
-3.289e-001	-7.608e-006
-3.290e-001	-7.907e-006
-3.291e-001	-8.103e-006
-3.292e-001	-7.902e-006
-3.293e-001	-7.581e-006
-3.294e-001	-7.937e-006
-3.295e-001	-7.875e-006
-3.296e-001	-8.331e-006
-3.297e-001	-7.841e-006
-3.298e-001	-7.911e-006
-3.299e-001	-8.280e-006
-3.300e-001	-8.147e-006
-3.301e-001	-8.069e-006
-3.302e-001	-8.052e-006
-3.303e-001	-8.202e-006
-3.304e-001	-8.074e-006
-3.305e-001	-7.964e-006
-3.306e-001	-7.553e-006
-3.307e-001	-7.597e-006
-3.308e-001	-7.584e-006
-3.309e-001	-7.766e-006
-3.310e-001	-7.942e-006
-3.311e-001	-7.972e-006
-3.312e-001	-7.753e-006
-3.313e-001	-7.422e-006
-3.314e-001	-7.909e-006
-3.315e-001	-8.030e-006
-3.316e-001	-8.162e-006
-3.317e-001	-7.917e-006
-3.318e-001	-7.516e-006
-3.319e-001	-7.820e-006
-3.320e-001	-8.226e-006
-3.321e-001	-7.794e-006
-3.322e-001	-8.170e-006
-3.323e-001	-8.316e-006
-3.324e-001	-8.140e-006
-3.325e-001	-8.209e-006
-3.326e-001	-7.994e-006
-3.327e-001	-8.219e-006
-3.328e-001	-7.702e-006
-3.329e-001	-7.850e-006
-3.330e-001	-7.742e-006
-3.331e-001	-7.857e-006
-3.331e-001	-8.159e-006
-3.333e-001	-8.114e-006
-3.334e-001	-8.151e-006
-3.334e-001	-7.997e-006
-3.335e-001	-7.659e-006
-3.336e-001	-8.324e-006
-3.337e-001	-7.719e-006
-3.339e-001	-7.815e-006
-3.340e-001	-8.357e-006
-3.341e-001	-7.966e-006
-3.342e-001	-7.974e-006
-3.343e-001	-7.699e-006
-3.344e-001	-7.902e-006
-3.344e-001	-7.476e-006
-3.346e-001	-8.075e-006
-3.347e-001	-8.155e-006
-3.348e-001	-7.787e-006
-3.348e-001	-7.926e-006
-3.349e-001	-7.825e-006
-3.351e-001	-7.577e-006
-3.352e-001	-8.204e-006
-3.352e-001	-8.050e-006
-3.354e-001	-8.102e-006
-3.355e-001	-8.124e-006
-3.356e-001	-8.247e-006
-3.356e-001	-7.890e-006
-3.358e-001	-7.957e-006
-3.359e-001	-8.269e-006
-3.360e-001	-7.780e-006
-3.361e-001	-8.164e-006
-3.362e-001	-8.111e-006
-3.363e-001	-8.049e-006
-3.364e-001	-7.924e-006
-3.364e-001	-7.842e-006
-3.365e-001	-7.686e-006
-3.366e-001	-8.037e-006
-3.368e-001	-8.038e-006
-3.368e-001	-7.555e-006
-3.369e-001	-8.093e-006
-3.371e-001	-8.031e-006
-3.372e-001	-8.339e-006
-3.373e-001	-7.899e-006
-3.374e-001	-8.064e-006
-3.375e-001	-7.620e-006
-3.376e-001	-8.339e-006
-3.376e-001	-7.691e-006
-3.377e-001	-8.086e-006
-3.379e-001	-8.074e-006
-3.380e-001	-8.046e-006
-3.381e-001	-8.264e-006
-3.381e-001	-8.251e-006
-3.382e-001	-8.019e-006
-3.383e-001	-7.929e-006
-3.384e-001	-8.267e-006
-3.386e-001	-7.979e-006
-3.387e-001	-7.980e-006
-3.388e-001	-7.883e-006
-3.389e-001	-8.213e-006
-3.390e-001	-8.376e-006
-3.391e-001	-7.957e-006
-3.392e-001	-8.012e-006
-3.392e-001	-7.979e-006
-3.394e-001	-7.810e-006
-3.395e-001	-7.737e-006
-3.396e-001	-7.730e-006
-3.397e-001	-7.600e-006
-3.398e-001	-7.769e-006
-3.399e-001	-7.478e-006
-3.400e-001	-8.004e-006
-3.401e-001	-8.159e-006
-3.401e-001	-8.097e-006
-3.403e-001	-7.971e-006
-3.404e-001	-8.222e-006
-3.405e-001	-8.038e-006
-3.406e-001	-8.063e-006
-3.407e-001	-7.954e-006
-3.408e-001	-7.546e-006
-3.409e-001	-8.065e-006
-3.409e-001	-7.936e-006
-3.411e-001	-8.153e-006
-3.412e-001	-7.814e-006
-3.413e-001	-8.117e-006
-3.413e-001	-8.027e-006
-3.414e-001	-7.575e-006
-3.416e-001	-8.160e-006
-3.416e-001	-8.149e-006
-3.418e-001	-7.721e-006
-3.418e-001	-8.181e-006
-3.419e-001	-7.969e-006
-3.420e-001	-8.104e-006
-3.422e-001	-7.891e-006
-3.423e-001	-8.049e-006
-3.424e-001	-7.770e-006
-3.425e-001	-7.664e-006
-3.426e-001	-8.160e-006
-3.427e-001	-8.586e-006
-3.427e-001	-8.067e-006
-3.429e-001	-8.240e-006
-3.429e-001	-7.896e-006
-3.430e-001	-8.544e-006
-3.431e-001	-8.352e-006
-3.433e-001	-8.285e-006
-3.434e-001	-8.212e-006
-3.435e-001	-8.318e-006
-3.436e-001	-8.259e-006
-3.436e-001	-8.107e-006
-3.439e-001	-8.254e-006
-3.439e-001	-8.209e-006
-3.440e-001	-8.157e-006
-3.441e-001	-7.727e-006
-3.442e-001	-7.762e-006
-3.442e-001	-8.183e-006
-3.444e-001	-8.020e-006
-3.444e-001	-8.003e-006
-3.445e-001	-8.003e-006
-3.446e-001	-8.152e-006
-3.447e-001	-8.137e-006
-3.449e-001	-8.580e-006
-3.451e-001	-7.717e-006
-3.450e-001	-7.707e-006
-3.452e-001	-8.212e-006
-3.452e-001	-8.080e-006
-3.453e-001	-8.291e-006
-3.455e-001	-8.334e-006
-3.456e-001	-7.737e-006
-3.457e-001	-8.151e-006
-3.458e-001	-7.997e-006
-3.459e-001	-8.211e-006
-3.460e-001	-7.910e-006
-3.460e-001	-7.874e-006
-3.461e-001	-8.030e-006
-3.462e-001	-8.171e-006
-3.464e-001	-8.264e-006
-3.465e-001	-7.826e-006
-3.466e-001	-8.059e-006
-3.467e-001	-8.152e-006
-3.468e-001	-8.746e-006
-3.468e-001	-7.780e-006
-3.470e-001	-8.021e-006
-3.471e-001	-8.704e-006
-3.472e-001	-8.180e-006
-3.472e-001	-8.017e-006
-3.474e-001	-8.077e-006
-3.475e-001	-7.660e-006
-3.476e-001	-8.013e-006
-3.476e-001	-8.191e-006
-3.477e-001	-7.916e-006
-3.479e-001	-8.195e-006
-3.480e-001	-8.244e-006
-3.481e-001	-7.937e-006
-3.482e-001	-7.612e-006
-3.483e-001	-7.963e-006
-3.484e-001	-8.110e-006
-3.485e-001	-8.104e-006
-3.486e-001	-8.392e-006
-3.487e-001	-8.249e-006
-3.488e-001	-8.403e-006
-3.488e-001	-7.801e-006
-3.490e-001	-8.333e-006
-3.491e-001	-8.123e-006
-3.492e-001	-8.033e-006
-3.493e-001	-8.122e-006
-3.493e-001	-8.020e-006
-3.495e-001	-7.812e-006
-3.496e-001	-8.047e-006
-3.496e-001	-8.189e-006
-3.498e-001	-8.178e-006
-3.499e-001	-8.335e-006
-3.500e-001	-8.086e-006
-3.501e-001	-7.888e-006
-3.502e-001	-7.918e-006
-3.503e-001	-8.621e-006
-3.504e-001	-8.203e-006
-3.505e-001	-7.928e-006
-3.506e-001	-8.154e-006
-3.507e-001	-8.086e-006
-3.508e-001	-8.239e-006
-3.508e-001	-8.550e-006
-3.509e-001	-7.989e-006
-3.510e-001	-7.746e-006
-3.511e-001	-8.255e-006
-3.513e-001	-8.154e-006
-3.514e-001	-8.377e-006
-3.515e-001	-8.263e-006
-3.516e-001	-8.088e-006
-3.517e-001	-8.230e-006
-3.518e-001	-8.179e-006
-3.519e-001	-7.949e-006
-3.520e-001	-8.453e-006
-3.521e-001	-8.204e-006
-3.522e-001	-7.837e-006
-3.523e-001	-8.022e-006
-3.524e-001	-8.107e-006
-3.525e-001	-8.354e-006
-3.526e-001	-8.020e-006
-3.527e-001	-8.012e-006
-3.528e-001	-8.164e-006
-3.529e-001	-7.969e-006
-3.530e-001	-8.177e-006
-3.531e-001	-8.086e-006
-3.532e-001	-8.287e-006
-3.533e-001	-7.921e-006
-3.534e-001	-8.211e-006
-3.535e-001	-7.949e-006
-3.536e-001	-7.944e-006
-3.537e-001	-8.175e-006
-3.538e-001	-8.201e-006
-3.539e-001	-8.129e-006
-3.540e-001	-8.079e-006
-3.541e-001	-8.433e-006
-3.541e-001	-8.248e-006
-3.543e-001	-8.357e-006
-3.544e-001	-8.239e-006
-3.545e-001	-8.372e-006
-3.546e-001	-8.286e-006
-3.547e-001	-8.448e-006
-3.548e-001	-8.096e-006
-3.549e-001	-8.723e-006
-3.550e-001	-8.288e-006
-3.551e-001	-7.700e-006
-3.552e-001	-8.213e-006
-3.553e-001	-8.099e-006
-3.554e-001	-7.926e-006
-3.555e-001	-8.398e-006
-3.556e-001	-7.863e-006
-3.557e-001	-8.307e-006
-3.558e-001	-8.136e-006
-3.559e-001	-8.200e-006
-3.560e-001	-8.309e-006
-3.561e-001	-8.213e-006
-3.562e-001	-7.883e-006
-3.563e-001	-8.053e-006
-3.564e-001	-7.760e-006
-3.565e-001	-8.581e-006
-3.566e-001	-8.291e-006
-3.567e-001	-8.284e-006
-3.568e-001	-7.950e-006
-3.569e-001	-8.167e-006
-3.570e-001	-7.977e-006
-3.571e-001	-8.374e-006
-3.572e-001	-8.251e-006
-3.572e-001	-8.157e-006
-3.574e-001	-7.976e-006
-3.575e-001	-8.076e-006
-3.576e-001	-8.067e-006
-3.577e-001	-8.169e-006
-3.578e-001	-7.774e-006
-3.579e-001	-8.038e-006
-3.580e-001	-8.234e-006
-3.581e-001	-8.034e-006
-3.582e-001	-8.521e-006
-3.583e-001	-8.038e-006
-3.584e-001	-8.150e-006
-3.585e-001	-8.111e-006
-3.586e-001	-7.955e-006
-3.587e-001	-8.249e-006
-3.588e-001	-8.076e-006
-3.588e-001	-7.884e-006
-3.589e-001	-8.447e-006
-3.591e-001	-8.059e-006
-3.591e-001	-8.055e-006
-3.593e-001	-8.497e-006
-3.593e-001	-8.649e-006
-3.595e-001	-7.663e-006
-3.596e-001	-7.989e-006
-3.596e-001	-8.143e-006
-3.597e-001	-8.386e-006
-3.599e-001	-8.314e-006
-3.600e-001	-8.404e-006
-3.600e-001	-8.011e-006
-3.602e-001	-8.304e-006
-3.603e-001	-8.537e-006
-3.604e-001	-8.256e-006
-3.604e-001	-8.256e-006
-3.605e-001	-8.181e-006
-3.607e-001	-8.207e-006
-3.608e-001	-8.476e-006
-3.608e-001	-7.802e-006
-3.610e-001	-8.214e-006
-3.611e-001	-8.379e-006
-3.611e-001	-7.652e-006
-3.612e-001	-8.412e-006
-3.613e-001	-8.202e-006
-3.615e-001	-8.038e-006
-3.616e-001	-8.304e-006
-3.616e-001	-8.244e-006
-3.618e-001	-8.087e-006
-3.619e-001	-8.230e-006
-3.619e-001	-8.564e-006
-3.621e-001	-8.617e-006
-3.621e-001	-8.888e-006
-3.622e-001	-8.483e-006
-3.623e-001	-8.390e-006
-3.624e-001	-8.243e-006
-3.625e-001	-8.415e-006
-3.627e-001	-8.521e-006
-3.628e-001	-8.446e-006
-3.629e-001	-8.266e-006
-3.629e-001	-8.316e-006
-3.631e-001	-8.183e-006
-3.632e-001	-8.711e-006
-3.632e-001	-8.496e-006
-3.634e-001	-8.427e-006
-3.635e-001	-8.524e-006
-3.636e-001	-8.633e-006
-3.636e-001	-7.939e-006
-3.637e-001	-8.390e-006
-3.638e-001	-8.147e-006
-3.640e-001	-8.194e-006
-3.640e-001	-8.154e-006
-3.642e-001	-8.101e-006
-3.643e-001	-8.211e-006
-3.644e-001	-8.467e-006
-3.644e-001	-8.272e-006
-3.646e-001	-8.600e-006
-3.647e-001	-8.252e-006
-3.648e-001	-7.874e-006
-3.649e-001	-8.095e-006
-3.650e-001	-8.614e-006
-3.651e-001	-7.892e-006
-3.652e-001	-7.967e-006
-3.653e-001	-8.612e-006
-3.653e-001	-8.481e-006
-3.654e-001	-8.069e-006
-3.655e-001	-7.783e-006
-3.656e-001	-8.260e-006
-3.657e-001	-8.203e-006
-3.659e-001	-8.478e-006
-3.660e-001	-8.405e-006
-3.661e-001	-8.299e-006
-3.662e-001	-8.584e-006
-3.663e-001	-8.562e-006
-3.664e-001	-8.674e-006
-3.665e-001	-8.294e-006
-3.666e-001	-8.369e-006
-3.667e-001	-8.015e-006
-3.668e-001	-8.499e-006
-3.669e-001	-8.150e-006
-3.669e-001	-8.337e-006
-3.671e-001	-8.252e-006
-3.672e-001	-8.152e-006
-3.672e-001	-8.521e-006
-3.674e-001	-7.944e-006
-3.675e-001	-8.333e-006
-3.676e-001	-8.846e-006
-3.676e-001	-8.278e-006
-3.678e-001	-8.440e-006
-3.679e-001	-8.564e-006
-3.679e-001	-7.918e-006
-3.680e-001	-8.308e-006
-3.682e-001	-8.219e-006
-3.683e-001	-8.386e-006
-3.684e-001	-8.129e-006
-3.684e-001	-7.984e-006
-3.685e-001	-8.008e-006
-3.686e-001	-8.050e-006
-3.687e-001	-7.980e-006
-3.689e-001	-8.209e-006
-3.690e-001	-8.211e-006
-3.691e-001	-8.140e-006
-3.691e-001	-8.223e-006
-3.693e-001	-8.649e-006
-3.694e-001	-8.576e-006
-3.695e-001	-8.238e-006
-3.696e-001	-8.162e-006
-3.697e-001	-8.670e-006
-3.699e-001	-8.536e-006
-3.699e-001	-8.486e-006
-3.700e-001	-8.310e-006
-3.700e-001	-8.600e-006
-3.701e-001	-8.508e-006
-3.702e-001	-8.043e-006
-3.703e-001	-8.494e-006
-3.705e-001	-8.733e-006
-3.706e-001	-8.059e-006
-3.707e-001	-8.055e-006
-3.708e-001	-8.151e-006
-3.709e-001	-8.494e-006
-3.710e-001	-8.630e-006
-3.711e-001	-8.372e-006
-3.712e-001	-8.718e-006
-3.713e-001	-8.019e-006
-3.714e-001	-8.088e-006
-3.715e-001	-8.158e-006
-3.716e-001	-8.095e-006
-3.717e-001	-8.488e-006
-3.718e-001	-8.097e-006
-3.719e-001	-8.253e-006
-3.720e-001	-8.303e-006
-3.720e-001	-8.179e-006
-3.722e-001	-8.689e-006
-3.723e-001	-8.367e-006
-3.724e-001	-8.527e-006
-3.725e-001	-8.278e-006
-3.726e-001	-8.728e-006
-3.727e-001	-8.576e-006
-3.728e-001	-8.354e-006
-3.728e-001	-8.242e-006
-3.730e-001	-8.632e-006
-3.730e-001	-8.565e-006
-3.732e-001	-8.432e-006
-3.733e-001	-8.606e-006
-3.734e-001	-8.664e-006
-3.734e-001	-8.349e-006
-3.736e-001	-8.635e-006
-3.736e-001	-8.162e-006
-3.738e-001	-8.364e-006
-3.739e-001	-8.946e-006
-3.740e-001	-8.122e-006
-3.741e-001	-8.712e-006
-3.742e-001	-8.787e-006
-3.743e-001	-8.558e-006
-3.744e-001	-8.568e-006
-3.745e-001	-8.509e-006
-3.746e-001	-8.574e-006
-3.747e-001	-8.617e-006
-3.748e-001	-8.768e-006
-3.748e-001	-8.230e-006
-3.750e-001	-8.074e-006
-3.751e-001	-8.549e-006
-3.752e-001	-8.462e-006
-3.753e-001	-8.458e-006
-3.754e-001	-8.642e-006
-3.755e-001	-8.236e-006
-3.756e-001	-8.442e-006
-3.757e-001	-8.248e-006
-3.758e-001	-8.540e-006
-3.759e-001	-8.472e-006
-3.760e-001	-8.575e-006
-3.761e-001	-8.700e-006
-3.762e-001	-8.531e-006
-3.763e-001	-8.685e-006
-3.764e-001	-8.613e-006
-3.765e-001	-8.663e-006
-3.765e-001	-8.194e-006
-3.766e-001	-8.524e-006
-3.768e-001	-9.016e-006
-3.769e-001	-8.306e-006
-3.770e-001	-8.197e-006
-3.771e-001	-8.271e-006
-3.772e-001	-8.497e-006
-3.773e-001	-8.319e-006
-3.774e-001	-8.717e-006
-3.774e-001	-8.743e-006
-3.776e-001	-8.315e-006
-3.776e-001	-8.467e-006
-3.778e-001	-8.483e-006
-3.779e-001	-8.817e-006
-3.779e-001	-8.762e-006
-3.780e-001	-8.412e-006
-3.781e-001	-8.591e-006
-3.783e-001	-8.518e-006
-3.784e-001	-8.448e-006
-3.785e-001	-8.425e-006
-3.786e-001	-8.474e-006
-3.787e-001	-8.587e-006
-3.788e-001	-8.449e-006
-3.789e-001	-8.809e-006
-3.790e-001	-8.741e-006
-3.791e-001	-8.807e-006
-3.792e-001	-8.498e-006
-3.793e-001	-8.725e-006
-3.794e-001	-8.623e-006
-3.795e-001	-8.522e-006
-3.796e-001	-8.811e-006
-3.797e-001	-8.036e-006
-3.797e-001	-8.594e-006
-3.798e-001	-8.162e-006
-3.800e-001	-8.874e-006
-3.800e-001	-8.329e-006
-3.802e-001	-8.677e-006
-3.803e-001	-8.750e-006
-3.804e-001	-8.288e-006
-3.805e-001	-8.427e-006
-3.806e-001	-8.407e-006
-3.807e-001	-8.791e-006
-3.808e-001	-8.961e-006
-3.809e-001	-8.939e-006
-3.810e-001	-8.472e-006
-3.811e-001	-8.969e-006
-3.812e-001	-8.698e-006
-3.813e-001	-8.749e-006
-3.814e-001	-8.882e-006
-3.814e-001	-8.655e-006
-3.816e-001	-8.689e-006
-3.817e-001	-8.882e-006
-3.818e-001	-9.125e-006
-3.818e-001	-8.745e-006
-3.820e-001	-8.953e-006
-3.821e-001	-9.121e-006
-3.822e-001	-8.540e-006
-3.823e-001	-8.948e-006
-3.824e-001	-8.815e-006
-3.825e-001	-8.361e-006
-3.826e-001	-8.748e-006
-3.826e-001	-8.404e-006
-3.828e-001	-8.438e-006
-3.829e-001	-8.391e-006
-3.830e-001	-8.461e-006
-3.831e-001	-8.594e-006
-3.831e-001	-8.417e-006
-3.833e-001	-8.574e-006
-3.834e-001	-8.564e-006
-3.835e-001	-8.840e-006
-3.836e-001	-8.587e-006
-3.837e-001	-8.443e-006
-3.838e-001	-8.930e-006
-3.839e-001	-8.577e-006
-3.840e-001	-8.885e-006
-3.841e-001	-8.551e-006
-3.842e-001	-8.749e-006
-3.843e-001	-8.781e-006
-3.844e-001	-8.577e-006
-3.844e-001	-8.841e-006
-3.845e-001	-8.780e-006
-3.846e-001	-8.814e-006
-3.848e-001	-8.583e-006
-3.849e-001	-8.619e-006
-3.850e-001	-8.702e-006
-3.851e-001	-8.653e-006
-3.852e-001	-8.234e-006
-3.852e-001	-8.668e-006
-3.854e-001	-8.902e-006
-3.855e-001	-8.481e-006
-3.856e-001	-8.757e-006
-3.857e-001	-8.861e-006
-3.858e-001	-8.713e-006
-3.859e-001	-8.595e-006
-3.860e-001	-8.810e-006
-3.860e-001	-8.652e-006
-3.861e-001	-8.708e-006
-3.862e-001	-8.627e-006
-3.863e-001	-8.487e-006
-3.865e-001	-9.225e-006
-3.866e-001	-8.596e-006
-3.867e-001	-8.997e-006
-3.868e-001	-9.096e-006
-3.869e-001	-9.131e-006
-3.869e-001	-8.844e-006
-3.871e-001	-8.676e-006
-3.872e-001	-8.839e-006
-3.873e-001	-8.989e-006
-3.874e-001	-8.447e-006
-3.875e-001	-8.621e-006
-3.876e-001	-9.029e-006
-3.876e-001	-8.744e-006
-3.877e-001	-8.739e-006
-3.878e-001	-9.111e-006
-3.879e-001	-8.857e-006
-3.881e-001	-8.530e-006
-3.882e-001	-8.834e-006
-3.882e-001	-8.840e-006
-3.883e-001	-8.668e-006
-3.884e-001	-8.727e-006
-3.886e-001	-9.048e-006
-3.887e-001	-8.929e-006
-3.888e-001	-8.644e-006
-3.889e-001	-9.297e-006
-3.890e-001	-8.949e-006
-3.890e-001	-8.781e-006
-3.892e-001	-8.258e-006
-3.892e-001	-8.794e-006
-3.893e-001	-8.727e-006
-3.894e-001	-8.629e-006
-3.895e-001	-9.261e-006
-3.897e-001	-8.876e-006
-3.898e-001	-8.895e-006
-3.898e-001	-8.781e-006
-3.900e-001	-8.986e-006
-3.901e-001	-8.431e-006
-3.901e-001	-9.304e-006
-3.903e-001	-8.822e-006
-3.904e-001	-9.128e-006
-3.905e-001	-9.042e-006
-3.906e-001	-9.301e-006
-3.907e-001	-8.980e-006
-3.908e-001	-9.426e-006
-3.909e-001	-8.997e-006
-3.910e-001	-9.049e-006
-3.911e-001	-8.614e-006
-3.912e-001	-8.617e-006
-3.912e-001	-8.368e-006
-3.914e-001	-8.634e-006
-3.915e-001	-8.994e-006
-3.915e-001	-8.904e-006
-3.917e-001	-8.943e-006
-3.918e-001	-8.773e-006
-3.919e-001	-8.790e-006
-3.920e-001	-8.979e-006
-3.921e-001	-8.944e-006
-3.922e-001	-8.609e-006
-3.922e-001	-8.677e-006
-3.924e-001	-9.113e-006
-3.924e-001	-8.521e-006
-3.925e-001	-8.723e-006
-3.926e-001	-9.327e-006
-3.927e-001	-9.159e-006
-3.928e-001	-9.488e-006
-3.930e-001	-9.119e-006
-3.931e-001	-9.300e-006
-3.932e-001	-9.070e-006
-3.932e-001	-9.440e-006
-3.933e-001	-9.275e-006
-3.935e-001	-9.086e-006
-3.936e-001	-8.566e-006
-3.937e-001	-8.592e-006
-3.938e-001	-8.781e-006
-3.939e-001	-8.653e-006
-3.940e-001	-8.561e-006
-3.941e-001	-8.904e-006
-3.941e-001	-8.849e-006
-3.942e-001	-8.851e-006
-3.943e-001	-9.189e-006
-3.945e-001	-8.894e-006
-3.946e-001	-8.851e-006
-3.947e-001	-9.325e-006
-3.948e-001	-8.681e-006
-3.948e-001	-8.962e-006
-3.950e-001	-8.911e-006
-3.951e-001	-8.669e-006
-3.952e-001	-9.039e-006
-3.952e-001	-8.664e-006
-3.954e-001	-8.837e-006
-3.955e-001	-9.039e-006
-3.955e-001	-8.820e-006
-3.956e-001	-9.114e-006
-3.957e-001	-8.826e-006
-3.958e-001	-9.303e-006
-3.960e-001	-9.206e-006
-3.960e-001	-8.728e-006
-3.962e-001	-8.915e-006
-3.963e-001	-8.785e-006
-3.964e-001	-9.138e-006
-3.964e-001	-8.702e-006
-3.966e-001	-8.842e-006
-3.967e-001	-9.142e-006
-3.968e-001	-9.619e-006
-3.969e-001	-8.873e-006
-3.970e-001	-9.270e-006
-3.971e-001	-8.722e-006
-3.972e-001	-9.136e-006
-3.972e-001	-8.827e-006
-3.974e-001	-9.198e-006
-3.974e-001	-8.895e-006
-3.975e-001	-9.319e-006
-3.976e-001	-9.175e-006
-3.978e-001	-9.309e-006
-3.979e-001	-9.044e-006
-3.980e-001	-9.363e-006
-3.981e-001	-8.990e-006
-3.981e-001	-9.224e-006
-3.983e-001	-9.076e-006
-3.984e-001	-9.599e-006
-3.985e-001	-8.854e-006
-3.985e-001	-8.985e-006
-3.987e-001	-9.024e-006
-3.988e-001	-9.311e-006
-3.989e-001	-9.415e-006
-3.990e-001	-9.006e-006
-3.990e-001	-9.231e-006
-3.992e-001	-9.113e-006
-3.993e-001	-9.441e-006
-3.993e-001	-8.771e-006
-3.995e-001	-9.277e-006
-3.996e-001	-9.166e-006
-3.997e-001	-9.172e-006
-3.998e-001	-8.953e-006
-3.999e-001	-9.119e-006
-4.000e-001	-8.897e-006
-4.001e-001	-8.994e-006
-4.001e-001	-9.044e-006
-4.003e-001	-9.079e-006
-4.004e-001	-8.804e-006
-4.004e-001	-9.401e-006
