XY
	CURVE1 (new-5mmolar-15btmapaq-CV-nitrogen-500mvps.DTA)[BKS]		CURVE2 (new-5mmolar-15btmapaq-CV-nitrogen-500mvps.DTA)[BKS]
4.989e-001	5.602e-005	4.988e-001	3.927e-005
4.948e-001	4.966e-005		
4.908e-001	4.539e-005		
4.868e-001	4.120e-005		
4.828e-001	3.753e-005		
4.788e-001	3.490e-005		
4.749e-001	3.197e-005		
4.708e-001	2.990e-005		
4.668e-001	2.693e-005		
4.629e-001	2.614e-005		
4.589e-001	2.367e-005		
4.549e-001	2.363e-005		
4.509e-001	2.099e-005		
4.469e-001	2.151e-005		
4.429e-001	1.904e-005		
4.389e-001	1.964e-005		
4.349e-001	1.718e-005		
4.309e-001	1.792e-005		
4.269e-001	1.540e-005		
4.230e-001	1.628e-005		
4.189e-001	1.381e-005		
4.149e-001	1.444e-005		
4.109e-001	1.234e-005		
4.069e-001	1.276e-005		
4.029e-001	1.112e-005		
3.990e-001	1.129e-005		
3.949e-001	1.008e-005		
3.909e-001	1.012e-005		
3.869e-001	9.355e-006		
3.830e-001	9.167e-006		
3.789e-001	8.880e-006		
3.750e-001	8.184e-006		
3.709e-001	8.507e-006		
3.669e-001	7.450e-006		
3.629e-001	8.272e-006		
3.590e-001	6.973e-006		
3.549e-001	8.146e-006		
3.510e-001	6.758e-006		
3.470e-001	8.110e-006		
3.430e-001	6.583e-006		
3.390e-001	8.029e-006		
3.350e-001	6.322e-006		
3.310e-001	7.831e-006		
3.271e-001	5.905e-006		
3.230e-001	7.354e-006		
3.189e-001	5.359e-006		
3.150e-001	6.510e-006		
3.110e-001	4.801e-006		
3.071e-001	5.578e-006		
3.031e-001	4.300e-006		
2.990e-001	4.808e-006		
2.951e-001	3.872e-006		
2.910e-001	4.195e-006		
2.870e-001	3.686e-006		
2.830e-001	3.707e-006		
2.791e-001	3.658e-006		
2.751e-001	3.176e-006		
2.711e-001	3.688e-006		
2.670e-001	2.818e-006		
2.630e-001	3.740e-006		
2.591e-001	2.577e-006		
2.551e-001	3.852e-006		
2.511e-001	2.561e-006		
2.471e-001	4.007e-006		
2.430e-001	2.641e-006		
2.390e-001	4.191e-006		
2.351e-001	2.571e-006		
2.311e-001	4.254e-006		
2.271e-001	2.373e-006		
2.231e-001	3.901e-006		
2.192e-001	1.946e-006		
2.151e-001	3.200e-006		
2.111e-001	1.551e-006		
2.071e-001	2.345e-006		
2.031e-001	1.206e-006		
1.992e-001	1.806e-006		
1.952e-001	9.252e-007		
1.911e-001	1.287e-006		
1.871e-001	8.145e-007		
1.832e-001	8.661e-007		
1.792e-001	9.258e-007		
1.752e-001	5.045e-007		
1.712e-001	9.964e-007		
1.671e-001	1.609e-007		
1.631e-001	1.164e-006		
1.592e-001	6.572e-008		
1.552e-001	1.331e-006		
1.512e-001	1.508e-007		
1.472e-001	1.654e-006		
1.432e-001	2.749e-007		
1.392e-001	1.855e-006		
1.352e-001	2.857e-007		
1.312e-001	1.918e-006		
1.272e-001	9.874e-008		
1.232e-001	1.704e-006		
1.192e-001	-1.889e-007		
1.152e-001	1.106e-006		
1.112e-001	-5.053e-007		
1.072e-001	3.623e-007		
1.032e-001	-7.964e-007		
9.924e-002	-1.727e-007		
9.526e-002	-1.033e-006		
9.119e-002	-6.016e-007		
8.723e-002	-1.086e-006		
8.323e-002	-9.466e-007		
7.924e-002	-9.135e-007		
7.524e-002	-1.303e-006		
7.130e-002	-7.678e-007		
6.720e-002	-1.512e-006		
6.326e-002	-5.708e-007		
5.925e-002	-1.639e-006		
5.525e-002	-3.083e-007		
5.125e-002	-1.469e-006		
4.732e-002	4.749e-008		
4.323e-002	-1.290e-006		
3.933e-002	3.821e-007		
3.524e-002	-1.196e-006		
3.128e-002	4.917e-007		
2.722e-002	-1.263e-006		
2.334e-002	3.104e-007		
1.924e-002	-1.529e-006		
1.534e-002	-1.925e-007		
1.126e-002	-1.862e-006		
7.293e-003	-9.256e-007		
3.263e-003	-2.084e-006		
-6.838e-004	-1.438e-006		
-4.749e-003	-2.287e-006		
-8.654e-003	-1.788e-006		
-1.273e-002	-2.225e-006		
-1.670e-002	-2.088e-006		
-2.072e-002	-2.040e-006		
-2.470e-002	-2.412e-006		
-2.873e-002	-1.862e-006		
-3.263e-002	-2.572e-006		
-3.675e-002	-1.643e-006		
-4.069e-002	-2.622e-006		
-4.473e-002	-1.299e-006		
-4.868e-002	-2.484e-006		
-5.272e-002	-9.645e-007		
-5.660e-002	-2.195e-006		
-6.072e-002	-6.762e-007		
-6.467e-002	-2.112e-006		
-6.870e-002	-4.083e-007		
-7.263e-002	-2.145e-006		
-7.672e-002	-5.517e-007		
