XY
	CURVE1 (new-5mmolar-15btmapaq-CV-nitrogen-900mvps.DTA)[BKS]		CURVE2 (new-5mmolar-15btmapaq-CV-nitrogen-900mvps.DTA)[BKS]
4.989e-001	6.472e-005	4.988e-001	5.854e-005
4.948e-001	6.103e-005		
4.908e-001	5.511e-005		
4.868e-001	5.170e-005		
4.829e-001	4.858e-005		
4.789e-001	4.636e-005		
4.749e-001	4.269e-005		
4.708e-001	4.007e-005		
4.668e-001	3.886e-005		
4.628e-001	3.587e-005		
4.589e-001	3.383e-005		
4.548e-001	3.125e-005		
4.509e-001	3.140e-005		
4.468e-001	2.837e-005		
4.428e-001	2.764e-005		
4.388e-001	2.561e-005		
4.348e-001	2.598e-005		
4.308e-001	2.319e-005		
4.269e-001	2.268e-005		
4.229e-001	2.169e-005		
4.188e-001	2.115e-005		
4.148e-001	1.935e-005		
4.109e-001	1.821e-005		
4.068e-001	1.851e-005		
4.029e-001	1.681e-005		
3.988e-001	1.606e-005		
3.948e-001	1.461e-005		
3.908e-001	1.591e-005		
3.868e-001	1.342e-005		
3.828e-001	1.351e-005		
3.789e-001	1.241e-005		
3.748e-001	1.331e-005		
3.708e-001	1.139e-005		
3.668e-001	1.141e-005		
3.628e-001	1.124e-005		
3.588e-001	1.110e-005		
3.549e-001	9.865e-006		
3.508e-001	9.168e-006		
3.469e-001	1.012e-005		
3.428e-001	8.719e-006		
3.388e-001	8.511e-006		
3.348e-001	7.284e-006		
3.309e-001	8.942e-006		
3.268e-001	6.716e-006		
3.228e-001	7.231e-006		
3.188e-001	6.275e-006		
3.148e-001	7.543e-006		
3.108e-001	5.796e-006		
3.069e-001	6.047e-006		
3.028e-001	6.218e-006		
2.988e-001	5.963e-006		
2.948e-001	5.109e-006		
2.908e-001	4.490e-006		
2.868e-001	5.518e-006		
2.828e-001	4.179e-006		
2.788e-001	4.136e-006		
2.748e-001	2.953e-006		
2.707e-001	4.782e-006		
2.668e-001	2.761e-006		
2.628e-001	3.186e-006		
2.588e-001	2.482e-006		
2.548e-001	3.780e-006		
2.508e-001	2.219e-006		
2.468e-001	2.375e-006		
2.428e-001	2.657e-006		
2.388e-001	2.400e-006		
2.348e-001	1.761e-006		
2.308e-001	1.160e-006		
2.268e-001	2.282e-006		
2.227e-001	9.856e-007		
2.188e-001	1.029e-006		
2.148e-001	-6.735e-008		
2.108e-001	1.827e-006		
2.068e-001	-6.113e-008		
2.028e-001	2.832e-007		
1.988e-001	-2.870e-007		
1.948e-001	1.080e-006		
1.907e-001	-4.807e-007		
1.868e-001	-2.807e-007		
1.828e-001	2.388e-007		
1.788e-001	-1.839e-007		
1.748e-001	-7.830e-007		
1.708e-001	-1.446e-006		
1.668e-001	-1.313e-007		
1.628e-001	-1.581e-006		
1.587e-001	-1.300e-006		
1.548e-001	-2.356e-006		
1.508e-001	-5.679e-007		
1.468e-001	-2.448e-006		
1.427e-001	-1.926e-006		
1.388e-001	-2.447e-006		
1.347e-001	-1.084e-006		
1.308e-001	-2.660e-006		
1.268e-001	-2.371e-006		
1.228e-001	-1.839e-006		
1.188e-001	-2.296e-006		
1.147e-001	-2.799e-006		
1.107e-001	-3.437e-006		
1.068e-001	-2.080e-006		
1.027e-001	-3.547e-006		
9.883e-002	-3.247e-006		
9.468e-002	-4.167e-006		
9.086e-002	-2.358e-006		
8.672e-002	-4.076e-006		
8.276e-002	-3.535e-006		
7.867e-002	-4.029e-006		
7.481e-002	-2.816e-006		
7.068e-002	-4.291e-006		
6.684e-002	-4.015e-006		
6.270e-002	-3.322e-006		
5.872e-002	-3.895e-006		
5.470e-002	-4.324e-006		
5.081e-002	-4.986e-006		
4.677e-002	-3.585e-006		
4.283e-002	-5.096e-006		
3.880e-002	-4.591e-006		
3.470e-002	-5.547e-006		
3.065e-002	-3.659e-006		
2.677e-002	-5.447e-006		
2.262e-002	-4.959e-006		
1.880e-002	-5.301e-006		
1.462e-002	-4.191e-006		
1.071e-002	-5.512e-006		
6.677e-003	-5.297e-006		
2.758e-003	-4.462e-006		
-1.329e-003	-5.020e-006		
-5.261e-003	-5.500e-006		
-9.497e-003	-6.168e-006		
-1.338e-002	-4.545e-006		
-1.739e-002	-6.216e-006		
-2.131e-002	-5.626e-006		
-2.535e-002	-6.470e-006		
-2.925e-002	-4.728e-006		
-3.343e-002	-6.391e-006		
-3.719e-002	-5.922e-006		
-4.136e-002	-6.106e-006		
-4.536e-002	-5.074e-006		
-4.940e-002	-6.313e-006		
-5.326e-002	-6.170e-006		
-5.746e-002	-5.214e-006		
-6.122e-002	-5.911e-006		
-6.540e-002	-6.228e-006		
-6.933e-002	-6.951e-006		
-7.337e-002	-5.252e-006		
-7.723e-002	-6.994e-006		
-8.137e-002	-6.321e-006		
-8.525e-002	-7.222e-006		
-8.937e-002	-5.466e-006		
-9.340e-002	-7.034e-006		
-9.742e-002	-6.561e-006		
-1.014e-001	-6.699e-006		
-1.054e-001	-5.848e-006		
-1.093e-001	-6.938e-006		
-1.134e-001	-6.881e-006		
-1.173e-001	-5.871e-006		
-1.214e-001	-6.643e-006		
-1.254e-001	-6.845e-006		
-1.295e-001	-7.537e-006		
-1.333e-001	-5.857e-006		
-1.375e-001	-7.619e-006		
-1.414e-001	-6.877e-006		
-1.455e-001	-7.727e-006		
-1.493e-001	-5.920e-006		
-1.534e-001	-7.557e-006		
-1.573e-001	-7.088e-006		
-1.614e-001	-7.072e-006		
-1.653e-001	-6.364e-006		
-1.695e-001	-7.422e-006		
-1.734e-001	-7.419e-006		
-1.775e-001	-6.290e-006		
-1.813e-001	-7.072e-006		
-1.855e-001	-7.303e-006		
-1.892e-001	-8.079e-006		
-1.934e-001	-6.204e-006		
-1.974e-001	-8.086e-006		
-2.014e-001	-7.391e-006		
-2.054e-001	-8.012e-006		
-2.095e-001	-6.320e-006		
-2.133e-001	-7.947e-006		
-2.174e-001	-7.446e-006		
-2.215e-001	-7.372e-006		
-2.255e-001	-6.795e-006		
-2.294e-001	-7.818e-006		
-2.335e-001	-7.859e-006		
-2.373e-001	-6.627e-006		
-2.415e-001	-7.474e-006		
-2.455e-001	-7.534e-006		
-2.495e-001	-8.429e-006		
-2.534e-001	-6.484e-006		
-2.575e-001	-8.406e-006		
-2.613e-001	-7.619e-006		
-2.655e-001	-8.177e-006		
-2.694e-001	-6.577e-006		
-2.735e-001	-8.104e-006		
-2.774e-001	-7.575e-006		
-2.815e-001	-7.364e-006		
-2.854e-001	-6.941e-006		
-2.895e-001	-7.779e-006		
-2.933e-001	-7.912e-006		
-2.975e-001	-6.706e-006		
-3.015e-001	-7.620e-006		
-3.055e-001	-7.609e-006		
-3.094e-001	-8.605e-006		
-3.135e-001	-6.629e-006		
-3.173e-001	-8.480e-006		
-3.215e-001	-7.817e-006		
-3.255e-001	-8.601e-006		
-3.295e-001	-6.900e-006		
-3.334e-001	-8.532e-006		
-3.375e-001	-8.164e-006		
-3.413e-001	-7.983e-006		
-3.455e-001	-7.885e-006		
-3.495e-001	-8.737e-006		
-3.535e-001	-9.184e-006		
-3.574e-001	-7.965e-006		
-3.615e-001	-9.262e-006		
-3.654e-001	-9.409e-006		
-3.695e-001	-1.060e-005		
-3.735e-001	-8.683e-006		
-3.775e-001	-1.080e-005		
-3.815e-001	-1.026e-005		
-3.855e-001	-1.106e-005		
-3.894e-001	-9.596e-006		
-3.935e-001	-1.144e-005		
-3.975e-001	-1.126e-005		
-4.016e-001	-1.112e-005		
-4.055e-001	-1.110e-005		
-4.095e-001	-1.199e-005		
-4.135e-001	-1.248e-005		
-4.175e-001	-1.144e-005		
-4.213e-001	-1.270e-005		
-4.255e-001	-1.269e-005		
-4.295e-001	-1.386e-005		
-4.335e-001	-1.198e-005		
-4.374e-001	-1.407e-005		
-4.415e-001	-1.374e-005		
-4.454e-001	-1.448e-005		
-4.496e-001	-1.309e-005		
-4.535e-001	-1.481e-005		
-4.575e-001	-1.462e-005		
-4.615e-001	-1.433e-005		
-4.655e-001	-1.451e-005		
-4.694e-001	-1.528e-005		
-4.735e-001	-1.597e-005		
-4.775e-001	-1.468e-005		
-4.815e-001	-1.620e-005		
-4.855e-001	-1.626e-005		
-4.896e-001	-1.743e-005		
-4.935e-001	-1.570e-005		
-4.975e-001	-1.785e-005		
-5.015e-001	-1.751e-005		
-5.055e-001	-1.854e-005		
-5.095e-001	-1.756e-005		
-5.135e-001	-1.974e-005		
-5.174e-001	-1.994e-005		
-5.215e-001	-2.018e-005		
-5.256e-001	-2.145e-005		
-5.295e-001	-2.302e-005		
-5.335e-001	-2.493e-005		
-5.375e-001	-2.506e-005		
-5.415e-001	-2.794e-005		
-5.455e-001	-2.948e-005		
-5.494e-001	-3.261e-005		
-5.535e-001	-3.303e-005		
-5.575e-001	-3.762e-005		
-5.616e-001	-4.010e-005		
-5.655e-001	-4.390e-005		
-5.695e-001	-4.632e-005		
-5.734e-001	-5.197e-005		
-5.775e-001	-5.612e-005		
-5.815e-001	-6.027e-005		
-5.855e-001	-6.583e-005		
-5.894e-001	-7.216e-005		
-5.935e-001	-7.920e-005		
-5.973e-001	-8.500e-005		
-6.015e-001	-9.445e-005		
-6.055e-001	-1.029e-004		
-6.095e-001	-1.135e-004		
-6.134e-001	-1.223e-004		
-6.175e-001	-1.357e-004		
-6.212e-001	-1.481e-004		
-6.255e-001	-1.626e-004		
-6.294e-001	-1.766e-004		
-6.334e-001	-1.941e-004		
-6.372e-001	-2.110e-004		
-6.413e-001	-2.289e-004		
-6.452e-001	-2.482e-004		
-6.496e-001	-2.718e-004		
-6.535e-001	-2.924e-004		
-6.575e-001	-3.110e-004		
-6.615e-001	-3.327e-004		
-6.655e-001	-3.521e-004		
-6.695e-001	-3.724e-004		
-6.735e-001	-3.893e-004		
-6.774e-001	-4.093e-004		
-6.816e-001	-4.264e-004		
-6.856e-001	-4.424e-004		
-6.895e-001	-4.558e-004		
-6.935e-001	-4.704e-004		
-6.975e-001	-4.816e-004		
-7.015e-001	-4.909e-004		
-7.055e-001	-5.000e-004		
-7.095e-001	-5.071e-004		
-7.135e-001	-5.132e-004		
-7.175e-001	-5.153e-004		
-7.215e-001	-5.194e-004		
-7.255e-001	-5.195e-004		
-7.296e-001	-5.193e-004		
-7.335e-001	-5.158e-004		
-7.375e-001	-5.148e-004		
-7.415e-001	-5.106e-004		
-7.455e-001	-5.064e-004		
-7.495e-001	-5.005e-004		
-7.535e-001	-4.962e-004		
-7.575e-001	-4.901e-004		
-7.616e-001	-4.832e-004		
-7.656e-001	-4.777e-004		
-7.695e-001	-4.718e-004		
-7.736e-001	-4.664e-004		
-7.776e-001	-4.586e-004		
-7.816e-001	-4.541e-004		
-7.856e-001	-4.477e-004		
-7.896e-001	-4.426e-004		
-7.935e-001	-4.350e-004		
-7.975e-001	-4.314e-004		
-8.016e-001	-4.257e-004		
-8.056e-001	-4.204e-004		
-8.096e-001	-4.146e-004		
-8.136e-001	-4.109e-004		
-8.176e-001	-4.061e-004		
-8.215e-001	-4.006e-004		
-8.255e-001	-3.966e-004		
-8.295e-001	-3.925e-004		
-8.335e-001	-3.890e-004		
-8.375e-001	-3.831e-004		
-8.416e-001	-3.812e-004		
-8.455e-001	-3.766e-004		
-8.496e-001	-3.736e-004		
-8.535e-001	-3.683e-004		
-8.576e-001	-3.663e-004		
-8.616e-001	-3.624e-004		
-8.656e-001	-3.591e-004		
-8.695e-001	-3.552e-004		
-8.735e-001	-3.533e-004		
-8.775e-001	-3.501e-004		
-8.816e-001	-3.463e-004		
-8.856e-001	-3.439e-004		
-8.896e-001	-3.414e-004		
-8.935e-001	-3.390e-004		
-8.976e-001	-3.345e-004		
-9.016e-001	-3.337e-004		
-9.056e-001	-3.301e-004		
-9.096e-001	-3.282e-004		
-9.136e-001	-3.239e-004		
-9.176e-001	-3.233e-004		
-9.216e-001	-3.205e-004		
-9.256e-001	-3.183e-004		
-9.297e-001	-3.154e-004		
-9.336e-001	-3.142e-004		
-9.376e-001	-3.120e-004		
-9.416e-001	-3.090e-004		
-9.456e-001	-3.077e-004		
-9.495e-001	-3.058e-004		
-9.536e-001	-3.048e-004		
-9.577e-001	-3.008e-004		
-9.617e-001	-3.006e-004		
-9.657e-001	-2.980e-004		
-9.696e-001	-2.969e-004		
-9.736e-001	-2.931e-004		
-9.777e-001	-2.932e-004		
-9.817e-001	-2.910e-004		
-9.856e-001	-2.890e-004		
-9.896e-001	-2.868e-004		
-9.936e-001	-2.864e-004		
-9.976e-001	-2.851e-004		
-9.936e-001	-2.751e-004		
-9.896e-001	-2.695e-004		
-9.857e-001	-2.643e-004		
-9.817e-001	-2.608e-004		
-9.776e-001	-2.546e-004		
-9.736e-001	-2.527e-004		
-9.697e-001	-2.486e-004		
-9.657e-001	-2.460e-004		
-9.617e-001	-2.412e-004		
-9.576e-001	-2.400e-004		
-9.536e-001	-2.370e-004		
-9.496e-001	-2.342e-004		
-9.456e-001	-2.315e-004		
-9.416e-001	-2.300e-004		
-9.376e-001	-2.281e-004		
-9.336e-001	-2.245e-004		
-9.294e-001	-2.222e-004		
-9.253e-001	-2.200e-004		
-9.215e-001	-2.191e-004		
-9.173e-001	-2.153e-004		
-9.134e-001	-2.162e-004		
-9.094e-001	-2.134e-004		
-9.055e-001	-2.121e-004		
-9.013e-001	-2.085e-004		
-8.974e-001	-2.082e-004		
-8.934e-001	-2.058e-004		
-8.895e-001	-2.036e-004		
-8.854e-001	-2.018e-004		
-8.815e-001	-2.008e-004		
-8.773e-001	-1.992e-004		
-8.734e-001	-1.962e-004		
-8.694e-001	-1.956e-004		
-8.654e-001	-1.939e-004		
-8.614e-001	-1.931e-004		
-8.574e-001	-1.894e-004		
-8.533e-001	-1.896e-004		
-8.494e-001	-1.873e-004		
-8.454e-001	-1.861e-004		
-8.415e-001	-1.829e-004		
-8.374e-001	-1.826e-004		
-8.334e-001	-1.805e-004		
-8.293e-001	-1.784e-004		
-8.255e-001	-1.766e-004		
-8.213e-001	-1.754e-004		
-8.175e-001	-1.740e-004		
-8.134e-001	-1.707e-004		
-8.095e-001	-1.698e-004		
-8.053e-001	-1.677e-004		
-8.015e-001	-1.665e-004		
-7.973e-001	-1.622e-004		
-7.935e-001	-1.618e-004		
-7.894e-001	-1.587e-004		
-7.855e-001	-1.569e-004		
-7.815e-001	-1.527e-004		
-7.775e-001	-1.514e-004		
-7.734e-001	-1.482e-004		
-7.695e-001	-1.445e-004		
-7.655e-001	-1.412e-004		
-7.615e-001	-1.382e-004		
-7.575e-001	-1.348e-004		
-7.535e-001	-1.293e-004		
-7.493e-001	-1.262e-004		
-7.455e-001	-1.212e-004		
-7.415e-001	-1.169e-004		
-7.375e-001	-1.094e-004		
-7.335e-001	-1.053e-004		
-7.295e-001	-9.828e-005		
-7.255e-001	-9.185e-005		
-7.215e-001	-8.294e-005		
-7.174e-001	-7.611e-005		
-7.135e-001	-6.729e-005		
-7.095e-001	-5.771e-005		
-7.055e-001	-4.809e-005		
-7.015e-001	-3.843e-005		
-6.976e-001	-2.822e-005		
-6.936e-001	-1.547e-005		
-6.896e-001	-5.103e-006		
-6.856e-001	7.213e-006		
-6.817e-001	1.885e-005		
-6.777e-001	3.343e-005		
-6.736e-001	4.422e-005		
-6.696e-001	5.746e-005		
-6.656e-001	6.952e-005		
-6.617e-001	8.305e-005		
-6.577e-001	9.351e-005		
-6.538e-001	1.055e-004		
-6.497e-001	1.172e-004		
-6.458e-001	1.274e-004		
-6.418e-001	1.369e-004		
-6.378e-001	1.458e-004		
-6.338e-001	1.558e-004		
-6.298e-001	1.621e-004		
-6.258e-001	1.697e-004		
-6.218e-001	1.754e-004		
-6.179e-001	1.834e-004		
-6.139e-001	1.869e-004		
-6.099e-001	1.925e-004		
-6.059e-001	1.964e-004		
-6.018e-001	2.018e-004		
-5.978e-001	2.039e-004		
-5.939e-001	2.072e-004		
-5.898e-001	2.106e-004		
-5.859e-001	2.124e-004		
-5.819e-001	2.140e-004		
-5.779e-001	2.148e-004		
-5.738e-001	2.177e-004		
-5.698e-001	2.171e-004		
-5.659e-001	2.182e-004		
-5.619e-001	2.177e-004		
-5.579e-001	2.199e-004		
-5.539e-001	2.177e-004		
-5.498e-001	2.179e-004		
-5.458e-001	2.168e-004		
-5.418e-001	2.169e-004		
-5.378e-001	2.143e-004		
-5.339e-001	2.133e-004		
-5.299e-001	2.128e-004		
-5.259e-001	2.107e-004		
-5.218e-001	2.088e-004		
-5.178e-001	2.064e-004		
-5.138e-001	2.063e-004		
-5.098e-001	2.029e-004		
-5.059e-001	2.014e-004		
-5.018e-001	1.989e-004		
-4.978e-001	1.990e-004		
-4.938e-001	1.952e-004		
-4.898e-001	1.939e-004		
-4.858e-001	1.919e-004		
-4.818e-001	1.909e-004		
-4.778e-001	1.879e-004		
-4.738e-001	1.863e-004		
-4.698e-001	1.856e-004		
-4.658e-001	1.832e-004		
-4.617e-001	1.813e-004		
-4.578e-001	1.789e-004		
-4.538e-001	1.791e-004		
-4.498e-001	1.758e-004		
-4.458e-001	1.750e-004		
-4.418e-001	1.730e-004		
-4.377e-001	1.735e-004		
-4.338e-001	1.705e-004		
-4.298e-001	1.698e-004		
-4.258e-001	1.686e-004		
-4.217e-001	1.684e-004		
-4.177e-001	1.662e-004		
-4.137e-001	1.652e-004		
-4.097e-001	1.654e-004		
-4.057e-001	1.637e-004		
-4.018e-001	1.625e-004		
-3.977e-001	1.610e-004		
-3.937e-001	1.621e-004		
-3.897e-001	1.594e-004		
-3.857e-001	1.594e-004		
-3.817e-001	1.579e-004		
-3.778e-001	1.589e-004		
-3.738e-001	1.565e-004		
-3.697e-001	1.561e-004		
-3.657e-001	1.555e-004		
-3.617e-001	1.555e-004		
-3.577e-001	1.535e-004		
-3.537e-001	1.527e-004		
-3.497e-001	1.531e-004		
-3.457e-001	1.516e-004		
-3.417e-001	1.506e-004		
-3.376e-001	1.489e-004		
-3.336e-001	1.499e-004		
-3.296e-001	1.473e-004		
-3.257e-001	1.471e-004		
-3.217e-001	1.454e-004		
-3.176e-001	1.464e-004		
-3.136e-001	1.436e-004		
-3.096e-001	1.433e-004		
-3.056e-001	1.424e-004		
-3.016e-001	1.420e-004		
-2.977e-001	1.401e-004		
-2.937e-001	1.389e-004		
-2.897e-001	1.391e-004		
-2.856e-001	1.372e-004		
-2.817e-001	1.359e-004		
-2.776e-001	1.339e-004		
-2.736e-001	1.350e-004		
-2.696e-001	1.322e-004		
-2.656e-001	1.318e-004		
-2.616e-001	1.300e-004		
-2.576e-001	1.307e-004		
-2.536e-001	1.279e-004		
-2.496e-001	1.274e-004		
-2.456e-001	1.265e-004		
-2.416e-001	1.260e-004		
-2.376e-001	1.240e-004		
-2.336e-001	1.228e-004		
-2.296e-001	1.232e-004		
-2.256e-001	1.211e-004		
-2.216e-001	1.201e-004		
-2.176e-001	1.184e-004		
-2.135e-001	1.193e-004		
-2.096e-001	1.165e-004		
-2.055e-001	1.165e-004		
-2.015e-001	1.150e-004		
-1.975e-001	1.159e-004		
-1.936e-001	1.133e-004		
-1.895e-001	1.131e-004		
-1.856e-001	1.126e-004		
-1.815e-001	1.123e-004		
-1.776e-001	1.106e-004		
-1.736e-001	1.096e-004		
-1.696e-001	1.104e-004		
-1.656e-001	1.086e-004		
-1.615e-001	1.082e-004		
-1.575e-001	1.067e-004		
-1.535e-001	1.080e-004		
-1.495e-001	1.055e-004		
-1.455e-001	1.055e-004		
-1.415e-001	1.044e-004		
-1.375e-001	1.057e-004		
-1.335e-001	1.035e-004		
-1.296e-001	1.036e-004		
-1.256e-001	1.035e-004		
-1.215e-001	1.032e-004		
-1.175e-001	1.019e-004		
-1.135e-001	1.012e-004		
-1.094e-001	1.023e-004		
-1.055e-001	1.006e-004		
-1.015e-001	1.003e-004		
-9.755e-002	9.892e-005		
-9.352e-002	1.004e-004		
-8.952e-002	9.812e-005		
-8.543e-002	9.841e-005		
-8.153e-002	9.728e-005		
-7.744e-002	9.858e-005		
-7.352e-002	9.665e-005		
-6.950e-002	9.675e-005		
-6.553e-002	9.682e-005		
-6.145e-002	9.640e-005		
-5.754e-002	9.552e-005		
-5.343e-002	9.481e-005		
-4.953e-002	9.599e-005		
-4.550e-002	9.436e-005		
-4.151e-002	9.436e-005		
-3.736e-002	9.322e-005		
-3.352e-002	9.472e-005		
-2.941e-002	9.253e-005		
-2.554e-002	9.276e-005		
-2.149e-002	9.190e-005		
-1.752e-002	9.299e-005		
-1.349e-002	9.122e-005		
-9.550e-003	9.132e-005		
-5.425e-003	9.143e-005		
-1.510e-003	9.108e-005		
2.631e-003	9.009e-005		
6.501e-003	8.906e-005		
1.053e-002	9.049e-005		
1.446e-002	8.873e-005		
1.871e-002	8.858e-005		
2.248e-002	8.756e-005		
2.659e-002	8.924e-005		
3.048e-002	8.697e-005		
3.454e-002	8.720e-005		
3.855e-002	8.642e-005		
4.270e-002	8.765e-005		
4.651e-002	8.583e-005		
5.072e-002	8.578e-005		
5.451e-002	8.600e-005		
5.862e-002	8.550e-005		
6.252e-002	8.469e-005		
6.673e-002	8.363e-005		
7.052e-002	8.529e-005		
7.465e-002	8.338e-005		
7.849e-002	8.356e-005		
8.264e-002	8.259e-005		
8.653e-002	8.430e-005		
9.078e-002	8.206e-005		
9.452e-002	8.251e-005		
9.871e-002	8.162e-005		
1.025e-001	8.272e-005		
1.066e-001	8.117e-005		
1.105e-001	8.109e-005		
1.146e-001	8.162e-005		
1.186e-001	8.093e-005		
1.228e-001	8.028e-005		
1.266e-001	7.937e-005		
1.307e-001	8.062e-005		
1.345e-001	7.867e-005		
1.386e-001	7.903e-005		
1.425e-001	7.806e-005		
1.468e-001	7.984e-005		
1.505e-001	7.756e-005		
1.547e-001	7.763e-005		
1.586e-001	7.706e-005		
1.627e-001	7.806e-005		
1.667e-001	7.628e-005		
1.708e-001	7.615e-005		
1.746e-001	7.674e-005		
1.787e-001	7.604e-005		
1.826e-001	7.522e-005		
1.867e-001	7.408e-005		
1.906e-001	7.565e-005		
1.948e-001	7.361e-005		
1.986e-001	7.391e-005		
2.028e-001	7.332e-005		
2.066e-001	7.486e-005		
2.107e-001	7.253e-005		
