XY
	CURVE1 (new-5mmolar-15btmapaq-CV-nitrogen-400mvps.DTA)[BKS]		CURVE2 (new-5mmolar-15btmapaq-CV-nitrogen-400mvps.DTA)[BKS]
4.986e-001	6.518e-005	4.985e-001	3.369e-005
4.944e-001	5.721e-005		
4.905e-001	4.959e-005		
4.865e-001	4.421e-005		
4.825e-001	4.181e-005		
4.785e-001	3.651e-005		
4.745e-001	3.380e-005		
4.705e-001	3.012e-005		
4.666e-001	2.771e-005		
4.625e-001	2.779e-005		
4.586e-001	2.435e-005		
4.545e-001	2.317e-005		
4.506e-001	2.091e-005		
4.466e-001	1.958e-005		
4.426e-001	2.049e-005		
4.385e-001	1.783e-005		
4.346e-001	1.737e-005		
4.306e-001	1.566e-005		
4.266e-001	1.469e-005		
4.226e-001	1.602e-005		
4.186e-001	1.376e-005		
4.146e-001	1.365e-005		
4.106e-001	1.223e-005		
4.066e-001	1.159e-005		
4.027e-001	1.318e-005		
3.986e-001	1.117e-005		
3.946e-001	1.115e-005		
3.906e-001	9.954e-006		
3.866e-001	9.450e-006		
3.826e-001	1.114e-005		
3.787e-001	9.222e-006		
3.746e-001	9.389e-006		
3.707e-001	8.248e-006		
3.666e-001	7.887e-006		
3.626e-001	9.666e-006		
3.586e-001	7.829e-006		
3.547e-001	8.083e-006		
3.506e-001	7.025e-006		
3.467e-001	6.659e-006		
3.426e-001	8.556e-006		
3.387e-001	6.762e-006		
3.346e-001	7.053e-006		
3.307e-001	6.050e-006		
3.267e-001	5.768e-006		
3.227e-001	7.639e-006		
3.187e-001	5.882e-006		
3.147e-001	6.192e-006		
3.107e-001	5.261e-006		
3.067e-001	4.962e-006		
3.026e-001	6.905e-006		
2.987e-001	5.084e-006		
2.947e-001	5.470e-006		
2.907e-001	4.540e-006		
2.867e-001	4.295e-006		
2.827e-001	6.277e-006		
2.787e-001	4.493e-006		
2.747e-001	4.865e-006		
2.707e-001	3.938e-006		
2.668e-001	3.724e-006		
2.627e-001	5.703e-006		
2.587e-001	3.953e-006		
