XY
	CURVE1 (new-5mmolar-15btmapaq-CV-nitrogen-800mvps.DTA)[BKS]		CURVE2 (new-5mmolar-15btmapaq-CV-nitrogen-800mvps.DTA)[BKS]
4.988e-001	6.484e-005	4.987e-001	5.358e-005
4.947e-001	5.984e-005		
4.907e-001	5.414e-005		
4.867e-001	5.149e-005		
4.828e-001	4.767e-005		
4.787e-001	4.373e-005		
4.748e-001	4.210e-005		
4.707e-001	3.875e-005		
4.668e-001	3.631e-005		
4.627e-001	3.372e-005		
4.588e-001	3.188e-005		
4.548e-001	3.081e-005		
4.508e-001	2.807e-005		
4.468e-001	2.747e-005		
4.428e-001	2.574e-005		
4.388e-001	2.377e-005		
4.348e-001	2.347e-005		
4.308e-001	2.196e-005		
4.268e-001	2.100e-005		
4.228e-001	1.966e-005		
4.188e-001	1.889e-005		
4.148e-001	1.885e-005		
4.108e-001	1.654e-005		
4.068e-001	1.669e-005		
4.029e-001	1.559e-005		
3.988e-001	1.439e-005		
3.949e-001	1.474e-005		
3.908e-001	1.371e-005		
3.868e-001	1.301e-005		
3.829e-001	1.210e-005		
3.789e-001	1.193e-005		
3.749e-001	1.219e-005		
3.709e-001	1.044e-005		
3.669e-001	1.086e-005		
3.629e-001	1.003e-005		
3.589e-001	9.140e-006		
3.549e-001	9.763e-006		
3.509e-001	9.007e-006		
3.469e-001	8.566e-006		
3.429e-001	7.875e-006		
3.389e-001	7.987e-006		
3.349e-001	8.375e-006		
3.309e-001	6.758e-006		
3.269e-001	7.335e-006		
3.229e-001	6.815e-006		
3.189e-001	5.877e-006		
3.149e-001	6.640e-006		
3.109e-001	6.004e-006		
3.070e-001	5.741e-006		
3.029e-001	5.065e-006		
2.989e-001	5.270e-006		
2.950e-001	5.721e-006		
2.909e-001	4.224e-006		
2.869e-001	4.875e-006		
2.829e-001	4.265e-006		
2.790e-001	3.497e-006		
2.750e-001	4.279e-006		
2.709e-001	3.669e-006		
2.670e-001	3.388e-006		
2.630e-001	2.828e-006		
2.590e-001	3.084e-006		
2.550e-001	3.657e-006		
2.510e-001	2.087e-006		
2.470e-001	2.732e-006		
2.430e-001	2.295e-006		
2.390e-001	1.535e-006		
2.350e-001	2.353e-006		
2.310e-001	1.818e-006		
2.270e-001	1.565e-006		
2.230e-001	1.117e-006		
2.190e-001	1.362e-006		
2.150e-001	1.828e-006		
2.110e-001	4.000e-007		
2.070e-001	1.134e-006		
2.030e-001	6.716e-007		
1.990e-001	-1.432e-007		
1.950e-001	8.214e-007		
1.910e-001	2.360e-007		
1.870e-001	1.366e-008		
1.831e-001	-4.243e-007		
1.790e-001	-2.037e-007		
1.751e-001	3.790e-007		
1.711e-001	-1.048e-006		
1.670e-001	-3.235e-007		
1.631e-001	-7.514e-007		
1.591e-001	-1.548e-006		
