XY
	CURVE1 (new-5mmolar-15btmapaq-CV-nitrogen-300mvps.DTA)[BKS]		CURVE2 (new-5mmolar-15btmapaq-CV-nitrogen-300mvps.DTA)[BKS]
4.988e-001	6.376e-005	4.988e-001	2.841e-005
4.947e-001	5.381e-005		
4.907e-001	4.475e-005		
4.867e-001	3.973e-005		
4.828e-001	3.468e-005		
4.788e-001	3.248e-005		
4.748e-001	2.899e-005		
4.708e-001	2.525e-005		
4.668e-001	2.369e-005		
4.628e-001	2.134e-005		
4.587e-001	2.147e-005		
4.546e-001	1.962e-005		
4.507e-001	1.721e-005		
4.467e-001	1.682e-005		
4.427e-001	1.535e-005		
4.387e-001	1.621e-005		
4.347e-001	1.479e-005		
4.307e-001	1.290e-005		
4.268e-001	1.289e-005		
4.228e-001	1.181e-005		
4.188e-001	1.292e-005		
4.147e-001	1.181e-005		
4.108e-001	1.018e-005		
4.068e-001	1.040e-005		
4.028e-001	9.492e-006		
3.988e-001	1.084e-005		
3.948e-001	9.885e-006		
3.908e-001	8.430e-006		
3.868e-001	8.732e-006		
3.829e-001	7.977e-006		
3.789e-001	9.404e-006		
3.748e-001	8.521e-006		
3.709e-001	7.128e-006		
3.669e-001	7.523e-006		
3.629e-001	6.854e-006		
3.588e-001	8.339e-006		
3.549e-001	7.530e-006		
3.509e-001	6.206e-006		
3.469e-001	6.648e-006		
3.429e-001	5.977e-006		
3.389e-001	7.512e-006		
3.349e-001	6.734e-006		
3.309e-001	5.433e-006		
3.269e-001	5.932e-006		
3.229e-001	5.281e-006		
3.189e-001	6.828e-006		
3.149e-001	6.077e-006		
3.110e-001	4.797e-006		
3.070e-001	5.283e-006		
3.030e-001	4.682e-006		
2.990e-001	6.236e-006		
2.950e-001	5.500e-006		
2.910e-001	4.220e-006		
2.870e-001	4.727e-006		
2.830e-001	4.122e-006		
2.790e-001	5.704e-006		
2.750e-001	4.968e-006		
2.710e-001	3.687e-006		
2.670e-001	4.218e-006		
2.630e-001	3.635e-006		
2.590e-001	5.225e-006		
2.550e-001	4.468e-006		
2.510e-001	3.234e-006		
2.470e-001	3.730e-006		
2.430e-001	3.180e-006		
2.390e-001	4.745e-006		
2.350e-001	4.048e-006		
2.310e-001	2.810e-006		
2.270e-001	3.335e-006		
2.230e-001	2.745e-006		
2.190e-001	4.375e-006		
2.150e-001	3.634e-006		
2.111e-001	2.414e-006		
2.070e-001	2.943e-006		
2.031e-001	2.393e-006		
1.991e-001	3.987e-006		
1.950e-001	3.261e-006		
1.911e-001	2.036e-006		
1.871e-001	2.567e-006		
1.831e-001	2.025e-006		
1.791e-001	3.650e-006		
1.751e-001	2.915e-006		
1.711e-001	1.707e-006		
1.671e-001	2.228e-006		
1.631e-001	1.684e-006		
1.591e-001	3.329e-006		
1.551e-001	2.597e-006		
1.511e-001	1.404e-006		
1.471e-001	1.910e-006		
1.431e-001	1.369e-006		
1.391e-001	3.018e-006		
1.351e-001	2.277e-006		
1.311e-001	1.096e-006		
1.272e-001	1.621e-006		
1.231e-001	1.111e-006		
1.192e-001	2.757e-006		
1.152e-001	2.027e-006		
1.112e-001	8.371e-007		
1.072e-001	1.359e-006		
1.032e-001	8.892e-007		
9.916e-002	2.534e-006		
9.517e-002	1.770e-006		
9.115e-002	6.026e-007		
8.720e-002	1.140e-006		
8.317e-002	6.292e-007		
7.919e-002	2.290e-006		
7.522e-002	1.548e-006		
7.125e-002	3.795e-007		
6.720e-002	9.341e-007		
6.323e-002	4.163e-007		
5.921e-002	2.054e-006		
5.522e-002	1.327e-006		
5.123e-002	1.458e-007		
4.726e-002	7.167e-007		
4.324e-002	2.348e-007		
3.926e-002	1.905e-006		
3.523e-002	1.158e-006		
3.128e-002	-8.110e-009		
2.723e-002	5.817e-007		
2.328e-002	6.181e-008		
1.924e-002	1.735e-006		
1.527e-002	1.007e-006		
1.129e-002	-1.466e-007		
7.291e-003	4.106e-007		
3.266e-003	-8.439e-008		
-6.755e-004	1.625e-006		
-4.730e-003	8.258e-007		
-8.663e-003	-3.112e-007		
-1.270e-002	2.353e-007		
-1.671e-002	-2.352e-007		
-2.070e-002	1.458e-006		
-2.471e-002	7.004e-007		
-2.870e-002	-4.495e-007		
-3.265e-002	1.294e-007		
-3.673e-002	-3.186e-007		
-4.066e-002	1.341e-006		
-4.471e-002	5.722e-007		
-4.863e-002	-5.464e-007		
-5.268e-002	2.456e-008		
-5.663e-002	-4.435e-007		
-6.071e-002	1.213e-006		
-6.465e-002	4.566e-007		
-6.866e-002	-6.646e-007		
-7.263e-002	-7.175e-008		
-7.667e-002	-5.339e-007		
-8.061e-002	1.174e-006		
-8.468e-002	3.961e-007		
-8.856e-002	-7.672e-007		
-9.264e-002	-1.936e-007		
-9.661e-002	-6.312e-007		
-1.007e-001	1.037e-006		
-1.046e-001	2.592e-007		
-1.087e-001	-8.703e-007		
-1.126e-001	-2.922e-007		
-1.166e-001	-7.544e-007		
-1.206e-001	9.224e-007		
-1.247e-001	1.426e-007		
-1.285e-001	-9.689e-007		
-1.326e-001	-4.145e-007		
-1.365e-001	-8.281e-007		
-1.406e-001	8.173e-007		
-1.446e-001	6.444e-008		
-1.486e-001	-1.065e-006		
-1.525e-001	-4.914e-007		
-1.566e-001	-9.392e-007		
-1.605e-001	7.776e-007		
-1.647e-001	-2.874e-008		
-1.685e-001	-1.140e-006		
-1.726e-001	-5.678e-007		
-1.765e-001	-1.022e-006		
-1.806e-001	6.717e-007		
-1.845e-001	-8.570e-008		
-1.886e-001	-1.206e-006		
-1.925e-001	-6.526e-007		
-1.965e-001	-1.090e-006		
-2.005e-001	6.175e-007		
-2.045e-001	-1.666e-007		
-2.085e-001	-1.277e-006		
-2.125e-001	-6.976e-007		
-2.165e-001	-1.126e-006		
-2.205e-001	5.852e-007		
-2.245e-001	-1.961e-007		
-2.285e-001	-1.290e-006		
-2.325e-001	-7.311e-007		
-2.365e-001	-1.128e-006		
-2.405e-001	5.783e-007		
-2.445e-001	-2.127e-007		
-2.484e-001	-1.288e-006		
-2.525e-001	-6.725e-007		
-2.564e-001	-1.096e-006		
-2.605e-001	6.802e-007		
-2.644e-001	-7.551e-008		
-2.685e-001	-1.183e-006		
-2.724e-001	-5.803e-007		
-2.765e-001	-9.728e-007		
-2.804e-001	7.902e-007		
-2.844e-001	3.498e-008		
-2.884e-001	-1.029e-006		
-2.925e-001	-4.148e-007		
-2.964e-001	-8.034e-007		
-3.004e-001	9.381e-007		
-3.044e-001	2.046e-007		
-3.084e-001	-8.584e-007		
-3.124e-001	-2.286e-007		
-3.164e-001	-6.591e-007		
-3.204e-001	1.082e-006		
-3.244e-001	3.161e-007		
-3.284e-001	-7.352e-007		
-3.324e-001	-1.699e-007		
-3.363e-001	-5.749e-007		
-3.404e-001	1.115e-006		
-3.444e-001	2.589e-007		
-3.484e-001	-8.646e-007		
-3.524e-001	-2.959e-007		
-3.564e-001	-7.333e-007		
-3.603e-001	9.298e-007		
-3.643e-001	6.502e-008		
-3.683e-001	-1.117e-006		
-3.723e-001	-5.639e-007		
-3.763e-001	-1.043e-006		
-3.803e-001	5.733e-007		
-3.843e-001	-2.434e-007		
-3.883e-001	-1.385e-006		
-3.923e-001	-8.791e-007		
-3.963e-001	-1.340e-006		
-4.003e-001	3.298e-007		
-4.043e-001	-5.459e-007		
-4.082e-001	-1.694e-006		
-4.123e-001	-1.126e-006		
-4.163e-001	-1.561e-006		
-4.202e-001	1.195e-007		
-4.243e-001	-7.168e-007		
-4.282e-001	-1.832e-006		
-4.323e-001	-1.290e-006		
-4.362e-001	-1.686e-006		
-4.402e-001	2.900e-008		
-4.442e-001	-7.523e-007		
-4.482e-001	-1.849e-006		
-4.522e-001	-1.230e-006		
-4.562e-001	-1.637e-006		
-4.602e-001	1.856e-007		
-4.642e-001	-5.963e-007		
-4.682e-001	-1.646e-006		
-4.722e-001	-1.053e-006		
-4.762e-001	-1.438e-006		
-4.802e-001	2.629e-007		
-4.842e-001	-5.997e-007		
-4.881e-001	-1.680e-006		
-4.921e-001	-1.156e-006		
-4.962e-001	-1.601e-006		
-5.001e-001	-4.050e-008		
-5.041e-001	-9.968e-007		
-5.081e-001	-2.193e-006		
-5.121e-001	-1.944e-006		
-5.161e-001	-2.656e-006		
-5.201e-001	-1.415e-006		
-5.241e-001	-2.815e-006		
-5.280e-001	-4.477e-006		
-5.320e-001	-4.609e-006		
-5.360e-001	-5.888e-006		
-5.400e-001	-5.211e-006		
-5.440e-001	-7.274e-006		
-5.479e-001	-9.626e-006		
-5.523e-001	-1.092e-005		
-5.563e-001	-1.305e-005		
-5.603e-001	-1.339e-005		
-5.643e-001	-1.639e-005		
-5.683e-001	-2.003e-005		
-5.723e-001	-2.227e-005		
-5.763e-001	-2.578e-005		
-5.803e-001	-2.761e-005		
-5.843e-001	-3.223e-005		
-5.883e-001	-3.757e-005		
-5.922e-001	-4.166e-005		
-5.962e-001	-4.723e-005		
-6.002e-001	-5.132e-005		
-6.042e-001	-5.835e-005		
-6.082e-001	-6.640e-005		
-6.122e-001	-7.341e-005		
-6.161e-001	-8.202e-005		
-6.201e-001	-8.926e-005		
-6.242e-001	-9.963e-005		
-6.281e-001	-1.110e-004		
-6.321e-001	-1.213e-004		
-6.361e-001	-1.330e-004		
-6.400e-001	-1.432e-004		
-6.440e-001	-1.563e-004		
-6.480e-001	-1.698e-004		
-6.520e-001	-1.819e-004		
-6.560e-001	-1.950e-004		
-6.599e-001	-2.059e-004		
-6.640e-001	-2.189e-004		
-6.679e-001	-2.317e-004		
-6.719e-001	-2.425e-004		
-6.758e-001	-2.535e-004		
-6.802e-001	-2.649e-004		
-6.842e-001	-2.742e-004		
-6.881e-001	-2.831e-004		
-6.921e-001	-2.896e-004		
-6.962e-001	-2.958e-004		
-7.002e-001	-2.991e-004		
-7.041e-001	-3.034e-004		
-7.081e-001	-3.071e-004		
-7.121e-001	-3.081e-004		
-7.162e-001	-3.091e-004		
-7.201e-001	-3.072e-004		
-7.241e-001	-3.069e-004		
-7.282e-001	-3.063e-004		
-7.321e-001	-3.034e-004		
-7.361e-001	-3.010e-004		
-7.401e-001	-2.962e-004		
-7.441e-001	-2.936e-004		
-7.481e-001	-2.913e-004		
-7.521e-001	-2.871e-004		
-7.561e-001	-2.837e-004		
-7.601e-001	-2.784e-004		
-7.641e-001	-2.753e-004		
-7.681e-001	-2.727e-004		
-7.721e-001	-2.686e-004		
-7.761e-001	-2.653e-004		
-7.801e-001	-2.602e-004		
-7.841e-001	-2.578e-004		
-7.881e-001	-2.554e-004		
-7.921e-001	-2.515e-004		
-7.961e-001	-2.486e-004		
-8.001e-001	-2.440e-004		
-8.041e-001	-2.418e-004		
-8.080e-001	-2.400e-004		
-8.120e-001	-2.366e-004		
-8.161e-001	-2.344e-004		
-8.200e-001	-2.301e-004		
-8.240e-001	-2.284e-004		
-8.280e-001	-2.271e-004		
-8.320e-001	-2.243e-004		
-8.358e-001	-2.211e-004		
-8.398e-001	-2.170e-004		
-8.437e-001	-2.159e-004		
-8.478e-001	-2.150e-004		
-8.517e-001	-2.124e-004		
-8.558e-001	-2.108e-004		
-8.597e-001	-2.075e-004		
-8.638e-001	-2.068e-004		
-8.677e-001	-2.059e-004		
-8.717e-001	-2.037e-004		
-8.757e-001	-2.022e-004		
-8.798e-001	-1.988e-004		
-8.837e-001	-1.979e-004		
-8.878e-001	-1.974e-004		
-8.917e-001	-1.954e-004		
-8.958e-001	-1.942e-004		
-8.997e-001	-1.911e-004		
-9.038e-001	-1.905e-004		
-9.077e-001	-1.900e-004		
-9.117e-001	-1.880e-004		
-9.157e-001	-1.871e-004		
-9.198e-001	-1.841e-004		
-9.237e-001	-1.837e-004		
-9.277e-001	-1.835e-004		
-9.317e-001	-1.817e-004		
-9.357e-001	-1.807e-004		
-9.397e-001	-1.777e-004		
-9.437e-001	-1.775e-004		
-9.477e-001	-1.775e-004		
-9.517e-001	-1.758e-004		
-9.557e-001	-1.751e-004		
-9.597e-001	-1.724e-004		
-9.637e-001	-1.723e-004		
-9.677e-001	-1.723e-004		
-9.717e-001	-1.709e-004		
-9.757e-001	-1.701e-004		
-9.797e-001	-1.677e-004		
-9.838e-001	-1.675e-004		
-9.877e-001	-1.677e-004		
-9.917e-001	-1.664e-004		
-9.957e-001	-1.658e-004		
-9.997e-001	-1.632e-004		
-9.957e-001	-1.602e-004		
-9.917e-001	-1.586e-004		
-9.877e-001	-1.557e-004		
-9.838e-001	-1.540e-004		
-9.797e-001	-1.505e-004		
-9.758e-001	-1.497e-004		
-9.718e-001	-1.492e-004		
-9.678e-001	-1.471e-004		
-9.637e-001	-1.460e-004		
-9.598e-001	-1.430e-004		
-9.557e-001	-1.426e-004		
-9.518e-001	-1.426e-004		
-9.478e-001	-1.409e-004		
-9.438e-001	-1.400e-004		
-9.398e-001	-1.372e-004		
-9.358e-001	-1.369e-004		
-9.318e-001	-1.369e-004		
-9.278e-001	-1.352e-004		
-9.238e-001	-1.345e-004		
-9.199e-001	-1.318e-004		
-9.158e-001	-1.317e-004		
-9.118e-001	-1.318e-004		
-9.078e-001	-1.304e-004		
-9.039e-001	-1.298e-004		
-8.998e-001	-1.272e-004		
-8.959e-001	-1.272e-004		
-8.918e-001	-1.274e-004		
-8.879e-001	-1.259e-004		
-8.838e-001	-1.254e-004		
-8.799e-001	-1.228e-004		
-8.758e-001	-1.228e-004		
-8.719e-001	-1.230e-004		
-8.678e-001	-1.216e-004		
-8.639e-001	-1.210e-004		
-8.598e-001	-1.185e-004		
-8.559e-001	-1.185e-004		
-8.518e-001	-1.187e-004		
-8.479e-001	-1.174e-004		
-8.439e-001	-1.168e-004		
-8.399e-001	-1.142e-004		
-8.359e-001	-1.142e-004		
-8.319e-001	-1.145e-004		
-8.279e-001	-1.130e-004		
-8.240e-001	-1.124e-004		
-8.199e-001	-1.098e-004		
-8.160e-001	-1.097e-004		
-8.119e-001	-1.099e-004		
-8.080e-001	-1.083e-004		
-8.040e-001	-1.076e-004		
-8.000e-001	-1.048e-004		
-7.960e-001	-1.046e-004		
-7.920e-001	-1.045e-004		
-7.880e-001	-1.027e-004		
-7.840e-001	-1.017e-004		
-7.800e-001	-9.866e-005		
-7.760e-001	-9.812e-005		
-7.720e-001	-9.761e-005		
-7.680e-001	-9.546e-005		
-7.640e-001	-9.402e-005		
-7.600e-001	-9.049e-005		
-7.560e-001	-8.933e-005		
-7.521e-001	-8.828e-005		
-7.481e-001	-8.547e-005		
-7.441e-001	-8.324e-005		
-7.401e-001	-7.882e-005		
-7.361e-001	-7.660e-005		
-7.321e-001	-7.425e-005		
-7.281e-001	-7.001e-005		
-7.241e-001	-6.616e-005		
-7.201e-001	-5.999e-005		
-7.161e-001	-5.597e-005		
-7.121e-001	-5.164e-005		
-7.081e-001	-4.524e-005		
-7.041e-001	-3.910e-005		
-7.002e-001	-3.057e-005		
