XY
	CURVE1 (new-5mmolar-14btmapaq-CV-nitrogen-900mvps.DTA)[BKS]		CURVE2 (new-5mmolar-14btmapaq-CV-nitrogen-900mvps.DTA)[BKS]
4.988e-001	5.205e-005	4.987e-001	7.593e-005
4.947e-001	4.413e-005		
4.907e-001	3.794e-005		
4.867e-001	3.407e-005		
4.827e-001	3.121e-005		
4.787e-001	2.756e-005		
4.747e-001	2.460e-005		
4.707e-001	2.241e-005		
4.667e-001	2.126e-005		
4.627e-001	1.779e-005		
4.587e-001	1.643e-005		
4.547e-001	1.478e-005		
4.508e-001	1.386e-005		
4.467e-001	1.083e-005		
4.427e-001	1.037e-005		
4.387e-001	9.166e-006		
4.347e-001	8.063e-006		
4.307e-001	6.135e-006		
4.267e-001	5.513e-006		
4.227e-001	5.298e-006		
4.187e-001	3.718e-006		
4.147e-001	2.711e-006		
4.107e-001	2.019e-006		
4.067e-001	2.288e-006		
4.028e-001	1.773e-007		
3.987e-001	-2.528e-008		
3.947e-001	-5.877e-007		
3.907e-001	-3.726e-007		
3.867e-001	-2.361e-006		
3.827e-001	-1.923e-006		
3.787e-001	-2.131e-006		
3.747e-001	-2.286e-006		
3.707e-001	-3.343e-006		
3.667e-001	-2.953e-006		
3.627e-001	-2.484e-006		
3.587e-001	-3.427e-006		
3.547e-001	-3.744e-006		
3.507e-001	-3.644e-006		
3.467e-001	-2.837e-006		
3.427e-001	-4.342e-006		
3.387e-001	-4.007e-006		
3.347e-001	-3.972e-006		
3.307e-001	-3.405e-006		
3.267e-001	-5.078e-006		
3.227e-001	-4.395e-006		
3.187e-001	-4.426e-006		
3.147e-001	-4.544e-006		
3.106e-001	-5.301e-006		
3.067e-001	-4.977e-006		
3.027e-001	-4.327e-006		
2.987e-001	-5.445e-006		
2.947e-001	-5.559e-006		
2.907e-001	-5.643e-006		
2.867e-001	-4.923e-006		
2.827e-001	-6.519e-006		
2.787e-001	-6.178e-006		
2.747e-001	-6.423e-006		
2.706e-001	-5.878e-006		
2.667e-001	-7.645e-006		
2.627e-001	-7.076e-006		
2.587e-001	-7.116e-006		
2.547e-001	-7.217e-006		
2.507e-001	-8.112e-006		
2.467e-001	-7.840e-006		
2.427e-001	-7.235e-006		
2.387e-001	-8.355e-006		
2.347e-001	-8.411e-006		
2.306e-001	-8.518e-006		
2.267e-001	-7.851e-006		
2.226e-001	-9.551e-006		
2.187e-001	-9.138e-006		
2.147e-001	-9.250e-006		
2.107e-001	-8.749e-006		
2.067e-001	-1.033e-005		
2.027e-001	-9.870e-006		
1.987e-001	-9.721e-006		
1.947e-001	-9.980e-006		
1.907e-001	-1.083e-005		
1.867e-001	-1.059e-005		
1.826e-001	-9.881e-006		
1.787e-001	-1.103e-005		
1.747e-001	-1.105e-005		
