XY
	CURVE1 (new-5mmolar-14btmapaq-CV-nitrogen-700mvps.DTA)[BKS]		CURVE2 (new-5mmolar-14btmapaq-CV-nitrogen-700mvps.DTA)[BKS]
4.988e-001	5.035e-005	4.987e-001	6.329e-005
4.947e-001	4.196e-005		
4.907e-001	3.710e-005		
4.867e-001	3.396e-005		
4.828e-001	2.914e-005		
4.788e-001	2.691e-005		
4.748e-001	2.532e-005		
4.707e-001	2.127e-005		
4.668e-001	2.012e-005		
4.628e-001	1.927e-005		
4.588e-001	1.581e-005		
4.548e-001	1.508e-005		
4.508e-001	1.441e-005		
4.468e-001	1.169e-005		
4.428e-001	1.107e-005		
4.388e-001	1.070e-005		
4.348e-001	8.286e-006		
4.308e-001	7.913e-006		
4.268e-001	7.536e-006		
4.228e-001	5.688e-006		
4.188e-001	5.294e-006		
4.148e-001	4.835e-006		
4.108e-001	3.606e-006		
4.068e-001	3.277e-006		
4.028e-001	2.774e-006		
3.988e-001	2.019e-006		
3.948e-001	1.722e-006		
3.908e-001	1.346e-006		
3.868e-001	9.018e-007		
3.828e-001	7.167e-007		
3.788e-001	2.025e-007		
3.748e-001	8.646e-008		
3.708e-001	2.509e-007		
3.668e-001	-5.700e-007		
3.628e-001	-3.973e-007		
3.588e-001	1.104e-007		
3.548e-001	-1.184e-006		
3.509e-001	-7.711e-007		
3.469e-001	3.383e-008		
3.429e-001	-1.579e-006		
3.388e-001	-1.070e-006		
3.349e-001	-1.260e-007		
3.309e-001	-2.104e-006		
3.269e-001	-1.395e-006		
3.229e-001	-5.370e-007		
3.189e-001	-2.297e-006		
3.148e-001	-1.778e-006		
3.108e-001	-1.088e-006		
3.069e-001	-2.606e-006		
3.028e-001	-2.178e-006		
2.988e-001	-1.576e-006		
2.948e-001	-2.908e-006		
2.908e-001	-2.592e-006		
2.868e-001	-2.303e-006		
2.828e-001	-3.265e-006		
2.789e-001	-3.093e-006		
2.749e-001	-2.965e-006		
2.709e-001	-3.596e-006		
2.669e-001	-3.594e-006		
2.629e-001	-3.622e-006		
2.589e-001	-4.032e-006		
2.549e-001	-4.068e-006		
2.509e-001	-4.278e-006		
2.469e-001	-4.554e-006		
2.429e-001	-4.431e-006		
2.389e-001	-4.939e-006		
2.349e-001	-4.989e-006		
2.309e-001	-4.707e-006		
2.269e-001	-5.605e-006		
2.229e-001	-5.532e-006		
2.189e-001	-4.869e-006		
2.149e-001	-6.284e-006		
2.109e-001	-5.961e-006		
2.069e-001	-5.079e-006		
2.029e-001	-6.999e-006		
1.989e-001	-6.355e-006		
1.949e-001	-5.554e-006		
1.909e-001	-7.463e-006		
1.869e-001	-6.785e-006		
1.829e-001	-6.060e-006		
1.789e-001	-7.745e-006		
1.749e-001	-7.165e-006		
1.709e-001	-6.536e-006		
1.669e-001	-8.025e-006		
1.629e-001	-7.576e-006		
1.589e-001	-7.067e-006		
1.549e-001	-8.287e-006		
1.510e-001	-7.963e-006		
1.469e-001	-7.706e-006		
1.430e-001	-8.527e-006		
1.389e-001	-8.318e-006		
1.349e-001	-8.223e-006		
1.309e-001	-8.660e-006		
1.270e-001	-8.583e-006		
1.230e-001	-8.674e-006		
1.189e-001	-8.993e-006		
1.150e-001	-8.975e-006		
1.110e-001	-9.185e-006		
1.070e-001	-9.280e-006		
1.030e-001	-9.140e-006		
9.897e-002	-9.761e-006		
9.495e-002	-9.650e-006		
9.095e-002	-9.208e-006		
8.701e-002	-1.025e-005		
8.299e-002	-9.917e-006		
7.895e-002	-9.325e-006		
7.497e-002	-1.078e-005		
7.097e-002	-1.026e-005		
6.696e-002	-9.314e-006		
6.297e-002	-1.125e-005		
5.896e-002	-1.051e-005		
5.496e-002	-9.678e-006		
5.100e-002	-1.147e-005		
4.697e-002	-1.080e-005		
4.293e-002	-1.009e-005		
3.895e-002	-1.166e-005		
3.498e-002	-1.110e-005		
3.098e-002	-1.043e-005		
2.698e-002	-1.178e-005		
2.300e-002	-1.131e-005		
1.900e-002	-1.082e-005		
1.495e-002	-1.189e-005		
1.097e-002	-1.158e-005		
6.990e-003	-1.130e-005		
2.977e-003	-1.190e-005		
-9.908e-004	-1.171e-005		
-4.997e-003	-1.172e-005		
-9.020e-003	-1.199e-005		
-1.297e-002	-1.201e-005		
-1.700e-002	-1.202e-005		
-2.098e-002	-1.223e-005		
-2.499e-002	-1.220e-005		
-2.899e-002	-1.241e-005		
-3.299e-002	-1.242e-005		
-3.700e-002	-1.215e-005		
-4.103e-002	-1.284e-005		
-4.502e-002	-1.266e-005		
-4.900e-002	-1.202e-005		
-5.300e-002	-1.320e-005		
-5.700e-002	-1.287e-005		
-6.102e-002	-1.203e-005		
-6.498e-002	-1.361e-005		
-6.900e-002	-1.304e-005		
-7.299e-002	-1.209e-005		
-7.701e-002	-1.393e-005		
-8.099e-002	-1.331e-005		
-8.497e-002	-1.239e-005		
-8.903e-002	-1.407e-005		
-9.297e-002	-1.338e-005		
-9.696e-002	-1.270e-005		
-1.010e-001	-1.411e-005		
-1.050e-001	-1.356e-005		
-1.090e-001	-1.294e-005		
-1.130e-001	-1.425e-005		
-1.169e-001	-1.380e-005		
-1.209e-001	-1.330e-005		
-1.250e-001	-1.428e-005		
-1.289e-001	-1.394e-005		
-1.330e-001	-1.374e-005		
-1.370e-001	-1.423e-005		
-1.409e-001	-1.404e-005		
-1.449e-001	-1.406e-005		
-1.489e-001	-1.424e-005		
-1.529e-001	-1.419e-005		
-1.569e-001	-1.431e-005		
-1.609e-001	-1.452e-005		
-1.650e-001	-1.435e-005		
-1.689e-001	-1.468e-005		
-1.730e-001	-1.466e-005		
-1.770e-001	-1.432e-005		
-1.809e-001	-1.507e-005		
-1.849e-001	-1.476e-005		
-1.890e-001	-1.406e-005		
-1.929e-001	-1.536e-005		
-1.969e-001	-1.496e-005		
-2.009e-001	-1.402e-005		
-2.049e-001	-1.574e-005		
-2.089e-001	-1.508e-005		
-2.129e-001	-1.412e-005		
-2.169e-001	-1.593e-005		
-2.209e-001	-1.515e-005		
-2.249e-001	-1.431e-005		
-2.289e-001	-1.596e-005		
-2.329e-001	-1.524e-005		
-2.369e-001	-1.453e-005		
-2.409e-001	-1.593e-005		
-2.448e-001	-1.541e-005		
-2.489e-001	-1.478e-005		
-2.529e-001	-1.597e-005		
-2.568e-001	-1.549e-005		
-2.608e-001	-1.513e-005		
-2.648e-001	-1.595e-005		
-2.688e-001	-1.560e-005		
-2.728e-001	-1.548e-005		
-2.768e-001	-1.584e-005		
-2.809e-001	-1.578e-005		
-2.849e-001	-1.586e-005		
-2.889e-001	-1.592e-005		
-2.929e-001	-1.591e-005		
-2.969e-001	-1.606e-005		
-3.009e-001	-1.619e-005		
-3.049e-001	-1.592e-005		
-3.088e-001	-1.646e-005		
-3.128e-001	-1.632e-005		
-3.169e-001	-1.595e-005		
-3.208e-001	-1.692e-005		
-3.248e-001	-1.666e-005		
-3.288e-001	-1.594e-005		
-3.328e-001	-1.743e-005		
-3.368e-001	-1.701e-005		
-3.408e-001	-1.616e-005		
-3.448e-001	-1.803e-005		
-3.488e-001	-1.746e-005		
-3.528e-001	-1.668e-005		
-3.568e-001	-1.865e-005		
-3.608e-001	-1.810e-005		
-3.648e-001	-1.742e-005		
-3.688e-001	-1.904e-005		
-3.728e-001	-1.865e-005		
-3.768e-001	-1.817e-005		
-3.808e-001	-1.969e-005		
-3.847e-001	-1.943e-005		
-3.888e-001	-1.921e-005		
-3.928e-001	-2.050e-005		
-3.968e-001	-2.023e-005		
-4.008e-001	-2.024e-005		
-4.048e-001	-2.105e-005		
-4.088e-001	-2.105e-005		
-4.128e-001	-2.119e-005		
-4.168e-001	-2.168e-005		
-4.208e-001	-2.185e-005		
-4.248e-001	-2.206e-005		
-4.288e-001	-2.242e-005		
-4.329e-001	-2.260e-005		
-4.368e-001	-2.295e-005		
-4.407e-001	-2.304e-005		
-4.448e-001	-2.297e-005		
-4.487e-001	-2.383e-005		
-4.528e-001	-2.379e-005		
-4.568e-001	-2.339e-005		
-4.608e-001	-2.466e-005		
-4.647e-001	-2.448e-005		
-4.688e-001	-2.391e-005		
-4.727e-001	-2.565e-005		
-4.767e-001	-2.530e-005		
-4.807e-001	-2.462e-005		
-4.848e-001	-2.682e-005		
-4.887e-001	-2.655e-005		
-4.928e-001	-2.621e-005		
-4.967e-001	-2.872e-005		
-5.007e-001	-2.883e-005		
-5.047e-001	-2.908e-005		
-5.088e-001	-3.191e-005		
-5.127e-001	-3.292e-005		
-5.167e-001	-3.423e-005		
-5.207e-001	-3.810e-005		
-5.247e-001	-4.048e-005		
-5.287e-001	-4.342e-005		
-5.327e-001	-4.847e-005		
-5.367e-001	-5.279e-005		
-5.407e-001	-5.796e-005		
-5.446e-001	-6.470e-005		
-5.488e-001	-7.138e-005		
-5.526e-001	-7.882e-005		
-5.567e-001	-8.726e-005		
-5.606e-001	-9.598e-005		
-5.646e-001	-1.054e-004		
-5.686e-001	-1.154e-004		
-5.726e-001	-1.254e-004		
-5.765e-001	-1.362e-004		
-5.806e-001	-1.470e-004		
-5.845e-001	-1.578e-004		
-5.886e-001	-1.700e-004		
-5.925e-001	-1.816e-004		
-5.965e-001	-1.933e-004		
-6.005e-001	-2.073e-004		
-6.045e-001	-2.203e-004		
-6.084e-001	-2.334e-004		
-6.124e-001	-2.499e-004		
-6.166e-001	-2.689e-004		
-6.207e-001	-2.846e-004		
-6.246e-001	-3.047e-004		
-6.286e-001	-3.234e-004		
-6.326e-001	-3.432e-004		
-6.367e-001	-3.666e-004		
-6.406e-001	-3.891e-004		
-6.447e-001	-4.120e-004		
-6.486e-001	-4.371e-004		
-6.526e-001	-4.608e-004		
-6.566e-001	-4.839e-004		
-6.607e-001	-5.086e-004		
-6.646e-001	-5.302e-004		
-6.687e-001	-5.507e-004		
-6.726e-001	-5.704e-004		
-6.767e-001	-5.867e-004		
-6.806e-001	-6.007e-004		
-6.846e-001	-6.122e-004		
-6.886e-001	-6.206e-004		
-6.926e-001	-6.257e-004		
-6.965e-001	-6.280e-004		
-7.007e-001	-6.272e-004		
-7.046e-001	-6.241e-004		
-7.086e-001	-6.188e-004		
-7.126e-001	-6.112e-004		
-7.166e-001	-6.031e-004		
-7.205e-001	-5.936e-004		
-7.246e-001	-5.830e-004		
-7.285e-001	-5.734e-004		
-7.326e-001	-5.627e-004		
-7.366e-001	-5.515e-004		
-7.406e-001	-5.428e-004		
-7.445e-001	-5.325e-004		
-7.486e-001	-5.223e-004		
-7.525e-001	-5.151e-004		
-7.566e-001	-5.059e-004		
-7.606e-001	-4.971e-004		
-7.646e-001	-4.912e-004		
-7.685e-001	-4.831e-004		
-7.726e-001	-4.755e-004		
-7.765e-001	-4.706e-004		
-7.806e-001	-4.637e-004		
-7.846e-001	-4.570e-004		
-7.886e-001	-4.525e-004		
-7.926e-001	-4.465e-004		
-7.966e-001	-4.405e-004		
-8.005e-001	-4.365e-004		
-8.046e-001	-4.309e-004		
-8.085e-001	-4.256e-004		
-8.126e-001	-4.217e-004		
-8.165e-001	-4.168e-004		
-8.205e-001	-4.121e-004		
-8.245e-001	-4.080e-004		
-8.286e-001	-4.036e-004		
-8.325e-001	-3.993e-004		
-8.365e-001	-3.954e-004		
-8.405e-001	-3.914e-004		
-8.445e-001	-3.878e-004		
-8.485e-001	-3.841e-004		
-8.525e-001	-3.802e-004		
-8.565e-001	-3.772e-004		
-8.605e-001	-3.737e-004		
