XY
	CURVE1 (new-5mmolar-14btmapaq-CV-nitrogen-200mvps.DTA)[BKS]		CURVE2 (new-5mmolar-14btmapaq-CV-nitrogen-200mvps.DTA)[BKS]
4.988e-001	2.901e-005	4.988e-001	2.421e-005
4.947e-001	2.206e-005		
4.908e-001	1.824e-005		
4.866e-001	1.584e-005		
4.827e-001	1.400e-005		
4.787e-001	1.279e-005		
4.747e-001	1.039e-005		
4.707e-001	9.268e-006		
4.667e-001	8.715e-006		
4.627e-001	8.094e-006		
4.588e-001	7.793e-006		
4.548e-001	6.112e-006		
4.508e-001	5.554e-006		
4.468e-001	5.423e-006		
4.428e-001	5.151e-006		
4.388e-001	5.161e-006		
4.349e-001	3.725e-006		
4.309e-001	3.392e-006		
4.268e-001	3.475e-006		
4.229e-001	3.385e-006		
4.189e-001	3.529e-006		
4.149e-001	2.276e-006		
4.109e-001	2.106e-006		
4.069e-001	2.328e-006		
4.029e-001	2.381e-006		
3.989e-001	2.662e-006		
3.949e-001	1.515e-006		
3.909e-001	1.449e-006		
3.869e-001	1.764e-006		
3.829e-001	1.925e-006		
3.789e-001	2.271e-006		
3.749e-001	1.188e-006		
3.709e-001	1.174e-006		
3.669e-001	1.536e-006		
3.629e-001	1.715e-006		
3.589e-001	2.078e-006		
3.550e-001	1.004e-006		
3.510e-001	9.966e-007		
3.470e-001	1.342e-006		
3.430e-001	1.549e-006		
3.390e-001	1.894e-006		
3.350e-001	8.381e-007		
3.310e-001	8.186e-007		
3.270e-001	1.149e-006		
3.230e-001	1.325e-006		
3.190e-001	1.662e-006		
3.150e-001	5.767e-007		
3.110e-001	5.776e-007		
3.070e-001	8.901e-007		
3.030e-001	1.062e-006		
2.990e-001	1.409e-006		
2.950e-001	2.878e-007		
2.910e-001	2.905e-007		
2.870e-001	6.056e-007		
2.830e-001	7.796e-007		
2.791e-001	1.119e-006		
2.750e-001	4.879e-009		
2.710e-001	1.104e-009		
2.670e-001	3.235e-007		
2.631e-001	4.821e-007		
2.590e-001	8.088e-007		
2.551e-001	-3.036e-007		
2.511e-001	-2.883e-007		
2.470e-001	3.381e-008		
2.431e-001	2.269e-007		
2.391e-001	5.168e-007		
2.351e-001	-5.697e-007		
2.311e-001	-5.325e-007		
2.271e-001	-2.282e-007		
2.231e-001	-3.968e-008		
2.191e-001	2.655e-007		
2.151e-001	-8.127e-007		
2.111e-001	-7.984e-007		
2.071e-001	-4.771e-007		
2.031e-001	-2.723e-007		
1.991e-001	5.315e-008		
1.951e-001	-1.042e-006		
1.911e-001	-1.017e-006		
1.871e-001	-6.865e-007		
1.831e-001	-4.871e-007		
1.791e-001	-1.883e-007		
1.751e-001	-1.287e-006		
1.711e-001	-1.217e-006		
1.671e-001	-9.180e-007		
1.632e-001	-7.069e-007		
1.592e-001	-4.100e-007		
1.551e-001	-1.488e-006		
1.512e-001	-1.441e-006		
1.471e-001	-1.128e-006		
1.432e-001	-9.281e-007		
1.392e-001	-6.143e-007		
1.352e-001	-1.694e-006		
1.312e-001	-1.643e-006		
1.272e-001	-1.337e-006		
1.232e-001	-1.103e-006		
1.192e-001	-8.151e-007		
1.152e-001	-1.888e-006		
1.112e-001	-1.842e-006		
1.072e-001	-1.519e-006		
1.032e-001	-1.290e-006		
9.920e-002	-9.845e-007		
9.527e-002	-2.082e-006		
9.118e-002	-2.007e-006		
8.725e-002	-1.704e-006		
8.324e-002	-1.479e-006		
7.925e-002	-1.184e-006		
7.524e-002	-2.263e-006		
7.130e-002	-2.190e-006		
6.721e-002	-1.886e-006		
6.327e-002	-1.662e-006		
5.926e-002	-1.353e-006		
5.527e-002	-2.427e-006		
5.126e-002	-2.347e-006		
4.732e-002	-2.038e-006		
4.325e-002	-1.806e-006		
3.935e-002	-1.497e-006		
3.528e-002	-2.606e-006		
3.131e-002	-2.512e-006		
2.726e-002	-2.201e-006		
2.335e-002	-1.971e-006		
1.927e-002	-1.674e-006		
1.535e-002	-2.751e-006		
1.130e-002	-2.652e-006		
7.336e-003	-2.348e-006		
3.282e-003	-2.117e-006		
-6.168e-004	-1.798e-006		
-4.703e-003	-2.894e-006		
-8.628e-003	-2.804e-006		
-1.267e-002	-2.493e-006		
-1.664e-002	-2.254e-006		
-2.068e-002	-1.959e-006		
-2.464e-002	-3.047e-006		
-2.868e-002	-2.937e-006		
-3.260e-002	-2.634e-006		
-3.671e-002	-2.390e-006		
-4.063e-002	-2.104e-006		
-4.466e-002	-3.181e-006		
-4.860e-002	-3.068e-006		
-5.265e-002	-2.757e-006		
-5.657e-002	-2.524e-006		
-6.067e-002	-2.237e-006		
-6.460e-002	-3.312e-006		
-6.861e-002	-3.195e-006		
-7.257e-002	-2.895e-006		
-7.662e-002	-2.653e-006		
-8.055e-002	-2.359e-006		
-8.466e-002	-3.446e-006		
-8.856e-002	-3.326e-006		
-9.260e-002	-3.023e-006		
-9.657e-002	-2.759e-006		
-1.006e-001	-2.478e-006		
-1.045e-001	-3.554e-006		
-1.086e-001	-3.432e-006		
-1.125e-001	-3.122e-006		
-1.166e-001	-2.873e-006		
-1.205e-001	-2.571e-006		
-1.246e-001	-3.647e-006		
-1.285e-001	-3.542e-006		
-1.326e-001	-3.222e-006		
-1.365e-001	-2.987e-006		
-1.405e-001	-2.683e-006		
-1.445e-001	-3.767e-006		
-1.486e-001	-3.641e-006		
-1.525e-001	-3.328e-006		
