XY
	CURVE1 (new-5mmolar-14btmapaq-CV-nitrogen-400mvps.DTA)[BKS]		CURVE2 (new-5mmolar-14btmapaq-CV-nitrogen-400mvps.DTA)[BKS]
4.988e-001	5.664e-005	4.988e-001	4.278e-005
4.948e-001	4.835e-005		
4.908e-001	4.269e-005		
4.868e-001	3.753e-005		
4.828e-001	3.541e-005		
4.788e-001	3.160e-005		
4.748e-001	2.899e-005		
4.708e-001	2.680e-005		
4.668e-001	2.417e-005		
4.628e-001	2.394e-005		
4.588e-001	2.150e-005		
4.548e-001	2.008e-005		
4.508e-001	1.889e-005		
4.468e-001	1.701e-005		
4.428e-001	1.739e-005		
4.388e-001	1.566e-005		
4.348e-001	1.472e-005		
4.308e-001	1.395e-005		
4.268e-001	1.248e-005		
4.229e-001	1.328e-005		
4.188e-001	1.181e-005		
4.148e-001	1.121e-005		
4.108e-001	1.072e-005		
4.068e-001	9.508e-006		
4.029e-001	1.058e-005		
3.989e-001	9.339e-006		
3.948e-001	8.980e-006		
3.908e-001	8.756e-006		
3.868e-001	7.753e-006		
3.829e-001	9.022e-006		
3.789e-001	7.936e-006		
3.749e-001	7.752e-006		
3.709e-001	7.631e-006		
3.669e-001	6.810e-006		
3.629e-001	8.161e-006		
3.589e-001	7.183e-006		
3.549e-001	7.059e-006		
3.510e-001	6.951e-006		
3.470e-001	6.155e-006		
3.429e-001	7.537e-006		
3.389e-001	6.566e-006		
3.349e-001	6.432e-006		
3.309e-001	6.345e-006		
3.269e-001	5.523e-006		
3.229e-001	6.863e-006		
3.189e-001	5.911e-006		
3.149e-001	5.757e-006		
3.109e-001	5.702e-006		
3.070e-001	4.817e-006		
3.030e-001	6.194e-006		
2.990e-001	5.205e-006		
2.950e-001	5.057e-006		
2.909e-001	4.947e-006		
2.870e-001	4.076e-006		
2.830e-001	5.430e-006		
2.790e-001	4.470e-006		
2.750e-001	4.288e-006		
2.710e-001	4.199e-006		
2.670e-001	3.314e-006		
2.630e-001	4.694e-006		
2.590e-001	3.697e-006		
2.550e-001	3.589e-006		
2.510e-001	3.493e-006		
2.470e-001	2.640e-006		
2.430e-001	3.979e-006		
2.390e-001	3.020e-006		
2.350e-001	2.917e-006		
2.311e-001	2.797e-006		
2.270e-001	1.973e-006		
2.230e-001	3.384e-006		
2.190e-001	2.401e-006		
2.150e-001	2.275e-006		
2.110e-001	2.172e-006		
2.070e-001	1.406e-006		
2.031e-001	2.729e-006		
1.991e-001	1.794e-006		
1.951e-001	1.657e-006		
1.911e-001	1.615e-006		
1.871e-001	7.664e-007		
1.831e-001	2.150e-006		
1.791e-001	1.230e-006		
1.751e-001	1.117e-006		
1.711e-001	1.082e-006		
1.671e-001	2.037e-007		
1.631e-001	1.597e-006		
1.591e-001	6.707e-007		
1.551e-001	5.454e-007		
1.512e-001	4.865e-007		
1.471e-001	-3.242e-007		
1.431e-001	1.125e-006		
1.392e-001	1.407e-007		
1.352e-001	5.375e-008		
1.312e-001	4.920e-009		
1.272e-001	-8.450e-007		
1.232e-001	5.524e-007		
1.191e-001	-3.575e-007		
1.152e-001	-4.744e-007		
1.112e-001	-5.027e-007		
1.072e-001	-1.350e-006		
1.032e-001	1.121e-007		
9.917e-002	-9.030e-007		
9.519e-002	-9.808e-007		
9.114e-002	-1.024e-006		
8.719e-002	-1.846e-006		
8.319e-002	-4.241e-007		
7.919e-002	-1.376e-006		
7.518e-002	-1.443e-006		
7.124e-002	-1.475e-006		
6.716e-002	-2.256e-006		
6.320e-002	-8.961e-007		
5.919e-002	-1.788e-006		
5.521e-002	-1.906e-006		
5.119e-002	-1.951e-006		
4.725e-002	-2.716e-006		
4.319e-002	-1.342e-006		
3.929e-002	-2.229e-006		
3.519e-002	-2.342e-006		
3.122e-002	-2.342e-006		
2.719e-002	-3.131e-006		
2.324e-002	-1.734e-006		
1.920e-002	-2.665e-006		
1.531e-002	-2.798e-006		
1.122e-002	-2.746e-006		
7.248e-003	-3.589e-006		
3.205e-003	-2.178e-006		
-7.384e-004	-3.063e-006		
-4.796e-003	-3.150e-006		
-8.704e-003	-3.228e-006		
-1.274e-002	-4.024e-006		
-1.674e-002	-2.555e-006		
-2.079e-002	-3.488e-006		
-2.471e-002	-3.558e-006		
-2.879e-002	-3.606e-006		
-3.268e-002	-4.380e-006		
-3.680e-002	-2.999e-006		
-4.072e-002	-3.879e-006		
-4.477e-002	-3.987e-006		
-4.868e-002	-3.978e-006		
-5.278e-002	-4.810e-006		
-5.663e-002	-3.375e-006		
-6.078e-002	-4.297e-006		
-6.470e-002	-4.380e-006		
-6.873e-002	-4.396e-006		
-7.268e-002	-5.175e-006		
-7.676e-002	-3.757e-006		
-8.061e-002	-4.650e-006		
-8.478e-002	-4.750e-006		
-8.852e-002	-4.797e-006		
-9.274e-002	-5.549e-006		
-9.667e-002	-4.139e-006		
-1.008e-001	-5.066e-006		
-1.046e-001	-5.139e-006		
-1.088e-001	-5.165e-006		
-1.125e-001	-5.953e-006		
-1.167e-001	-4.500e-006		
-1.206e-001	-5.434e-006		
-1.247e-001	-5.448e-006		
-1.286e-001	-5.443e-006		
-1.327e-001	-6.248e-006		
-1.365e-001	-4.808e-006		
-1.406e-001	-5.665e-006		
-1.446e-001	-5.773e-006		
-1.487e-001	-5.758e-006		
-1.526e-001	-6.531e-006		
-1.567e-001	-5.115e-006		
-1.605e-001	-5.981e-006		
-1.647e-001	-6.058e-006		
-1.686e-001	-6.006e-006		
-1.727e-001	-6.778e-006		
-1.766e-001	-5.323e-006		
-1.806e-001	-6.206e-006		
-1.845e-001	-6.248e-006		
-1.887e-001	-6.233e-006		
-1.926e-001	-6.997e-006		
-1.966e-001	-5.508e-006		
-2.005e-001	-6.402e-006		
-2.046e-001	-6.469e-006		
-2.085e-001	-6.412e-006		
-2.126e-001	-7.151e-006		
-2.164e-001	-5.699e-006		
-2.206e-001	-6.581e-006		
-2.245e-001	-6.653e-006		
-2.286e-001	-6.605e-006		
-2.324e-001	-7.326e-006		
-2.366e-001	-5.887e-006		
-2.404e-001	-6.760e-006		
-2.445e-001	-6.793e-006		
-2.485e-001	-6.795e-006		
-2.525e-001	-7.503e-006		
-2.564e-001	-6.019e-006		
-2.605e-001	-6.871e-006		
-2.644e-001	-6.894e-006		
-2.684e-001	-6.856e-006		
-2.725e-001	-7.549e-006		
-2.765e-001	-6.107e-006		
-2.804e-001	-7.002e-006		
-2.845e-001	-6.974e-006		
-2.884e-001	-6.921e-006		
-2.925e-001	-7.599e-006		
-2.964e-001	-6.171e-006		
-3.005e-001	-7.000e-006		
-3.044e-001	-7.026e-006		
-3.084e-001	-6.944e-006		
-3.124e-001	-7.692e-006		
-3.165e-001	-6.234e-006		
-3.204e-001	-7.068e-006		
-3.245e-001	-7.100e-006		
-3.284e-001	-7.081e-006		
-3.324e-001	-7.816e-006		
-3.364e-001	-6.388e-006		
-3.404e-001	-7.317e-006		
-3.444e-001	-7.363e-006		
-3.484e-001	-7.393e-006		
-3.524e-001	-8.204e-006		
-3.564e-001	-6.823e-006		
-3.604e-001	-7.776e-006		
-3.644e-001	-7.930e-006		
-3.684e-001	-7.999e-006		
-3.724e-001	-8.873e-006		
-3.764e-001	-7.540e-006		
-3.804e-001	-8.492e-006		
-3.844e-001	-8.713e-006		
-3.884e-001	-8.809e-006		
-3.924e-001	-9.736e-006		
-3.963e-001	-8.382e-006		
-4.004e-001	-9.458e-006		
-4.044e-001	-9.612e-006		
-4.084e-001	-9.672e-006		
-4.124e-001	-1.062e-005		
-4.164e-001	-9.288e-006		
-4.204e-001	-1.031e-005		
-4.244e-001	-1.051e-005		
-4.284e-001	-1.066e-005		
-4.324e-001	-1.152e-005		
-4.364e-001	-1.024e-005		
-4.404e-001	-1.127e-005		
-4.444e-001	-1.147e-005		
-4.484e-001	-1.156e-005		
-4.524e-001	-1.245e-005		
-4.564e-001	-1.120e-005		
-4.604e-001	-1.225e-005		
-4.644e-001	-1.247e-005		
-4.684e-001	-1.270e-005		
-4.723e-001	-1.367e-005		
-4.764e-001	-1.248e-005		
-4.804e-001	-1.372e-005		
-4.844e-001	-1.413e-005		
-4.884e-001	-1.458e-005		
-4.923e-001	-1.586e-005		
-4.963e-001	-1.510e-005		
-5.003e-001	-1.681e-005		
-5.043e-001	-1.786e-005		
-5.083e-001	-1.901e-005		
-5.123e-001	-2.122e-005		
-5.163e-001	-2.152e-005		
-5.203e-001	-2.441e-005		
-5.243e-001	-2.684e-005		
-5.283e-001	-2.962e-005		
-5.323e-001	-3.359e-005		
-5.363e-001	-3.585e-005		
-5.402e-001	-4.095e-005		
