XY
	CURVE1 (new-5mmolar-14btmapaq-CV-nitrogen-500mvps.DTA)[BKS]		CURVE2 (new-5mmolar-14btmapaq-CV-nitrogen-500mvps.DTA)[BKS]
4.988e-001	4.827e-005	4.987e-001	4.935e-005
4.947e-001	3.985e-005		
4.907e-001	3.550e-005		
4.867e-001	3.079e-005		
4.827e-001	2.815e-005		
4.788e-001	2.497e-005		
4.748e-001	2.297e-005		
4.708e-001	2.073e-005		
4.668e-001	1.897e-005		
4.628e-001	1.741e-005		
4.588e-001	1.582e-005		
4.548e-001	1.472e-005		
4.508e-001	1.314e-005		
4.468e-001	1.257e-005		
4.428e-001	1.096e-005		
4.388e-001	1.073e-005		
4.348e-001	9.124e-006		
4.308e-001	9.172e-006		
4.268e-001	7.426e-006		
4.228e-001	7.706e-006		
4.188e-001	5.904e-006		
4.148e-001	6.251e-006		
4.108e-001	4.518e-006		
4.068e-001	4.854e-006		
4.028e-001	3.408e-006		
3.989e-001	3.764e-006		
3.949e-001	2.598e-006		
3.909e-001	3.115e-006		
3.869e-001	2.128e-006		
3.829e-001	2.584e-006		
3.789e-001	1.992e-006		
3.749e-001	2.202e-006		
3.709e-001	1.944e-006		
3.669e-001	1.958e-006		
3.629e-001	1.945e-006		
3.589e-001	1.766e-006		
3.549e-001	1.961e-006		
3.509e-001	1.595e-006		
3.469e-001	2.034e-006		
3.429e-001	1.384e-006		
3.389e-001	2.085e-006		
3.349e-001	1.195e-006		
3.309e-001	2.049e-006		
3.269e-001	9.655e-007		
3.229e-001	1.868e-006		
3.189e-001	5.947e-007		
3.149e-001	1.433e-006		
3.109e-001	1.229e-007		
3.069e-001	8.255e-007		
3.029e-001	-2.640e-007		
2.989e-001	3.455e-007		
2.949e-001	-6.671e-007		
2.909e-001	1.958e-008		
2.869e-001	-8.080e-007		
2.829e-001	-2.781e-007		
2.789e-001	-8.272e-007		
2.749e-001	-5.175e-007		
2.709e-001	-8.370e-007		
2.669e-001	-8.195e-007		
2.630e-001	-8.994e-007		
2.589e-001	-1.151e-006		
2.550e-001	-9.991e-007		
2.510e-001	-1.401e-006		
2.469e-001	-1.046e-006		
2.430e-001	-1.732e-006		
2.390e-001	-1.047e-006		
2.350e-001	-1.939e-006		
2.309e-001	-1.179e-006		
2.270e-001	-2.262e-006		
2.230e-001	-1.333e-006		
2.190e-001	-2.640e-006		
2.150e-001	-1.813e-006		
2.110e-001	-3.108e-006		
2.070e-001	-2.422e-006		
2.030e-001	-3.486e-006		
1.990e-001	-2.871e-006		
1.950e-001	-3.850e-006		
1.910e-001	-3.173e-006		
1.870e-001	-3.940e-006		
1.830e-001	-3.392e-006		
1.790e-001	-3.959e-006		
1.750e-001	-3.618e-006		
1.710e-001	-3.892e-006		
1.670e-001	-3.830e-006		
1.631e-001	-3.871e-006		
1.591e-001	-3.991e-006		
1.551e-001	-3.910e-006		
1.511e-001	-4.299e-006		
1.470e-001	-3.854e-006		
1.430e-001	-4.462e-006		
1.391e-001	-3.846e-006		
1.351e-001	-4.678e-006		
1.311e-001	-3.878e-006		
1.271e-001	-4.896e-006		
1.231e-001	-4.022e-006		
1.191e-001	-5.265e-006		
1.151e-001	-4.387e-006		
1.111e-001	-5.639e-006		
1.071e-001	-4.949e-006		
1.031e-001	-5.991e-006		
9.911e-002	-5.351e-006		
9.511e-002	-6.340e-006		
9.109e-002	-5.630e-006		
8.714e-002	-6.444e-006		
8.313e-002	-5.764e-006		
7.913e-002	-6.281e-006		
7.516e-002	-5.973e-006		
7.119e-002	-6.166e-006		
6.712e-002	-6.135e-006		
6.318e-002	-6.114e-006		
5.917e-002	-6.286e-006		
5.515e-002	-6.094e-006		
5.117e-002	-6.503e-006		
4.719e-002	-6.030e-006		
4.316e-002	-6.608e-006		
3.918e-002	-5.930e-006		
3.517e-002	-6.751e-006		
3.117e-002	-5.942e-006		
2.715e-002	-6.961e-006		
2.321e-002	-6.028e-006		
1.918e-002	-7.248e-006		
1.523e-002	-6.352e-006		
1.120e-002	-7.600e-006		
7.215e-003	-6.870e-006		
3.171e-003	-7.899e-006		
-7.775e-004	-7.246e-006		
-4.804e-003	-8.215e-006		
-8.760e-003	-7.415e-006		
-1.278e-002	-8.202e-006		
-1.677e-002	-7.535e-006		
-2.080e-002	-8.062e-006		
-2.475e-002	-7.719e-006		
-2.880e-002	-7.935e-006		
-3.273e-002	-7.823e-006		
-3.681e-002	-7.877e-006		
-4.074e-002	-8.008e-006		
-4.479e-002	-7.768e-006		
-4.874e-002	-8.072e-006		
-5.276e-002	-7.668e-006		
-5.669e-002	-8.252e-006		
-6.079e-002	-7.577e-006		
-6.471e-002	-8.318e-006		
-6.874e-002	-7.528e-006		
-7.271e-002	-8.466e-006		
-7.673e-002	-7.541e-006		
-8.069e-002	-8.786e-006		
-8.476e-002	-7.853e-006		
-8.866e-002	-9.165e-006		
-9.273e-002	-8.334e-006		
-9.668e-002	-9.330e-006		
-1.007e-001	-8.630e-006		
-1.047e-001	-9.596e-006		
-1.087e-001	-8.855e-006		
-1.126e-001	-9.635e-006		
-1.167e-001	-8.982e-006		
