XY
	CURVE1 (new-5mmolar-18btmapaq-CV-nitrogen-300mvps.DTA)[BKS]		CURVE2 (new-5mmolar-18btmapaq-CV-nitrogen-300mvps.DTA)[BKS]
4.988e-001	2.864e-005	4.986e-001	1.507e-005
4.947e-001	2.354e-005		
4.908e-001	1.938e-005		
4.866e-001	1.670e-005		
4.827e-001	1.296e-005		
4.786e-001	1.290e-005		
4.747e-001	1.188e-005		
4.707e-001	1.062e-005		
4.667e-001	9.687e-006		
4.627e-001	7.280e-006		
4.588e-001	8.226e-006		
4.548e-001	7.945e-006		
4.508e-001	7.271e-006		
4.468e-001	6.803e-006		
4.428e-001	4.752e-006		
4.388e-001	6.025e-006		
4.348e-001	5.955e-006		
4.308e-001	5.517e-006		
4.268e-001	5.233e-006		
4.229e-001	3.348e-006		
4.189e-001	4.726e-006		
4.149e-001	4.788e-006		
4.109e-001	4.445e-006		
4.069e-001	4.235e-006		
4.029e-001	2.424e-006		
3.989e-001	3.889e-006		
3.949e-001	4.014e-006		
3.909e-001	3.740e-006		
3.869e-001	3.540e-006		
3.829e-001	1.772e-006		
3.789e-001	3.303e-006		
3.749e-001	3.467e-006		
3.709e-001	3.243e-006		
3.669e-001	3.056e-006		
3.629e-001	1.323e-006		
3.589e-001	2.889e-006		
3.550e-001	3.061e-006		
3.509e-001	2.839e-006		
3.470e-001	2.670e-006		
3.430e-001	9.735e-007		
3.389e-001	2.556e-006		
3.350e-001	2.714e-006		
3.310e-001	2.528e-006		
3.270e-001	2.347e-006		
3.230e-001	6.624e-007		
3.190e-001	2.248e-006		
3.150e-001	2.441e-006		
3.110e-001	2.261e-006		
3.070e-001	2.082e-006		
3.030e-001	4.035e-007		
2.990e-001	2.014e-006		
2.950e-001	2.194e-006		
2.910e-001	2.017e-006		
2.870e-001	1.842e-006		
2.830e-001	1.683e-007		
2.790e-001	1.820e-006		
2.750e-001	1.974e-006		
2.710e-001	1.820e-006		
2.670e-001	1.646e-006		
2.630e-001	-1.693e-008		
2.590e-001	1.611e-006		
2.550e-001	1.796e-006		
2.510e-001	1.653e-006		
2.470e-001	1.438e-006		
2.430e-001	-1.995e-007		
