555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700	705	710	715	720	725	730	735	740	745	750	755	760	765	770	775	780	785	790	795	800	805	810	815	820	825	830	835	840	845	850
6857	539	509	583	656	731	796	864	903	916	973	1008	1057	1087	1112	1131	1172	1169	1163	1161	1151	1123	1104	1066	1064	999	1016	932	873	789	787	751	705	650	626	576	552	529	502	455	438	398	376	355	317	299	290	286	264	239	237	208	207	195	190	212	230	292	313	309
4840	423	403	477	516	555	603	627	648	660	658	686	699	678	688	670	674	665	651	625	630	572	558	544	508	509	468	467	429	365	356	337	312	286	266	251	240	237	211	206	183	167	153	154	152	134	130	129	116	98	102	101	107	79	79	107	128	125	129	122
3824	95	33	29	32	30	31	30	34	32	33	35	31	33	36	31	34	33	31	27	29	24	20	25	23	23	19	21	25	20	12	18	16	17	20	14	12	15	13	13	14	18	15	10	14	12	20	12	23	18	12	21	30	15	17	37	58	84	101	77
5423	520	522	601	680	760	828	879	924	948	967	979	963	928	904	871	836	770	750	725	671	615	561	526	485	436	403	362	340	309	267	242	218	211	185	167	151	147	119	106	97	99	92	83	84	66	60	59	64	66	52	65	61	46	61	64	102	104	111	145
6486	754	770	931	1039	1148	1292	1384	1477	1527	1625	1664	1646	1669	1657	1638	1639	1535	1512	1478	1402	1330	1227	1193	1141	1048	996	918	865	769	685	640	589	527	522	497	422	397	373	347	308	293	242	244	236	210	170	175	188	160	148	139	134	120	116	161	193	178	228	170
7820	170	29	22	24	21	20	24	21	18	21	22	19	20	18	20	23	25	22	24	22	21	18	19	20	13	17	14	17	15	10	14	17	18	14	12	8	14	11	12	10	15	20	10	14	13	19	18	23	17	26	23	29	24	24	38	70	84	110	137
6568	855	906	1121	1291	1472	1650	1773	1939	2018	2112	2143	2216	2222	2200	2166	2120	2083	1957	1898	1805	1730	1625	1491	1422	1308	1197	1117	1021	906	826	764	695	642	613	546	492	480	412	396	370	324	292	274	253	236	207	208	186	181	162	167	140	139	144	160	187	228	276	224
